Island Group,Person,Entry-1,SampleID,1990 Landcover,1990 sub-class,First year of cloud-free data,1990 confidence,change event? 1990-2015,change event conf,1990 notes,year of change 1,Prev cloud-free yr 1,change type 1,Confidence change 1,notes change 1,year of change 2,previous cloud-free year 2,change type 2,Confidence change 2,notes change 2,year of change 3,previous cloud-free year 3,change type 3,Confidence change 3,notes change 3,LULC SPOT6/7,Classification Notes,Transition Summary,AGREE or DISAGREE,Spot image?,High Res GE?,More than 3 change events?,Confidence of final interpreter,User,Final interpreter notes,Diana edited notes,year of change 4,previous cloud-free year 4,change type 4,Confidence change 4,notes change 4,year of change 5,previous cloud-free year 5,change type 5,Confidence change 5,notes change 5,year of change 6,previous cloud-free year 6,change type 6,Confidence change 6,notes change 6
Irian Jaya,Hani,5,1163,Primary intact,NA,1991,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,2009,No,High,Yazid checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,5,1164,Primary intact,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Yazid checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,5,1165,Primary intact,NA,1990,High,Yes,High,,2014,2013,Degraded - Nearby clearing,High,,,,,,,,,,,,Hutan Sekunder,,Degraded - Nearby clearing  ,Disagree - minor,Yes,none,No,High,Yazid checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,5,1166,Primary intact,NA,1997,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Yazid checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,5,1167,Primary intact,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,2012,No,High,Yazid checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,5,1168,Primary intact,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Rawa Primer,,  ,Agree,Yes,2005,No,High,Yazid checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,5,1169,Primary intact,NA,1991,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Yazid checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,5,1170,Primary intact,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Yazid checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,5,1171,Primary intact,NA,1990,High,Yes,High,,1998,1997,Degraded - Natural disturbance,High,,,,,,,,,,,,Hutan Sekunder,,Degraded - Natural disturbance  ,Disagree - minor,Yes,none,No,High,Yazid checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,5,1172,Primary intact,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Rawa Primer,,  ,Agree,Yes,none,No,High,Yazid checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,5,1173,Primary intact,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,2011,No,High,Yazid checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,5,1174,Primary intact,NA,1996,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,2012,No,High,Yazid checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,5,1175,Primary intact,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Yazid checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,5,1176,Primary intact,NA,1991,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Rawa Primer,,  ,Agree,Yes,none,No,High,Yazid checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,5,1177,Primary intact,NA,1991,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Yazid checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,5,1178,Primary intact,NA,1995,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Yazid checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,5,1179,Primary intact,NA,1990,High,Yes,High,,1996,1990,Degraded - Nearby clearing,High,,,,,,,,,,,,Hutan Sekunder,,Degraded - Nearby clearing  ,Disagree - minor,Yes,none,No,High,Yazid checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,5,1180,Primary intact,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Yazid checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,5,1181,Primary degraded,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Rawa Sekunder,,  ,Disagree - major,Yes,2004,No,High,Yazid checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,5,1182,Primary intact,NA,2000,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Yazid checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,5,1183,Primary intact,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Yazid checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,5,1184,Primary intact,NA,1998,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,2014,No,High,Yazid checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,5,1185,Primary intact,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Yazid checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,5,1186,Primary intact,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Rawa Primer,,  ,Agree,Yes,2011,No,High,Yazid checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,5,1187,Primary intact,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Yazid checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,5,1188,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Belukar Rawa,,  ,Agree,Yes,2015,No,High,Yazid checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,5,1189,Primary degraded,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Rawa Sekunder,,  ,Agree,Yes,none,No,High,Yazid checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,5,1190,Primary intact,NA,1995,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Yazid checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,5,1191,Primary intact,NA,1991,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Mangrove,,  ,Agree,Yes,none,No,High,Yazid checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,5,1192,Primary intact,NA,1995,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Yazid checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,5,1193,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Belukar Rawa,,  ,Disagree - major,Yes,none,No,High,Yazid checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,5,1194,Non Forest,NA,1991,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Belukar,,  ,Agree,Yes,none,No,High,Yazid checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,5,1195,Primary degraded,NA,1990,High,Yes,High,,1998,1997,Degraded - Natural disturbance,High,,,,,,,,,,,,Hutan Rawa Sekunder,,Degraded - Natural disturbance  ,Disagree - major,Yes,none,No,High,Yazid checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,5,1196,Primary intact,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Yazid checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,5,1197,Primary intact,NA,1991,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Rawa Primer,,  ,Agree,Yes,none,No,High,Yazid checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,5,1198,Primary intact,NA,1997,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Yazid checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,5,1199,Primary intact,NA,1991,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Yazid checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,5,1200,Primary intact,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Yazid checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,5,1201,Primary intact,NA,1993,High,Yes,High,,2006,2004,Degraded - Nearby clearing,High,,,,,,,,,,,,Hutan Sekunder,,Degraded - Nearby clearing  ,Disagree - minor,Yes,none,No,High,Yazid checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,5,1202,Primary intact,NA,1990,High,Yes,High,,2001,2000,Degraded - Nearby clearing,High,,,,,,,,,,,,Hutan Rawa Sekunder,,Degraded - Nearby clearing  ,Disagree - minor,Yes,none,No,High,Yazid checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,5,1203,Primary intact,NA,1996,Low,Yes,High,,1998,1996,Cleared - Abandoned/transitional,High,,,,,,,,,,,,Belukar,,Cleared - Abandoned/transitional  ,Disagree - minor,Yes,none,No,High,Yazid checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,5,1204,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Belukar Rawa,,  ,Agree,Yes,none,No,High,Yazid checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,5,1205,Primary intact,NA,1998,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,2002,No,High,Yazid checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,5,1206,Primary intact,NA,1993,High,Yes,High,,2015,2014,Degraded - Nearby clearing,High,,,,,,,,,,,,Hutan Sekunder,,Degraded - Nearby clearing  ,Disagree - minor,Yes,none,No,High,Yazid checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,5,1207,Primary intact,NA,1996,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,2012,No,High,Yazid checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,5,1208,Primary intact,NA,1990,High,Yes,High,,2004,2003,Degraded - Nearby clearing,High,,,,,,,,,,,,Hutan Sekunder,,Degraded - Nearby clearing  ,Disagree - minor,Yes,none,No,High,Yazid checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,5,1209,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Air,,  ,Agree,Yes,none,No,High,Yazid checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,5,1210,Primary intact,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Yazid checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,5,1211,Primary intact,NA,1991,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Yazid checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,6,1212,Primary intact,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Anna checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,6,1213,Primary intact,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,Spot tidak tersedia,  ,Agree,No,2006,No,High,Anna checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,6,1214,Primary intact,NA,1991,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Anna checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,6,1215,Primary intact,NA,1993,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,2003,No,High,Anna checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,6,1216,Primary intact,NA,1991,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,2009,No,High,Anna checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,6,1217,Primary intact,NA,1991,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,Spot tidak tersedia,  ,Agree,No,none,No,High,Anna checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,6,1218,Primary intact,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Rawa Primer,,  ,Agree,Yes,2014,No,High,Anna checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,6,1219,Primary intact,NA,1990,High,Yes,High,,2000,1990,Degraded - Fire,Low,,,,,,,,,,,,Hutan Rawa Sekunder,,Degraded - Fire  ,Disagree - major,Yes,none,No,High,Anna checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,6,1220,Primary intact,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Anna checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,6,1221,Primary intact,NA,1991,High,Yes,High,,2015,2014,Degraded - Fire,High,,,,,,,,,,,,Hutan Sekunder,Spot tidak tersedia,Degraded - Fire  ,Disagree - major,No,2014,No,High,Anna checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,6,1222,Primary degraded,NA,2000,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Sekunder,,  ,Disagree - major,Yes,none,No,High,Anna checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,6,1223,Primary intact,NA,1991,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Rawa Primer,,  ,Disagree - minor,Yes,none,No,High,Anna checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,6,1224,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Belukar Rawa,,  ,Agree,Yes,2006,No,High,Anna checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,6,1225,Primary intact,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Anna checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,6,1226,Primary intact,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Mangrove,,  ,Disagree - major,No,2011,No,High,Anna checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,6,1227,Primary degraded,NA,1990,High,Yes,High,,2001,2000,Cleared - Abandoned/transitional,High,,2009,2008,Cleared - Abandoned/transitional,High,,,,,,,Belukar,,Cleared - Abandoned/transitional Cleared - Abandoned/transitional ,Disagree - major,Yes,none,No,High,Anna checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,6,1228,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Belukar Rawa,,  ,Disagree - major,Yes,none,No,High,Anna checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,6,1229,Primary intact,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,2016,No,High,Anna checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,6,1230,Primary degraded,NA,1999,High,Yes,High,,2013,2012,Degraded - Nearby clearing,High,,,,,,,,,,,,Hutan Sekunder,,Degraded - Nearby clearing  ,Disagree - major,Yes,none,No,High,Anna checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,6,1231,Primary intact,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Rawa Primer,,  ,Disagree - minor,Yes,none,No,High,Anna checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,6,1232,Primary intact,NA,1993,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Anna checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,6,1233,Primary intact,NA,1999,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Anna checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,6,1234,Primary degraded,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Rawa Sekunder,,  ,Disagree - minor,Yes,none,No,High,Anna checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,6,1235,Primary intact,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Rawa Primer,Spot tidak tersedia,  ,Disagree - minor,No,none,No,High,Anna checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,6,1236,Primary intact,NA,1990,High,Yes,High,,2000,1996,Cleared - Abandoned/transitional,Low,,2016,2015,Cleared - Abandoned/transitional,High,,,,,,,Lahan Terbuka,,Cleared - Abandoned/transitional Cleared - Abandoned/transitional ,Disagree - major,Yes,none,No,High,Anna checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,6,1237,Primary intact,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer, ,  ,Agree,Yes,2009,No,High,Anna checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,6,1238,Primary intact,NA,1991,Low,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Disagree - major,Yes,none,No,High,Anna checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,6,1239,Primary intact,NA,1992,High,Yes,Low,,2015,2014,Degraded - Selective Logging,Low,,,,,,,,,,,,Hutan Sekunder,,Degraded - Selective Logging  ,Disagree - major,Yes,none,No,High,Anna checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,6,1240,Primary degraded,NA,1990,High,Yes,High,,1997,1994,Cleared - Abandoned/transitional,High,,,,,,,,,,,,Belukar Rawa,,Cleared - Abandoned/transitional  ,Disagree - major,Yes,2003,No,High,Anna checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,6,1241,Primary intact,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,2014,No,High,Anna checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,6,1242,Primary intact,NA,1996,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,Spot tidak tersedia,  ,Agree,No,2011,No,High,Anna checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,6,1243,Primary intact,NA,1993,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Anna checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,6,1244,Primary intact,NA,1996,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Rawa Primer,,  ,Disagree - minor,Yes,none,No,High,Anna checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,6,1245,Primary degraded,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Rawa Sekunder,,  ,Disagree - major,Yes,2003,No,High,Anna checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,6,1246,Primary intact,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Anna checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,6,1247,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Air,Landsat dan Spot tidak tersedia,  ,Agree,Yes,2001,No,High,Anna checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,6,1248,Primary intact,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Rawa Primer,,  ,Disagree - minor,Yes,none,No,High,Anna checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,6,1249,Primary intact,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Rawa Primer,,  ,Agree,Yes,none,No,High,Anna checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,6,1250,Primary intact,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Disagree - minor,Yes,none,No,High,Anna checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,6,1251,Primary degraded,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Mangrove Sekunder,,  ,Disagree - minor,Yes,2006,No,High,Anna checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,6,1252,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Lahan Terbuka,,  ,Agree,Yes,2010,No,High,Anna checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,6,1253,Primary intact,NA,1990,High,Yes,High,,1997,1990,Degraded - Natural disturbance,Low,,,,,,,,,,,,Hutan Mangrove Sekunder,,Degraded - Natural disturbance  ,Disagree - major,Yes,none,No,High,Anna checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,6,1254,Non Forest,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Belukar,,  ,Disagree - major,Yes,2005,No,High,Anna checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,6,1255,Primary intact,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,2014,No,High,Anna checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,6,1256,Primary degraded,NA,1995,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Sekunder,,  ,Disagree - major,Yes,2016,No,High,Anna checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,6,1257,Primary degraded,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Sekunder,,  ,Agree,Yes,none,No,High,Anna checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,6,1258,Primary intact,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Anna checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,6,1259,Primary intact,NA,1991,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Anna checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,6,1260,Primary intact,NA,1991,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,Spot tidak tersedia,  ,Agree,No,none,No,High,Anna checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,6,1261,Primary intact,NA,1990,High,No,Low,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Anna checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,6,1262,Primary intact,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Anna checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,6,1263,Non Forest,NA,1996,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Rawa,,  ,Disagree - minor,Yes,2017,No,High,Anna checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,6,1264,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Belukar,,  ,Disagree - major,No,2015,No,High,Anna checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,6,1265,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Belukar Rawa,,  ,Agree,Yes,2012,No,High,Anna checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,6,1266,Primary intact,NA,1993,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Rawa Primer,,  ,Disagree - minor,Yes,none,No,High,Anna checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,6,1267,Primary intact,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,Spot tidak tersedia,  ,Agree,No,none,No,High,Anna checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,6,1268,Primary intact,NA,1993,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,Spot tidak tersedia,  ,Agree,No,none,No,High,Anna checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,6,1269,Primary intact,NA,1993,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Anna checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,6,1270,Primary intact,NA,1992,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Rawa Primer,,  ,Disagree - minor,Yes,none,No,High,Anna checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,6,1271,Primary intact,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Anna checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,6,1272,Primary intact,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Anna checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,6,1273,Primary degraded,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Sekunder,,  ,Disagree - major,No,none,No,High,Anna checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,6,1274,Primary intact,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Anna checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,6,1275,Primary intact,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Rawa Primer,,  ,Disagree - minor,Yes,none,No,High,Anna checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,6,1276,Primary intact,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Anna checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,6,1277,Primary degraded,NA,1995,High,Yes,High,,1999,1995,Cleared - Abandoned/transitional,High,,,,,,,,,,,,Belukar Rawa,,Cleared - Abandoned/transitional  ,Disagree - major,Yes,2012,No,High,Anna checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,6,1278,Primary intact,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Rawa Primer,,  ,Disagree - minor,Yes,none,No,High,Anna checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,6,1279,Primary intact,NA,1991,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Anna checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,6,1280,Primary intact,NA,1995,High,Yes,High,,2016,2015,Degraded - Selective Logging,High,,,,,,,,,,,,Hutan Rawa Sekunder,,Degraded - Selective Logging  ,Disagree - major,Yes,2014,No,High,Anna checked,,,,,,,,,,,,,,,,,
