Island Group,Person,Entry-1,SampleID,1990 Landcover,1990 sub-class,First year of cloud-free data,1990 confidence,change event? 1990-2015,change event conf,1990 notes,year of change 1,Prev cloud-free yr 1,change type 1,Confidence change 1,notes change 1,year of change 2,previous cloud-free year 2,change type 2,Confidence change 2,notes change 2,year of change 3,previous cloud-free year 3,change type 3,Confidence change 3,notes change 3,LULC SPOT6/7,Classification Notes,Transition Summary,AGREE or DISAGREE,Spot image?,High Res GE?,More than 3 change events?,Confidence of final interpreter,User,Final interpreter notes,Diana edited notes,year of change 4,previous cloud-free year 4,change type 4,Confidence change 4,notes change 4,year of change 5,previous cloud-free year 5,change type 5,Confidence change 5,notes change 5,year of change 6,previous cloud-free year 6,change type 6,Confidence change 6,notes change 6
Irian Jaya,Hani,1,1,Primary intact,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,2014,No,High,Tatik checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,1,2,Primary intact,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,2010,No,High,Tatik checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,1,3,Primary intact,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Tatik checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,1,4,Primary intact,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,2014,No,High,Tatik checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,1,5,Primary intact,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Mangrove,,  ,Disagree - minor,Yes,none,No,High,Tatik checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,1,6,Primary intact,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Tatik checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,1,7,Primary degraded,NA,1999,High,Yes,High,,2016,2015,Cleared - Other,Low,,,,,,,,,,,,Rawa,,Cleared - Other  ,Disagree - minor,Yes,none,No,Low,Tatik checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,1,8,Primary intact,NA,1997,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Tatik checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,1,9,Primary intact,NA,2000,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Tatik checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,1,10,Primary degraded,NA,1992,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Sekunder,,  ,Disagree - major,Yes,2012,No,High,Tatik checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,1,11,Primary intact,NA,1996,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Tatik checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,1,12,Primary intact,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,2012,No,High,Tatik checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,1,13,Primary intact,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,2013,No,High,Tatik checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,1,14,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Belukar Rawa,,  ,Agree,Yes,none,No,High,Tatik checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,1,15,Primary intact,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Tatik checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,1,16,Primary intact,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Tatik checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,1,17,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Belukar,,  ,Disagree - minor,Yes,2002,No,High,Tatik checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,1,18,Primary intact,NA,1995,High,Yes,High,,2000,1996,Degraded - Selective Logging,High,,,,,,,,,,,,Hutan Sekunder,,Degraded - Selective Logging  ,Disagree - minor,Yes,none,No,High,Tatik checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,1,19,Primary intact,NA,1997,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Tatik checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,1,20,Primary intact,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,2014,No,High,Tatik checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,1,21,Primary intact,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,2016,No,High,Tatik checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,1,22,Primary intact,NA,1990,High,Yes,High,,1997,1996,Cleared - Abandoned/transitional,Low,,,,,,,,,,,,Belukar,low trees number,Cleared - Abandoned/transitional  ,Disagree - minor,Yes,none,No,High,Tatik checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,1,23,Primary intact,NA,1993,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Rawa Primer,,  ,Agree,Yes,2014,No,High,Tatik checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,1,24,Primary intact,NA,1990,High,No,High,Sample complete!,1999,1998,Degraded - Selective Logging,High,,,,,,,,,,,,Hutan Sekunder,,Degraded - Selective Logging  ,Agree,Yes,none,No,High,Tatik checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,1,25,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Rawa,,  ,Agree,Yes,none,No,High,Tatik checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,1,26,Primary intact,NA,1990,High,Yes,High,,1998,1997,Cleared - Fire,High,,,,,,,,,,,,Belukar Rawa,,Cleared - Fire  ,Disagree - minor,Yes,2012,No,High,Tatik checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,1,27,Primary intact,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Tatik checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,1,28,Primary intact,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Rawa Primer,,  ,Agree,Yes,none,No,High,Tatik checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,1,29,Primary intact,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Tatik checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,1,30,Primary intact,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,No,2008,No,High,Tatik checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,1,31,Primary intact,NA,1990,High,Yes,High,,1993,1991,Degraded - Nearby clearing,High,,,,,,,,,,,,Hutan Sekunder,,Degraded - Nearby clearing  ,Agree,Yes,2010,No,High,Tatik checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,1,32,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Belukar Rawa,,  ,Agree,Yes,none,No,High,Tatik checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,1,33,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Disagree - major,Yes,2009,No,High,Tatik checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,1,34,Primary intact,NA,1992,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Tatik checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,1,35,Primary intact,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,2012,No,High,Tatik checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,1,36,Primary intact,NA,1991,High,Yes,High,,1994,1991,Degraded - Selective Logging,High,,,,,,,,,,,,Hutan Sekunder,,Degraded - Selective Logging  ,Disagree - minor,Yes,2010,No,High,Tatik checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,1,37,Primary degraded,Forest fragment,1995,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Sekunder,,  ,Agree,Yes,2017,No,High,Tatik checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,1,38,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Belukar Rawa,,  ,Disagree - minor,Yes,2015,No,High,Tatik checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,1,39,Primary intact,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Tatik checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,1,40,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Belukar Rawa,,  ,Agree,Yes,2015,No,High,Tatik checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,1,41,Primary intact,NA,2000,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Tatik checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,1,42,Primary intact,NA,1992,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Rawa Primer,,  ,Agree,Yes,none,No,High,Tatik checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,1,43,Non Forest,NA,2001,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Belukar,,  ,Agree,Yes,2001,No,High,Tatik checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,1,44,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering,,  ,Agree,Yes,2013,No,High,Tatik checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,1,45,Primary intact,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Rawa Primer,,  ,Agree,Yes,2013,No,High,Tatik checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,1,46,Non Forest,NA,1996,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Belukar Rawa,,  ,Agree,Yes,2010,No,High,Tatik checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,1,47,Primary intact,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Tatik checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,1,48,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Belukar Rawa,,  ,Agree,Yes,none,No,High,Tatik checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,1,49,Primary intact,NA,1990,High,Yes,High,,1999,1998,Degraded - Nearby clearing,High,,,,,,,,,,,,Hutan Rawa Sekunder,,Degraded - Nearby clearing  ,Disagree - minor,Yes,none,No,High,Tatik checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,1,50,Primary degraded,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Sekunder,,  ,Agree,Yes,none,No,High,Tatik checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,1,51,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering,,  ,Disagree - minor,Yes,2016,No,High,Tatik checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,1,52,Primary intact,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Rawa Primer,,  ,Agree,Yes,none,No,High,Tatik checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,1,53,Primary intact,NA,1993,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Tatik checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,1,54,Primary intact,NA,1995,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Tatik checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,1,55,Primary intact,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,2012,No,High,Tatik checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,1,56,Primary degraded,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Sekunder,,  ,Agree,Yes,2015,No,High,Tatik checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,1,57,Primary intact,NA,1997,High,Yes,High,,2004,2003,Degraded - Nearby clearing,High,,,,,,,,,,,,Hutan Rawa Sekunder,,Degraded - Nearby clearing  ,Disagree - minor,Yes,none,No,High,Tatik checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,1,58,Non Forest,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Lahan Terbuka,,  ,Agree,No,none,No,High,Tatik checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,1,59,Primary intact,NA,1990,High,Yes,High,,1999,1997,Degraded - Nearby clearing,High,,,,,,,,,,,,Hutan Sekunder,,Degraded - Nearby clearing  ,Disagree - minor,Yes,none,No,High,Tatik checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,1,60,Non Forest,NA,2000,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Lahan Terbuka,,  ,Agree,Yes,2015,No,High,Tatik checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,1,61,Primary intact,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Tatik checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,1,62,Primary intact,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,2010,No,High,Tatik checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,1,63,Primary intact,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,2015,No,High,Tatik checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,1,64,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Rawa,,  ,Agree,Yes,none,No,High,Tatik checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,1,65,Primary intact,NA,1993,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Rawa Primer,,  ,Agree,Yes,none,No,High,Tatik checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,1,66,Primary intact,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Tatik checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,1,67,Primary intact,NA,1992,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Tatik checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,1,68,Primary intact,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Tatik checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,1,69,Primary intact,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,2013,No,High,Tatik checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,1,70,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Belukar Rawa,,  ,Agree,Yes,none,No,High,Tatik checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,1,71,Primary intact,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Tatik checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,1,72,Primary intact,NA,1994,High,Yes,High,,2014,2013,Degraded - Nearby clearing,Low,,,,,,,,,,,,Hutan Sekunder,,Degraded - Nearby clearing  ,Disagree - minor,Yes,none,No,Low,Tatik checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,1,73,Primary intact,NA,1991,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Tatik checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,1,74,Primary intact,NA,1991,High,Yes,High,,1997,1996,Degraded - Nearby clearing,High,,,,,,,,,,,,Hutan Rawa Sekunder,,Degraded - Nearby clearing  ,Disagree - minor,Yes,none,No,High,Tatik checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,1,75,Primary intact,NA,1990,High,Yes,High,,2013,2012,Degraded - Selective Logging,High,,2014,2013,Cleared - Other,Low,,,,,,,Lahan Terbuka,,Degraded - Selective Logging Cleared - Other ,Disagree - minor,Yes,none,No,High,Tatik checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,1,76,Primary intact,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Tatik checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,1,77,Non Forest,NA,1995,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Air,river,  ,Agree,Yes,none,No,High,Tatik checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,1,78,Primary intact,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Rawa Primer,,  ,Agree,Yes,none,No,High,Tatik checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,1,79,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Sawah,,  ,Disagree - minor,Yes,2013,No,High,Tatik checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,1,80,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Belukar Rawa,,  ,Agree,Yes,none,No,High,Tatik checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,1,81,Primary intact,NA,1993,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Tatik checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,1,82,Primary intact,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Tatik checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,1,83,Primary intact,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,2016,No,High,Tatik checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,1,84,Primary intact,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Tatik checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,1,85,Primary intact,NA,1996,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Tatik checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,1,86,Primary intact,NA,1995,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Rawa Primer,,  ,Agree,Yes,none,No,High,Tatik checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,1,87,Primary intact,NA,1996,High,Yes,High,,1999,1996,Degraded - Natural disturbance,High,,,,,,,,,,,,Belukar Rawa,,Degraded - Natural disturbance  ,Disagree - minor,Yes,none,No,High,Tatik checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,1,88,Primary degraded,NA,1992,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,2016,No,High,Tatik checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,1,89,Primary intact,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,2010,No,High,Tatik checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,1,90,Primary intact,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Tatik checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,1,91,Non Forest,NA,1993,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Belukar,,  ,Disagree - major,Yes,none,No,High,Tatik checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,1,92,Primary intact,NA,1997,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Tatik checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,1,93,Primary intact,NA,1991,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,2009,No,High,Tatik checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,1,94,Primary intact,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Tatik checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,1,95,Primary intact,NA,1991,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Tatik checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,1,96,Primary intact,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Tatik checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,1,97,Primary intact,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,2016,No,High,Tatik checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,1,98,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Belukar Rawa,,  ,Agree,Yes,2013,No,High,Tatik checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,1,99,Primary intact,NA,1993,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Tatik checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,1,100,Primary intact,NA,1990,High,Yes,High,,2013,2012,Degraded - Selective Logging,High,,2014,2013,Cleared - Palm estates,High,,,,,,,Perkebunan,palm oil,Degraded - Selective Logging Cleared - Palm estates ,Disagree - minor,Yes,2013,No,High,Tatik checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,1,101,Primary intact,NA,1990,High,Yes,High,,2004,2003,Degraded - Fire,Low,,,,,,,,,,,,Hutan Rawa Sekunder,,Degraded - Fire  ,Disagree - minor,Yes,none,No,High,Tatik checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,1,102,Primary intact,NA,1990,High,Yes,High,,2004,2003,Degraded - Nearby clearing,High,,,,,,,,,,,,Hutan Sekunder,,Degraded - Nearby clearing  ,Disagree - minor,Yes,none,No,High,Tatik checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,1,103,Primary intact,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Tatik checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,1,104,Primary intact,NA,1997,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Rawa Primer,,  ,Agree,Yes,2013,No,High,Tatik checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,1,105,Primary intact,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Tatik checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,1,106,Primary intact,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,2009,No,High,Tatik checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,1,107,Primary intact,NA,1995,High,Yes,High,,2013,2012,Cleared - Roading,Low,,,,,,,,,,,,Hutan Sekunder,,Cleared - Roading  ,Agree,Yes,none,No,High,Tatik checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,1,108,Primary intact,NA,1995,High,Yes,High,,2011,2010,Cleared - Palm estates,High,,,,,,,,,,,,Perkebunan,palm oil,Cleared - Palm estates  ,Agree,Yes,2016,No,High,Tatik checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,1,109,Primary intact,NA,1996,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Tatik checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,1,110,Primary intact,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Tatik checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,1,111,Primary intact,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,2010,No,High,Tatik checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,1,112,Primary degraded,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Sekunder,,  ,Agree,No,2010,No,High,Tatik checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,1,113,Primary intact,NA,1991,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Rawa Primer,,  ,Agree,Yes,none,No,High,Tatik checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,1,114,Primary intact,NA,1990,High,Yes,High,,1997,1990,Degraded - Natural disturbance,High,,,,,,,,,,,,Hutan Rawa Primer,,Degraded - Natural disturbance  ,Disagree - major,Yes,2011,No,High,Tatik checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,1,115,Primary intact,NA,1990,High,Yes,High,,2005,2004,Degraded - Nearby clearing,Low,,2011,2010,Cleared - Other,Low,,,,,,,Hutan Rawa Sekunder,,Degraded - Nearby clearing Cleared - Other ,Disagree - minor,Yes,none,No,High,Tatik checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,1,116,Non Forest,NA,1991,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Lahan Terbuka,,  ,Agree,Yes,none,No,High,Tatik checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,1,117,Non Forest,NA,2001,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Rawa,,  ,Agree,Yes,none,No,High,Tatik checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,1,118,Primary intact,NA,1995,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Tatik checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,1,119,Primary intact,NA,1995,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Tatik checked,,,,,,,,,,,,,,,,,
Irian Jaya,Hani,1,120,Primary intact,NA,1990,High,Yes,High,,1999,1997,Degraded - Natural disturbance,Low,,2016,2015,Cleared - Fire,High,,,,,,,Lahan Terbuka,,Degraded - Natural disturbance Cleared - Fire ,Disagree - minor,Yes,2015,No,High,Tatik checked,,,,,,,,,,,,,,,,,
