Editor,COMPARE_KLHK_1990,COMPARE_UMD_2001,DISAGREEMENTS,DISAGREEMENT EDITS,DISAGREEMENT NOTES,ISLAND,ID
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,1
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,2
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,3
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,4
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,5
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,6
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,7
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,8
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,9
NA,AGREE_FOR,OMISSION,YES,NA,NA,Irian Jaya,10
NA,AGREE_FOR,OMISSION,YES,NA,NA,Irian Jaya,11
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,12
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,13
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Irian Jaya,14
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,15
NA,AGREE_FOR,OMISSION,YES,NA,NA,Irian Jaya,16
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Irian Jaya,17
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,18
NA,OMISSION,AGREE_FOR,YES,NA,NA,Irian Jaya,19
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,20
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,21
NA,OMISSION,COMMISSION,YES,NA,NA,Irian Jaya,22
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,23
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,24
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Irian Jaya,25
NA,OMISSION,AGREE_NON,YES,NA,NA,Irian Jaya,26
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,27
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,28
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,29
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,30
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,31
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Irian Jaya,32
NA,COMMISSION,AGREE_NON,YES,NA,NA,Irian Jaya,33
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,34
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,35
NA,AGREE_FOR,OMISSION,YES,NA,NA,Irian Jaya,36
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,37
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Irian Jaya,38
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,39
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Irian Jaya,40
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,41
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,42
NA,COMMISSION,AGREE_NON,YES,NA,NA,Irian Jaya,43
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Irian Jaya,44
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,45
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Irian Jaya,46
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,47
NA,COMMISSION,AGREE_NON,YES,NA,NA,Irian Jaya,48
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,49
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,50
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Irian Jaya,51
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,52
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,53
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,54
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,55
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,56
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,57
NA,COMMISSION,AGREE_NON,YES,NA,NA,Irian Jaya,58
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,59
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Irian Jaya,60
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,61
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,62
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,63
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Irian Jaya,64
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,65
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,66
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,67
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,68
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,69
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Irian Jaya,70
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,71
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,72
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,73
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,74
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,75
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,76
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Irian Jaya,77
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,78
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Irian Jaya,79
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Irian Jaya,80
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,81
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,82
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,83
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,84
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,85
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,86
NA,AGREE_FOR,OMISSION,YES,NA,NA,Irian Jaya,87
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,88
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,89
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,90
NA,COMMISSION,COMMISSION,YES,NA,NA,Irian Jaya,91
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,92
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,93
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,94
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,95
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,96
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,97
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Irian Jaya,98
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,99
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,100
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,101
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,102
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,103
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,104
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,105
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,106
NA,OMISSION,AGREE_FOR,YES,NA,NA,Irian Jaya,107
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,108
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,109
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,110
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,111
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,112
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,113
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,114
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,115
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Irian Jaya,116
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Irian Jaya,117
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,118
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,119
NA,AGREE_FOR,OMISSION,YES,NA,NA,Irian Jaya,120
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,121
NA,AGREE_FOR,OMISSION,YES,NA,NA,Irian Jaya,122
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,123
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,124
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,125
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,126
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,127
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,128
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,129
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,130
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,131
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Irian Jaya,132
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,133
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,134
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,135
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,136
NA,AGREE_FOR,OMISSION,YES,NA,NA,Irian Jaya,137
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,138
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,139
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Irian Jaya,140
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Irian Jaya,141
NA,AGREE_FOR,AGREE_NON,NONE,NA,NA,Irian Jaya,142
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,143
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,144
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,145
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Irian Jaya,146
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,147
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,148
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,149
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,150
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,151
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,152
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,153
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,154
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,155
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,156
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,157
NA,COMMISSION,COMMISSION,YES,NA,NA,Irian Jaya,158
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,159
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Irian Jaya,160
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,161
NA,COMMISSION,AGREE_NON,YES,NA,NA,Irian Jaya,162
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,163
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Irian Jaya,164
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,165
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Irian Jaya,166
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,167
NA,OMISSION,AGREE_NON,YES,NA,NA,Irian Jaya,168
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,169
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Irian Jaya,170
NA,COMMISSION,AGREE_NON,YES,NA,NA,Irian Jaya,171
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,172
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Irian Jaya,173
NA,COMMISSION,AGREE_NON,YES,NA,NA,Irian Jaya,174
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,175
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,176
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Irian Jaya,177
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,178
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,179
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,180
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,181
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,182
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,183
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,184
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,185
NA,AGREE_FOR,OMISSION,YES,NA,NA,Irian Jaya,186
NA,OMISSION,AGREE_FOR,YES,NA,NA,Irian Jaya,187
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,188
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Irian Jaya,189
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,190
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,191
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,192
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,193
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Irian Jaya,194
NA,COMMISSION,AGREE_NON,YES,NA,NA,Irian Jaya,195
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Irian Jaya,196
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Irian Jaya,197
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,198
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,199
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,200
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,201
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,202
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,203
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,204
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,205
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,206
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,207
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,208
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,209
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,210
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,211
NA,COMMISSION,COMMISSION,YES,NA,NA,Irian Jaya,212
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,213
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,214
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,215
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,216
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Irian Jaya,217
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,218
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,219
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,220
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,221
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,222
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,223
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,224
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,225
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,226
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,227
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Irian Jaya,228
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,229
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Irian Jaya,230
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,231
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,232
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,233
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,234
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Irian Jaya,235
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,236
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,237
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,238
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,239
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,240
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,241
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,242
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,243
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,244
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,245
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Irian Jaya,246
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,247
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,248
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,249
NA,COMMISSION,AGREE_NON,YES,NA,NA,Irian Jaya,250
NA,COMMISSION,AGREE_NON,YES,NA,NA,Irian Jaya,251
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,252
NA,AGREE_FOR,OMISSION,YES,NA,NA,Irian Jaya,253
NA,AGREE_FOR,OMISSION,YES,NA,NA,Irian Jaya,254
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,255
NA,COMMISSION,COMMISSION,YES,NA,NA,Irian Jaya,256
NA,COMMISSION,AGREE_NON,YES,NA,NA,Irian Jaya,257
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,258
NA,AGREE_FOR,COMMISSION,YES,NA,NA,Irian Jaya,259
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Irian Jaya,260
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,261
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,262
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,263
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,264
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,265
NA,COMMISSION,COMMISSION,YES,NA,NA,Irian Jaya,266
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,267
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,268
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Irian Jaya,269
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,270
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,271
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,272
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,273
NA,AGREE_NON,COMMISSION,YES,NA,NA,Irian Jaya,274
NA,COMMISSION,COMMISSION,YES,NA,NA,Irian Jaya,275
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,276
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,277
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,278
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,279
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,280
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,281
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Irian Jaya,282
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,283
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,284
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,285
NA,COMMISSION,AGREE_NON,YES,NA,NA,Irian Jaya,286
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,287
NA,COMMISSION,AGREE_NON,YES,NA,NA,Irian Jaya,288
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,289
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,290
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,291
NA,COMMISSION,AGREE_NON,YES,NA,NA,Irian Jaya,292
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,293
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,294
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,295
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,296
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,297
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,298
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,299
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,300
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,301
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,302
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,303
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Irian Jaya,304
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,305
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,306
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,307
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,308
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,309
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,310
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,311
NA,AGREE_FOR,OMISSION,YES,NA,NA,Irian Jaya,312
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,313
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,314
NA,COMMISSION,AGREE_NON,YES,NA,NA,Irian Jaya,315
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,316
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,317
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,318
NA,AGREE_FOR,OMISSION,YES,NA,NA,Irian Jaya,319
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,320
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,321
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,322
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,323
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Irian Jaya,324
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,325
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,326
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,327
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,328
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,329
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Irian Jaya,330
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,331
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Irian Jaya,332
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,333
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,334
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,335
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,336
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Irian Jaya,337
NA,AGREE_FOR,OMISSION,YES,NA,NA,Irian Jaya,338
NA,AGREE_FOR,OMISSION,YES,NA,NA,Irian Jaya,339
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,340
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,341
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,342
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,343
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,344
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,345
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,346
