Editor,COMPARE_KLHK_1990,COMPARE_UMD_2001,DISAGREEMENTS,DISAGREEMENT EDITS,DISAGREEMENT NOTES,ISLAND,ID
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Sumatera,8924
NA,AGREE_FOR,AGREE_NON,NONE,NA,NA,Sumatera,8925
NA,COMMISSION,AGREE_NON,YES,NA,NA,Sumatera,8926
NA,OMISSION,OMISSION,YES,NA,NA,Sumatera,8927
NA,OMISSION,OMISSION,YES,NA,NA,Sumatera,8928
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Sumatera,8929
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Sumatera,8930
NA,OMISSION,OMISSION,YES,NA,NA,Sumatera,8931
NA,OMISSION,OMISSION,YES,NA,NA,Sumatera,8932
NA,COMMISSION,AGREE_NON,YES,NA,NA,Sumatera,8933
NA,OMISSION,AGREE_NON,YES,NA,NA,Sumatera,8934
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Sumatera,8935
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Sumatera,8936
NA,OMISSION,OMISSION,YES,NA,NA,Sumatera,8937
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Sumatera,8938
NA,AGREE_FOR,COMMISSION,YES,NA,NA,Sumatera,8939
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Sumatera,8940
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Sumatera,8941
NA,AGREE_FOR,AGREE_NON,NONE,NA,NA,Sumatera,8942
NA,OMISSION,OMISSION,YES,NA,NA,Sumatera,8943
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Sumatera,8944
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Sumatera,8945
NA,OMISSION,AGREE_FOR,YES,NA,NA,Sumatera,8946
NA,OMISSION,OMISSION,YES,NA,NA,Sumatera,8947
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Sumatera,8948
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Sumatera,8949
NA,OMISSION,AGREE_NON,YES,NA,NA,Sumatera,8950
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Sumatera,8951
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Sumatera,8952
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Sumatera,8953
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Sumatera,8954
NA,OMISSION,AGREE_NON,YES,NA,NA,Sumatera,8955
NA,OMISSION,OMISSION,YES,NA,NA,Sumatera,8956
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Sumatera,8957
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Sumatera,8958
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Sumatera,8959
NA,AGREE_FOR,OMISSION,YES,NA,NA,Sumatera,8960
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Sumatera,8961
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Sumatera,8962
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Sumatera,8963
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Sumatera,8964
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Sumatera,8965
NA,OMISSION,AGREE_NON,YES,NA,NA,Sumatera,8966
NA,AGREE_FOR,OMISSION,YES,NA,NA,Sumatera,8967
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Sumatera,8968
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Sumatera,8969
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Sumatera,8970
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Sumatera,8971
NA,OMISSION,OMISSION,YES,NA,NA,Sumatera,8972
NA,AGREE_FOR,AGREE_NON,NONE,NA,NA,Sumatera,8973
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Sumatera,8974
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Sumatera,8975
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Sumatera,8976
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Sumatera,8977
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Sumatera,8978
NA,OMISSION,OMISSION,YES,NA,NA,Sumatera,8979
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Sumatera,8980
NA,OMISSION,OMISSION,YES,NA,NA,Sumatera,8981
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Sumatera,8982
NA,AGREE_FOR,AGREE_NON,NONE,NA,NA,Sumatera,8983
NA,OMISSION,OMISSION,YES,NA,NA,Sumatera,8984
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Sumatera,8985
NA,OMISSION,OMISSION,YES,NA,NA,Sumatera,8986
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Sumatera,8987
NA,OMISSION,OMISSION,YES,NA,NA,Sumatera,8988
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Sumatera,8989
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Sumatera,8990
NA,OMISSION,OMISSION,YES,NA,NA,Sumatera,8991
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Sumatera,8992
NA,OMISSION,OMISSION,YES,NA,NA,Sumatera,8993
NA,AGREE_FOR,AGREE_NON,NONE,NA,NA,Sumatera,8994
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Sumatera,8995
NA,OMISSION,OMISSION,YES,NA,NA,Sumatera,8996
NA,AGREE_FOR,OMISSION,YES,NA,NA,Sumatera,8997
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Sumatera,8998
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Sumatera,8999
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Sumatera,9000
NA,OMISSION,OMISSION,YES,NA,NA,Sumatera,9001
NA,OMISSION,AGREE_NON,YES,NA,NA,Sumatera,9002
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Sumatera,9003
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Sumatera,9004
NA,AGREE_FOR,OMISSION,YES,NA,NA,Sumatera,9005
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Sumatera,9006
NA,OMISSION,AGREE_NON,YES,NA,NA,Sumatera,9007
NA,AGREE_FOR,OMISSION,YES,NA,NA,Sumatera,9008
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Sumatera,9009
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Sumatera,9010
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Sumatera,9011
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Sumatera,9012
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Sumatera,9013
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Sumatera,9014
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Sumatera,9015
NA,AGREE_FOR,OMISSION,YES,NA,NA,Sumatera,9016
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Sumatera,9017
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Sumatera,9018
NA,OMISSION,AGREE_NON,YES,NA,NA,Sumatera,9019
NA,OMISSION,OMISSION,YES,NA,NA,Sumatera,9020
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Sumatera,9021
NA,OMISSION,OMISSION,YES,NA,NA,Sumatera,9022
NA,OMISSION,OMISSION,YES,NA,NA,Sumatera,9023
NA,AGREE_FOR,AGREE_NON,NONE,NA,NA,Sumatera,9024
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Sumatera,9025
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Sumatera,9026
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Sumatera,9027
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Sumatera,9028
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Sumatera,9029
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Sumatera,9030
NA,OMISSION,AGREE_NON,YES,NA,NA,Sumatera,9031
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Sumatera,9032
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Sumatera,9033
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Sumatera,9034
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Sumatera,9035
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Sumatera,9036
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Sumatera,9037
NA,OMISSION,AGREE_NON,YES,NA,NA,Sumatera,9038
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Sumatera,9039
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Sumatera,9040
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Sumatera,9041
NA,AGREE_FOR,COMMISSION,YES,NA,NA,Sumatera,9042
NA,OMISSION,OMISSION,YES,NA,NA,Sumatera,9043
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Sumatera,9044
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Sumatera,9045
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Sumatera,9046
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Sumatera,9047
NA,OMISSION,OMISSION,YES,NA,NA,Sumatera,9048
NA,OMISSION,AGREE_FOR,YES,NA,NA,Sumatera,9049
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Sumatera,9050
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Sumatera,9051
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Sumatera,9052
NA,OMISSION,AGREE_NON,YES,NA,NA,Sumatera,9053
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Sumatera,9054
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Sumatera,9055
NA,AGREE_FOR,AGREE_NON,NONE,NA,NA,Sumatera,9056
NA,OMISSION,OMISSION,YES,NA,NA,Sumatera,9057
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Sumatera,9058
NA,OMISSION,AGREE_FOR,YES,NA,NA,Sumatera,9059
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Sumatera,9060
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Sumatera,9061
NA,OMISSION,OMISSION,YES,NA,NA,Sumatera,9062
NA,AGREE_FOR,AGREE_NON,NONE,NA,NA,Sumatera,9063
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Sumatera,9064
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Sumatera,9065
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Sumatera,9066
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Sumatera,9067
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Sumatera,9068
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Sumatera,9069
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Sumatera,9070
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Sumatera,9071
NA,AGREE_FOR,AGREE_NON,NONE,NA,NA,Sumatera,9072
NA,OMISSION,AGREE_NON,YES,NA,NA,Sumatera,9073
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Sumatera,9074
NA,OMISSION,AGREE_NON,YES,NA,NA,Sumatera,9075
NA,AGREE_FOR,AGREE_NON,NONE,NA,NA,Sumatera,9076
NA,AGREE_FOR,AGREE_NON,NONE,NA,NA,Sumatera,9077
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Sumatera,9078
NA,OMISSION,AGREE_FOR,YES,NA,NA,Sumatera,9079
NA,OMISSION,AGREE_FOR,YES,NA,NA,Sumatera,9080
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Sumatera,9081
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Sumatera,9082
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Sumatera,9083
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Sumatera,9084
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Sumatera,9085
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Sumatera,9086
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Sumatera,9087
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Sumatera,9088
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Sumatera,9089
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Sumatera,9090
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Sumatera,9091
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Sumatera,9092
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Sumatera,9093
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Sumatera,9094
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Sumatera,9095
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Sumatera,9096
NA,COMMISSION,AGREE_NON,YES,NA,NA,Sumatera,9097
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Sumatera,9098
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Sumatera,9099
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Sumatera,9100
NA,AGREE_FOR,AGREE_NON,NONE,NA,NA,Sumatera,9101
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Sumatera,9102
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Sumatera,9103
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Sumatera,9104
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Sumatera,9105
NA,AGREE_FOR,AGREE_NON,NONE,NA,NA,Sumatera,9106
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Sumatera,9107
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Sumatera,9108
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Sumatera,9109
NA,OMISSION,AGREE_NON,YES,NA,NA,Sumatera,9110
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Sumatera,9111
NA,OMISSION,AGREE_NON,YES,NA,NA,Sumatera,9112
NA,AGREE_FOR,OMISSION,YES,NA,NA,Sumatera,9113
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Sumatera,9114
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Sumatera,9115
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Sumatera,9116
NA,AGREE_FOR,AGREE_NON,NONE,NA,NA,Sumatera,9117
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Sumatera,9118
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Sumatera,9119
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Sumatera,9120
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Sumatera,9121
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Sumatera,9122
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Sumatera,9123
NA,OMISSION,AGREE_FOR,YES,NA,NA,Sumatera,9124
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Sumatera,9125
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Sumatera,9126
NA,AGREE_FOR,AGREE_NON,NONE,NA,NA,Sumatera,9127
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Sumatera,9128
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Sumatera,9129
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Sumatera,9130
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Sumatera,9131
NA,COMMISSION,COMMISSION,YES,NA,NA,Sumatera,9132
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Sumatera,9133
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Sumatera,9134
NA,AGREE_FOR,OMISSION,YES,NA,NA,Sumatera,9135
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Sumatera,9136
NA,AGREE_FOR,AGREE_NON,NONE,NA,NA,Sumatera,9137
NA,AGREE_FOR,AGREE_NON,NONE,NA,NA,Sumatera,9138
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Sumatera,9139
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Sumatera,9140
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Sumatera,9141
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Sumatera,9142
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Sumatera,9143
NA,OMISSION,AGREE_NON,YES,NA,NA,Sumatera,9144
NA,AGREE_FOR,OMISSION,YES,NA,NA,Sumatera,9145
NA,OMISSION,AGREE_NON,YES,NA,NA,Sumatera,9146
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Sumatera,9147
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Sumatera,9148
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Sumatera,9149
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Sumatera,9150
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Sumatera,9151
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Sumatera,9152
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Sumatera,9153
NA,AGREE_FOR,AGREE_NON,NONE,NA,NA,Sumatera,9154
NA,COMMISSION,COMMISSION,YES,NA,NA,Sumatera,9155
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Sumatera,9156
NA,AGREE_FOR,OMISSION,YES,NA,NA,Sumatera,9157
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Sumatera,9158
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Sumatera,9159
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Sumatera,9160
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Sumatera,9161
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Sumatera,9162
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Sumatera,9163
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Sumatera,9164
NA,OMISSION,AGREE_NON,YES,NA,NA,Sumatera,9165
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Sumatera,9166
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Sumatera,9167
NA,OMISSION,AGREE_FOR,YES,NA,NA,Sumatera,9168
NA,AGREE_FOR,AGREE_NON,NONE,NA,NA,Sumatera,9169
NA,OMISSION,OMISSION,YES,NA,NA,Sumatera,9170
NA,AGREE_FOR,OMISSION,YES,NA,NA,Sumatera,9171
NA,AGREE_FOR,AGREE_NON,NONE,NA,NA,Sumatera,9172
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Sumatera,9173
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Sumatera,9174
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Sumatera,9175
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Sumatera,9176
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Sumatera,9177
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Sumatera,9178
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Sumatera,9179
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Sumatera,9180
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Sumatera,9181
NA,OMISSION,OMISSION,YES,NA,NA,Sumatera,9182
NA,OMISSION,AGREE_NON,YES,NA,NA,Sumatera,9183
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Sumatera,9184
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Sumatera,9185
NA,AGREE_FOR,AGREE_NON,NONE,NA,NA,Sumatera,9186
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Sumatera,9187
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Sumatera,9188
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Sumatera,9189
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Sumatera,9190
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Sumatera,9191
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Sumatera,9192
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Sumatera,9193
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Sumatera,9194
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Sumatera,9195
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Sumatera,9196
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Sumatera,9197
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Sumatera,9198
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Sumatera,9199
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Sumatera,9200
NA,OMISSION,AGREE_NON,YES,NA,NA,Sumatera,9201
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Sumatera,9202
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Sumatera,9203
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Sumatera,9204
NA,AGREE_FOR,AGREE_NON,NONE,NA,NA,Sumatera,9205
NA,OMISSION,OMISSION,YES,NA,NA,Sumatera,9206
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Sumatera,9207
NA,OMISSION,AGREE_NON,YES,NA,NA,Sumatera,9208
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Sumatera,9209
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Sumatera,9210
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Sumatera,9211
NA,OMISSION,AGREE_NON,YES,NA,NA,Sumatera,9212
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Sumatera,9213
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Sumatera,9214
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Sumatera,9215
NA,COMMISSION,COMMISSION,YES,NA,NA,Sumatera,9216
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Sumatera,9217
NA,COMMISSION,AGREE_NON,YES,NA,NA,Sumatera,9218
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Sumatera,9219
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Sumatera,9220
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Sumatera,9221
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Sumatera,9222
NA,OMISSION,AGREE_NON,YES,NA,NA,Sumatera,9223
NA,OMISSION,AGREE_NON,YES,NA,NA,Sumatera,9224
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Sumatera,9225
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Sumatera,9226
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Sumatera,9227
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Sumatera,9228
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Sumatera,9229
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Sumatera,9230
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Sumatera,9231
NA,AGREE_FOR,AGREE_NON,NONE,NA,NA,Sumatera,9232
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Sumatera,9233
NA,OMISSION,OMISSION,YES,NA,NA,Sumatera,9234
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Sumatera,9235
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Sumatera,9236
NA,OMISSION,AGREE_NON,YES,NA,NA,Sumatera,9237
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Sumatera,9238
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Sumatera,9239
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Sumatera,9240
NA,AGREE_FOR,AGREE_NON,NONE,NA,NA,Sumatera,9241
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Sumatera,9242
NA,AGREE_FOR,OMISSION,YES,NA,NA,Sumatera,9243
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Sumatera,9244
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Sumatera,9245
NA,AGREE_FOR,AGREE_NON,NONE,NA,NA,Sumatera,9246
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Sumatera,9247
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Sumatera,9248
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Sumatera,9249
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Sumatera,9250
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Sumatera,9251
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Sumatera,9252
NA,OMISSION,AGREE_NON,YES,NA,NA,Sumatera,9253
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Sumatera,9254
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Sumatera,9255
NA,OMISSION,OMISSION,YES,NA,NA,Sumatera,9256
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Sumatera,9257
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Sumatera,9258
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Sumatera,9259
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Sumatera,9260
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Sumatera,9261
NA,COMMISSION,AGREE_NON,YES,NA,NA,Sumatera,9262
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Sumatera,9263
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Sumatera,9264
NA,OMISSION,AGREE_NON,YES,NA,NA,Sumatera,9265
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Sumatera,9266
NA,OMISSION,COMMISSION,YES,NA,NA,Sumatera,9267
NA,OMISSION,AGREE_FOR,YES,NA,NA,Sumatera,9268
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Sumatera,9269
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Sumatera,9270
NA,OMISSION,OMISSION,YES,NA,NA,Sumatera,9271
NA,OMISSION,AGREE_FOR,YES,NA,NA,Sumatera,9272
NA,AGREE_FOR,AGREE_NON,NONE,NA,NA,Sumatera,9273
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Sumatera,9274
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Sumatera,9275
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Sumatera,9276
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Sumatera,9277
NA,AGREE_FOR,AGREE_NON,NONE,NA,NA,Sumatera,9278
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Sumatera,9279
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Sumatera,9280
NA,COMMISSION,AGREE_NON,YES,NA,NA,Sumatera,9281
NA,OMISSION,OMISSION,YES,NA,NA,Sumatera,9282
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Sumatera,9283
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Sumatera,9284
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Sumatera,9285
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Sumatera,9286
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Sumatera,9287
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Sumatera,9288
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Sumatera,9289
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Sumatera,9290
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Sumatera,9291
