Island Group,Quality note,Quality,,Sample ID,1990 Landcover,1990 sub-class,First year of cloud-free data,1990 confidence,change event? 1990-2015,change event conf,1990 notes,year of change 1,Prev cloud-free yr 1,change type 1,Confidence change 1,notes change 1,year of change 2,previous cloud-free year 2,change type 2,Confidence change 2,notes change 2,year of change 3,previous cloud-free year 3,change type 3,Confidence change 3,notes change 3,LULC SPOT6/7,Classification Notes,Transition Summary,AGREE or DISAGREE,SPOT image?,High Res GE?,More than 3 change events?,Confidence of final interpreter,User,Final interpreter notes,Diana edited notes,year of change 4,previous cloud-free year 4,change type 4,Confidence change 4,notes change 4,year of change 5,previous cloud-free year 5,change type 5,Confidence change 5,notes change 5,year of change 6,previous cloud-free year 6,change type 6,Confidence change 6,notes change 6,
Kalimantan,,9,,4118,Primary intact,NA,1990,high,no,high,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Diana checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,4119,Non Forest,NA,1991,high,no,high,no clear image in 1990,,,,,,,,,,,,,,,,Pertanian Lahan Kering,,  ,Agree,Yes,2016,No,High,Diana checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,4120,Primary intact,NA,1992,high,yes,Low,,2004,2003,Degraded - Selective Logging,Low,,,,,,,,,,,,Hutan Sekunder,,Degraded - Selective Logging  ,Disagree - minor,Yes,none,No,High,Diana checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,4121,Primary intact,NA,1990,high,yes,high,,2003,2002,Cleared - Abandoned/transitional,high,,,,,,,,,,,,Belukar,,Cleared - Abandoned/transitional  ,Disagree - minor,Yes,none,No,High,Diana checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,4122,Non Forest,NA,1990,high,no,high,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering,,  ,Disagree - minor,Yes,2009,No,High,Diana checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,4123,Primary intact,NA,1991,high,no,high,,,,,,highland forest,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Diana checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,4124,Primary intact,NA,1990,high,yes,high,,2010,2009,Cleared - Abandoned/transitional,High,,,,,,,,,,,,Lahan Terbuka,,Cleared - Abandoned/transitional  ,Disagree - major,Yes,none,No,High,Diana checked,,,,,,,,,,,,,,,,,,
Kalimantan,,6,,4125,Primary intact,NA,1990,high,no,Low,,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,2016,No,High,Diana checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,4126,Primary degraded,NA,1991,High,yes,high,,2006,2005,Cleared - Palm estates,High,,,,,,,,,,,,Perkebunan,Sawit,Cleared - Palm estates  ,Disagree - major,Yes,2016,No,High,Diana checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,4127,Non Forest,NA,1990,Low,No,high,,,,,,,,,,,,,,,,,Belukar,,  ,Disagree - minor,Yes,2016,No,High,Diana checked,,,,,,,,,,,,,,,,,,
Kalimantan,,3,,4128,Non Forest,NA,1991,High,No,high,,,,,,,,,,,,,,,,,Sawah,,  ,Agree,No,none,No,High,Diana checked,,,,,,,,,,,,,,,,,,
Kalimantan,,6,,4129,Non Forest,NA,1990,high,No,high,Sample complete!,,,,,,,,,,,,,,,,Belukar,,  ,Agree,Yes,none,No,High,Diana checked,,,,,,,,,,,,,,,,,,
Kalimantan,,6,,4130,Primary intact,NA,1995,High,no,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Rawa Primer,,  ,Disagree - minor,Yes,none,No,High,Diana checked,,,,,,,,,,,,,,,,,,
Kalimantan,,6,,4131,Primary intact,NA,1990,high,no,high,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Diana checked,,,,,,,,,,,,,,,,,,
Kalimantan,,6,,4132,Primary intact,NA,1991,high,no,high,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Diana checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,4133,Primary intact,NA,1991,high,no,high,,,,,,highland forest,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Diana checked,,,,,,,,,,,,,,,,,,
Kalimantan,,6,,4134,Primary intact,NA,1990,low,yes,high,,1999,1997,Cleared - Fire,High,Land clearing might take place in 1998,,,,,,,,,,,Belukar,,Cleared - Fire  ,Disagree - minor,Yes,none,No,Low,Diana checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,4135,Primary degraded,NA,1994,Low,yes,High,,1997,1995,Degraded - Selective Logging,low,logging might take place in 1996,1999,1997,Degraded - Fire,High,,,,,,,Hutan Sekunder,,Degraded - Selective Logging Degraded - Fire ,Disagree - major,Yes,2015,No,High,Diana checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,4136,Primary intact,NA,1990,high,no,high,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Diana checked,,,,,,,,,,,,,,,,,,
Kalimantan,,6,,4137,Primary intact,NA,1990,high,no,high,Sample complete!,,,,,highland forest,,,,,,,,,,,Hutan Primer,,  ,Agree,No,none,No,High,Diana checked,,,,,,,,,,,,,,,,,,
Kalimantan,,6,,4138,Non Forest,NA,1990,high,no,high,Sample complete!,,,,,,,,,,,,,,,,Belukar,,  ,Disagree - minor,Yes,2013,No,High,Diana checked,,,,,,,,,,,,,,,,,,
Kalimantan,,6,,4139,Primary intact,NA,1990,high,no,high,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Diana checked,,,,,,,,,,,,,,,,,,
Kalimantan,,6,,4140,Primary intact,NA,1991,low,no,high,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Disagree - minor,Yes,none,No,Low,Diana checked,,,,,,,,,,,,,,,,,,
Kalimantan,,3,,4141,Non Forest,NA,1994,high,no,high,,,,,,,,,,,,,,,,,Lahan Terbuka,,  ,Disagree - minor,Yes,2015,No,High,Diana checked,,,,,,,,,,,,,,,,,,
Kalimantan,,6,,4142,Primary intact,NA,1990,high,yes,high,,1999,1992,Degraded - Nearby clearing,High,No cloud free image during from 1993 to 1998,2014,2013,Cleared - Small-holder land use,Low,Unsure about driver,,,,,,Belukar,,Degraded - Nearby clearing Cleared - Small-holder land use ,Disagree - major,No,none,No,High,Diana checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,4143,Non Forest,NA,1993,low,no,high,Still forested in 1989 image,,,,,,,,,,,,,,,,Perkebunan,,  ,Agree,Yes,none,No,High,Diana checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,4144,Primary intact,NA,1990,high,no,high,,,,,,,,,,,,,,,,,Hutan Primer,,  ,Disagree - minor,Yes,none,No,High,Diana checked,,,,,,,,,,,,,,,,,,
Kalimantan,,6,,4145,Primary degraded,NA,1995,high,yes,high,,1998,1997,Degraded - Fire,High,,2005,2004,Cleared - Palm estates,high,,,,,,,Perkebunan,Sawit,Degraded - Fire Cleared - Palm estates ,Disagree - major,Yes,none,No,High,Diana checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,4146,Non Forest,NA,1990,high,no,high,,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Disagree - minor,Yes,none,No,High,Diana checked,,,,,,,,,,,,,,,,,,
Kalimantan,,6,,4147,Primary intact,NA,1991,high,yes,high,,2011,2010,Cleared - Abandoned/transitional,high,,,,,,,,,,,,Belukar,,Cleared - Abandoned/transitional  ,Agree,Yes,none,No,High,Diana checked,,,,,,,,,,,,,,,,,,
Kalimantan,,6,,4148,Primary intact,NA,1990,high,no,high,,,,,,,,,,,,,,,,,Hutan Rawa Primer,,  ,Disagree - minor,Yes,2013,No,High,Diana checked,,,,,,,,,,,,,,,,,,
Kalimantan,,6,,4149,Primary intact,NA,1990,high,yes,high,,1992,1990,Degraded - Selective Logging,high,,2006,2005,Cleared - Palm estates,high,,,,,,,Perkebunan,Sawit,Degraded - Selective Logging Cleared - Palm estates ,Agree,Yes,2017,No,High,Diana checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,4150,Primary intact,NA,1992,Low,yes,high,,1999,1997,Cleared - Fire,high,,,,,,,,,,,,Belukar Rawa,,Cleared - Fire  ,Disagree - minor,Yes,none,No,High,Diana checked,,,,,,,,,,,,,,,,,,
Kalimantan,,7,,4151,Primary intact,NA,1990,high,no,high,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Rizky checked,,,,,,,,,,,,,,,,,,
Kalimantan,,7,,4152,Primary intact,NA,1990,High,no,high,,,,,,,,,,,,,,,,,Hutan Rawa Primer,,  ,Disagree - major,Yes,2011,No,High,Rizky checked,,,,,,,,,,,,,,,,,,
Kalimantan,,7,,4153,Primary degraded,NA,1990,High,Yes,Low,Sample complete!,2000,1999,Degraded - Nearby clearing,High,,2008,2007,Cleared - Abandoned/transitional,High,,,,,,,Belukar,,Degraded - Nearby clearing Cleared - Abandoned/transitional ,Disagree - major,Yes,2012,No,High,Rizky checked,The pixel is surrounded by palm smallholder,,,,,,,,,,,,,,,,,
Kalimantan,,7,,4154,Primary intact,NA,1991,High,no,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Rizky checked,,,,,,,,,,,,,,,,,,
Kalimantan,,7,,4155,Primary intact,NA,1996,High,no,High,no free cloud image during 1990-1995,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,No,none,No,High,Rizky checked,,,,,,,,,,,,,,,,,,
Kalimantan,,7,,4156,Primary intact,NA,1990,high,no,high,,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Rizky checked,,,,,,,,,,,,,,,,,,
Kalimantan,,3,,4157,Non Forest,NA,1990,high,no,high,,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Agree,yes,none,No,High,Rizky checked,,,,,,,,,,,,,,,,,,
Kalimantan,INCONS-LU,7,,4158,Primary degraded,NA,1990,high,yes,high,,1991,1990,Cleared - Abandoned/transitional,high,,,,,,,,,,,,Belukar,,Cleared - Abandoned/transitional  ,Disagree - major,yes,2009,No,High,Rizky checked,,,,,,,,,,,,,,,,,,
Kalimantan,,6,,4159,Primary degraded,NA,1991,Low,Yes,high,Sample complete!,1996,1992,Degraded - Nearby clearing,Low,,1999,1998,Cleared - Small-holder land use,High,,,,,,,Pertanian Lahan Kering Campur Semak,,Degraded - Nearby clearing Cleared - Small-holder land use ,Disagree - major,yes,none,No,High,Rizky checked,,Diana edited,,,,,,,,,,,,,,,,
Kalimantan,,6,,4160,Primary intact,NA,1997,high,no,high,no free cloud image during 1990-1996,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,no,none,No,High,Rizky checked,,,,,,,,,,,,,,,,,,
Kalimantan,,6,,4161,Primary intact,NA,1990,high,no,high,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,no,none,No,High,Rizky checked,,,,,,,,,,,,,,,,,,
Kalimantan,,7,,4162,Primary intact,NA,1992,high,no,high,,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,yes,2014,No,High,Rizky checked,,,,,,,,,,,,,,,,,,
Kalimantan,,7,,4163,Non Forest,NA,1990,high,no,high,Pixel is right on the road in the middle of forest,,,,,,,,,,,,,,,,Belukar,,  ,Disagree - major,yes,none,No,High,Rizky checked,,,,,,,,,,,,,,,,,,
Kalimantan,,7,,4164,Primary intact,NA,1991,high,yes,high,,1998,1997,Degraded - Selective Logging,high,,,,,,,,,,,,Hutan Sekunder,,Degraded - Selective Logging  ,Agree,yes,2015,No,High,Rizky checked,,,,,,,,,,,,,,,,,,
Kalimantan,,6,,4165,Primary intact,NA,1990,high,yes,high,,2014,2013,Cleared - Tree plantations,high,,,,,,,,,,,,Hutan Tanaman,,Cleared - Tree plantations  ,Agree,yes,none,No,High,Rizky checked,,,,,,,,,,,,,,,,,,
Kalimantan,,6,,4166,Primary degraded,NA,1990,Low,Yes,high,,1998,1997,Cleared - Fire,Low,,,,,,,,,,,,Belukar Rawa,,Cleared - Fire  ,Disagree - major,yes,none,No,Low,Rizky checked,,,,,,,,,,,,,,,,,,
Kalimantan,,7,,4167,Primary intact,NA,1991,high,yes,high,,2007,2006,Cleared - Roading,high,,,,,,,,,,,,Belukar,,Cleared - Roading  ,Agree,yes,none,No,High,Rizky checked,,,,,,,,,,,,,,,,,,
Kalimantan,,7,,4168,Non Forest,NA,1992,Low,No,high,Sample complete!,,,,,,,,,,,,,,,,Perkebunan,,  ,Disagree - major,yes,2015,No,Low,Rizky checked,,,,,,,,,,,,,,,,,,
Kalimantan,,6,,4169,Primary intact,NA,1990,high,no,high,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,no,2012,No,High,Rizky checked,,,,,,,,,,,,,,,,,,
Kalimantan,,7,,4170,Primary intact,NA,1992,high,no,high,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,yes,2013,No,High,Rizky checked,,,,,,,,,,,,,,,,,,
Kalimantan,,6,,4171,Primary intact,NA,1995,low,no,low,no free cloud image during 1990-1994,,,,,"almost data cloud, no high res",,,,,,,,,,,Hutan Primer,2015-2016 awan,  ,Agree,yes,none,No,High,Rizky checked,,,,,,,,,,,,,,,,,,
Kalimantan,,7,,4172,Primary intact,NA,1990,high,no,high,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,yes,2012,No,High,Rizky checked,,,,,,,,,,,,,,,,,,
Kalimantan,,7,,4173,Primary intact,NA,1990,high,no,high,,,,,,no high resolution data,,,,,,,,,,,Hutan Primer,,  ,Agree,yes,2013,No,High,Rizky checked,,,,,,,,,,,,,,,,,,
Kalimantan,,7,,4174,Primary intact,NA,1990,low,Yes,high,Sample complete!,2016,2015,Cleared - Small-holder land use,High,,,,,,,,,,,,Hutan Sekunder,,Cleared - Small-holder land use  ,Disagree - major,yes,none,No,High,Rizky checked,forest regrowth,,,,,,,,,,,,,,,,,
Kalimantan,,7,,4175,Non Forest,NA,1990,high,no,high,,,,,,river/road,,,,,,,,,,,Air,,  ,Agree,yes,2014,No,High,Rizky checked,,,,,,,,,,,,,,,,,,
Kalimantan,,7,,4176,Primary degraded,NA,1990,high,yes,high,,,,,,,,,,,,,,,,,Hutan Sekunder,,  ,Disagree - major,yes,none,No,High,Rizky checked,,,,,,,,,,,,,,,,,,
Kalimantan,,3,,4177,Primary degraded,NA,1990,high,Yes,high,,1997,1995,Cleared - Small-holder land use,Low,,2003,2001,Cleared - Small-holder land use,Low,,,,,,,Pertanian Lahan Kering Campur Semak,,Cleared - Small-holder land use Cleared - Small-holder land use ,Disagree - major,yes,2014,No,High,Rizky checked,,Diana edited,,,,,,,,,,,,,,,,
Kalimantan,,6,,4178,Primary intact,NA,1993,high,yes,high,Sample complete!,,,,,,,,,,,,,,,,Hutan Rawa Primer,,  ,Disagree - major,yes,2004,No,High,Rizky checked,,,,,,,,,,,,,,,,,,
Kalimantan,,7,,4179,Primary intact,NA,1990,high,no,high,Sample complete!,,,,,no high resolution data,,,,,,,,,,,Hutan Primer,,  ,Agree,yes,none,No,High,Rizky checked,,,,,,,,,,,,,,,,,,
Kalimantan,,7,,4180,Non Forest,NA,1990,high,no,high,,,,,,shrubs,,,,,,,,,,,Belukar Rawa,,  ,Agree,Yes,none,No,High,Rizky checked,,,,,,,,,,,,,,,,,,
Kalimantan,,3,,4181,Primary intact,NA,1990,high,yes,high,Sample complete!,1998,1997,Cleared - Fire,high,,2007,2006,Cleared - Abandoned/transitional,high,,2010,2009,Cleared - Abandoned/transitional,Low,,Belukar Rawa,,Cleared - Fire Cleared - Abandoned/transitional Cleared - Abandoned/transitional,Disagree - minor,Yes,none,No,High,Rizky checked,,,,,,,,,,,,,,,,,,
Kalimantan,,7,,4182,Primary degraded,NA,1990,high,Yes,high,,1997,1996,Cleared - Other,High,fish pond,,,,,,,,,,,Tambak,,Cleared - Other  ,Disagree - major,Yes,none,No,High,Rizky checked,,,,,,,,,,,,,,,,,,
Kalimantan,,6,,4183,Primary intact,NA,1990,high,yes,high,Sample complete!,1999,1997,Degraded - Nearby clearing,high,,,,,,,,,,,,Hutan Rawa Sekunder,,Degraded - Nearby clearing  ,Disagree - minor,Yes,none,No,High,Rizky checked,,,,,,,,,,,,,,,,,,
Kalimantan,,6,,4184,Primary intact,NA,1990,high,no,high,,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,2010,No,High,Rizky checked,,,,,,,,,,,,,,,,,,
Kalimantan,,7,,4185,Non Forest,NA,1994,high,no,high,no free cloud image during 1990-1993,,,,,,,,,,,,,,,,Hutan Tanaman,,  ,Disagree - major,Yes,none,No,High,Rizky checked,,,,,,,,,,,,,,,,,,
Kalimantan,,7,,4186,Primary degraded,NA,1992,Low,No,high,no free cloud image during 1990-1991,1994,1993,Degraded - Nearby clearing,High,,1996,1994,Cleared - Palm estates,High,Land clearing might be happened in 1995,,,,,,Perkebunan,Sawit,Degraded - Nearby clearing Cleared - Palm estates ,Disagree - major,Yes,none,No,High,Rizky checked,,,,,,,,,,,,,,,,,,
Kalimantan,,7,,4187,Non Forest,NA,1993,low,No,high,Sample complete!,,,,,,,,,,,,,,,,Rawa,,  ,Disagree - major,Yes,2015,No,High,Rizky checked,,,,,,,,,,,,,,,,,,
Kalimantan,,7,,4188,Primary intact,NA,1990,high,no,high,,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,No,none,No,High,Rizky checked,,,,,,,,,,,,,,,,,,
Kalimantan,,6,,4189,Primary degraded,NA,1990,high,yes,high,,1992,1991,Degraded - Nearby clearing,high,,1997,1996,Degraded - Nearby clearing,High,,2002,2001,Degraded - Nearby clearing,High,,Hutan Sekunder,,Degraded - Nearby clearing Degraded - Nearby clearing Degraded - Nearby clearing,Disagree - major,Yes,2009,No,High,Rizky checked,,,,,,,,,,,,,,,,,,
Kalimantan,,7,,4190,Primary intact,NA,1990,high,yes,high,,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Rizky checked,,,,,,,,,,,,,,,,,,
Kalimantan,,6,,4191,Primary intact,NA,1990,Low,yes,high,,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,2012,No,High,Rizky checked,,,,,,,,,,,,,,,,,,
Kalimantan,,7,,4192,Primary intact,NA,1990,high,yes,high,,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,2009,No,High,Rizky checked,,,,,,,,,,,,,,,,,,
Kalimantan,,7,,4193,Primary degraded,NA,1990,Low,Yes,high,,1996,1991,Degraded - Selective Logging,Low,,2012,2011,Degraded - Nearby clearing,High,,,,,,,Hutan Sekunder,,Degraded - Selective Logging Degraded - Nearby clearing ,Disagree - major,Yes,2015,No,High,Rizky checked,,,,,,,,,,,,,,,,,,
Kalimantan,,7,,4194,Primary intact,NA,1990,high,yes,high,,2001,2000,Degraded - Nearby clearing,high,Clearing is right on the boundary of the pixel,,,,,,,,,,,Hutan Sekunder,,Degraded - Nearby clearing  ,Disagree - major,Yes,none,No,High,Rizky checked,,,,,,,,,,,,,,,,,,
Kalimantan,,7,,4195,Primary intact,NA,1990,high,No,high,,,,,,,,,,,,,,,,,Hutan Rawa Primer,,  ,Agree,Yes,2014,No,High,Rizky checked,,,,,,,,,,,,,,,,,,
Kalimantan,,7,,4196,Primary intact,NA,1990,high,yes,high,,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Rizky checked,,,,,,,,,,,,,,,,,,
Kalimantan,,7,,4197,Primary intact,NA,1991,high,yes,high,,2003,2002,Degraded - Nearby clearing,High,,2006,2005,Cleared - Small-holder land use,High,,,,,,,Pertanian Lahan Kering Campur Semak,,Degraded - Nearby clearing Cleared - Small-holder land use ,Disagree - minor,Yes,2013,No,High,Rizky checked,,,,,,,,,,,,,,,,,,
Kalimantan,,6,,4198,Primary degraded,NA,1997,Low,No,high,no free cloud image during 1990-1996,,,,,,,,,,,,,,,,Hutan Sekunder,,  ,Disagree - major,Yes,none,No,High,Rizky checked,,,,,,,,,,,,,,,,,,
Kalimantan,,7,,4199,Non Forest,NA,1994,high,no,high,no free cloud image during 1990-1993,,,,,swamp,,,,,,,,,,,Belukar Rawa,,  ,Agree,Yes,2010,No,High,Rizky checked,,,,,,,,,,,,,,,,,,
Kalimantan,,7,,4200,Primary degraded,NA,1996,high,yes,high,Sample complete!,1997,1996,Degraded - Selective Logging,high,,,,,,,,,,,,Hutan Sekunder,,Degraded - Selective Logging  ,Disagree - major,Yes,2003,No,High,Rizky checked,,,,,,,,,,,,,,,,,,
Kalimantan,,7,,4201,Primary intact,NA,1990,high,no,high,,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,No,2013,No,High,Rizky checked,,,,,,,,,,,,,,,,,,
Kalimantan,,7,,4202,Primary intact,NA,1990,low,yes,high,,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Rizky checked,,,,,,,,,,,,,,,,,,
Kalimantan,,3,,4203,Primary intact,NA,1990,low,Yes,high,,1998,1997,Cleared - Fire,High,,,,,,,,,,,,Belukar Rawa,,Cleared - Fire  ,Agree,Yes,2015,No,High,Rizky checked,,,,,,,,,,,,,,,,,,
Kalimantan,,7,,4204,Non Forest,NA,1990,high,yes,high,,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Agree,Yes,2009,No,High,Rizky checked,,,,,,,,,,,,,,,,,,
Kalimantan,,7,,4205,Primary degraded,NA,1990,high,yes,high,,1991,1990,Cleared - Abandoned/transitional,high,no high resolution data/cloud,2008,2007,Cleared - Abandoned/transitional,High,,,,,,,Belukar,,Cleared - Abandoned/transitional Cleared - Abandoned/transitional ,Disagree - major,Yes,2009,No,High,Rizky checked,Near around palm estates,,,,,,,,,,,,,,,,,
Kalimantan,,7,,4206,Non Forest,NA,1990,high,No,high,,,,,,,,,,,,,,,,,Belukar Rawa,,  ,Disagree - major,Yes,2014,No,High,Rizky checked,,,,,,,,,,,,,,,,,,
Kalimantan,,7,,4207,Primary intact,NA,1990,high,No,high,,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,2013,No,High,Rizky checked,,,,,,,,,,,,,,,,,,
Kalimantan,,7,,4208,Primary degraded,NA,1990,high,Yes,high,,1994,1992,Cleared - Other,Low,,2008,2007,Cleared - Palm estates,Low,,,,,,,Lahan Terbuka,,Cleared - Other Cleared - Palm estates ,Disagree - major,Yes,none,No,High,Rizky checked,,,,,,,,,,,,,,,,,,
Kalimantan,,7,,4209,Primary intact,NA,1990,high,yes,high,,2008,2007,Degraded - Nearby clearing,Low,,,,,,,,,,,,Hutan Rawa Sekunder,,Degraded - Nearby clearing  ,Disagree - minor,Yes,none,No,High,Rizky checked,,,,,,,,,,,,,,,,,,
Kalimantan,,7,,4210,Primary intact,NA,1995,low,Yes,high,,1999,1996,Cleared - Fire,High,,2006,2005,Cleared - Palm estates,High,,,,,,,Perkebunan,Sawit,Cleared - Fire Cleared - Palm estates ,Agree,Yes,2016,No,High,Rizky checked,,,,,,,,,,,,,,,,,,
Kalimantan,,4,,4211,Non Forest,NA,1992,high,No,high,,,,,,,,,,,,,,,,,Belukar,,  ,Agree,Yes,none,No,High,Rizky checked,,,,,,,,,,,,,,,,,,
Kalimantan,,3,,4212,Non Forest,NA,1990,high,No,high,,,,,,,,,,,,,,,,,Perkebunan,Sawit,  ,Agree,Yes,none,No,High,Rizky checked,,,,,,,,,,,,,,,,,,
Kalimantan,,3,,4213,Primary intact,,1990,high,yes,high,,1992,1990,Degraded - Nearby clearing,high,palm,2008,2007,Degraded - Nearby clearing,Low,,2009,2008,Cleared - Palm estates,High,,Perkebunan,Sawit,Degraded - Nearby clearing Degraded - Nearby clearing Cleared - Palm estates,Disagree - minor,Yes,2005,No,High,Rizky checked,,,,,,,,,,,,,,,,,,
Kalimantan,,7,,4214,Primary intact,NA,1991,high,yes,high,,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Rizky checked,,,,,,,,,,,,,,,,,,
Kalimantan,,7,,4215,Non Forest,NA,1990,high,No,high,,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Agree,Yes,2009,No,High,Rizky checked,,,,,,,,,,,,,,,,,,
Kalimantan,,7,,4216,Primary intact,NA,1990,high,yes,high,,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Rizky checked,,,,,,,,,,,,,,,,,,
Kalimantan,,7,,4217,Primary intact,NA,1991,high,yes,high,,1997,1991,Degraded - Selective Logging,high,,,,,,,,,,,,Hutan Sekunder,,Degraded - Selective Logging  ,Agree,Yes,2011,No,High,Rizky checked,,,,,,,,,,,,,,,,,,
Kalimantan,,3,,4218,Non Forest,,1994,Low,No,high,,,,,,,,,,,,,,,,,Perkebunan,Sawit,  ,Agree,Yes,2015,No,High,Rizky checked,,,,,,,,,,,,,,,,,,
Kalimantan,,7,,4219,Primary intact,NA,1991,high,yes,high,,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Rizky checked,,,,,,,,,,,,,,,,,,
Kalimantan,,7,,4220,Primary intact,NA,1990,high,yes,high,,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,2012,No,High,Rizky checked,,,,,,,,,,,,,,,,,,
Kalimantan,,7,,4221,Non Forest,NA,1990,high,No,high,,,,,,,,,,,,,,,,,Lahan Terbuka,,  ,Disagree - major,No,2014,No,High,Rizky checked,,,,,,,,,,,,,,,,,,
Kalimantan,,6,,4222,Primary intact,NA,1992,low,No,high,,1997,1996,Degraded - Nearby clearing,High,,,,,,,,,,,,Hutan Mangrove Sekunder,,Degraded - Nearby clearing  ,Disagree - major,No,2006,No,High,Rizky checked,Surrounded by fish pond,,,,,,,,,,,,,,,,,
Kalimantan,,7,,4223,Primary intact,NA,1992,high,yes,high,,,,,,,,,,,,,,,,,Hutan Primer,,  ,Disagree - major,Yes,2012,No,High,Rizky checked,,,,,,,,,,,,,,,,,,
Kalimantan,,6,,4224,Primary intact,NA,1990,high,yes,high,Sample complete!,2013,2012,Cleared - Roading,high,,,,,,,,,,,,Belukar,,Cleared - Roading  ,Agree,Yes,none,No,High,Rizky checked,,,,,,,,,,,,,,,,,,
Kalimantan,,7,,4225,Non Forest,NA,1992,high,no,high,,,,,,settlements,,,,,,,,,,,Pemukiman,,  ,Agree,Yes,2001,No,High,Rizky checked,,,,,,,,,,,,,,,,,,
Kalimantan,,7,,4226,Primary degraded,NA,1990,high,yes,high,,2009,2008,Cleared - Palm estates,High,,2014,2013,Cleared - Palm estates,High,,,,,,,Perkebunan,Sawit,Cleared - Palm estates Cleared - Palm estates ,Disagree - major,Yes,2009,No,High,Rizky checked,,,,,,,,,,,,,,,,,,
Kalimantan,,6,,4227,Primary intact,NA,1990,high,No,high,Sample complete!,,,,,,,,,,,,,,,,Hutan Rawa Primer,,  ,Disagree - major,Yes,2015,No,High,Rizky checked,,,,,,,,,,,,,,,,,,
Kalimantan,,7,,4228,Primary intact,NA,1990,high,no,high,,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Rizky checked,,,,,,,,,,,,,,,,,,
Kalimantan,,7,,4229,Primary intact,NA,1994,high,yes,high,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Rizky checked,,,,,,,,,,,,,,,,,,
