Island Group,Person,Entry-1,SampleID ,1990 Landcover,1990 sub-class,First year of cloud-free data,1990 confidence,change event? 1990-2015,change event conf,1990 notes,year of change 1,Prev cloud-free yr 1,change type 1,Confidence change 1,notes change 1,year of change 2,previous cloud-free year 2,change type 2,Confidence change 2,notes change 2,year of change 3,previous cloud-free year 3,change type 3,Confidence change 3,notes change 3,KLHK land cover class,Classification Notes,Transition Summary,AGREE or DISAGREE,Spot image?,High Res GE?,More than 3 change events?,Confidence of final interpreter,User,Final interpreter notes,Diana edited notes,year of change 4,previous cloud-free year 4,change type 4,Confidence change 4,notes change 4,year of change 5,previous cloud-free year 5,change type 5,Confidence change 5,notes change 5,year of change 6,previous cloud-free year 6,change type 6,Confidence change 6,notes change 6
Jawa,Nita,2,2298,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Sawah,,  ,Disagree - minor,Yes,2017,No,High,Anna checked,,,,,,,,,,,,,,,,,
Jawa,Nita,2,2299,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pemukiman,,  ,Agree,Yes,2017,No,High,Anna checked,,,,,,,,,,,,,,,,,
Jawa,Nita,2,2300,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Sawah,,  ,Agree,Yes,2014,No,High,Anna checked,,,,,,,,,,,,,,,,,
Jawa,Nita,2,2301,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Disagree - minor,Yes,2017,No,High,Anna checked,,,,,,,,,,,,,,,,,
Jawa,Nita,2,2302,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering,,  ,Disagree - minor,Yes,2015,No,High,Anna checked,,,,,,,,,,,,,,,,,
Jawa,Nita,2,2303,Non Forest,NA,1991,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Tanaman,jati,  ,Agree,Yes,2013,No,High,Anna checked,,,,,,,,,,,,,,,,,
Jawa,Nita,2,2304,Non Forest,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Sawah,,  ,Agree,Yes,2017,No,High,Anna checked,,,,,,,,,,,,,,,,,
Jawa,Nita,2,2305,Non Forest,NA,1993,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Sawah,pada tahun 2000 : sawah dan irigasi,  ,Agree,Yes,2017,No,High,Anna checked,,,,,,,,,,,,,,,,,
Jawa,Nita,2,2306,Primary degraded,NA,1990,High,Yes,High,,2005,2004,Degraded - Natural disturbance,Low,,,,,,,,,,,,Hutan Sekunder,,Degraded - Natural disturbance  ,Disagree - minor,Yes,2017,No,High,Anna checked,,,,,,,,,,,,,,,,,
Jawa,Nita,2,2307,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Disagree - minor,Yes,2015,No,High,Anna checked,,,,,,,,,,,,,,,,,
Jawa,Nita,2,2308,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Disagree - minor,Yes,2017,No,High,Anna checked,,,,,,,,,,,,,,,,,
Jawa,Nita,2,2309,Non Forest,NA,1993,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Disagree - minor,Yes,2017,No,High,Anna checked,,,,,,,,,,,,,,,,,
Jawa,Nita,2,2310,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Agree,Yes,2016,No,High,Anna checked,,,,,,,,,,,,,,,,,
Jawa,Nita,2,2311,Non Forest,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Sawah,,  ,Agree,Yes,2016,No,High,Anna checked,,,,,,,,,,,,,,,,,
Jawa,Nita,2,2312,Non Forest,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Disagree - minor,Yes,2017,No,High,Anna checked,,,,,,,,,,,,,,,,,
Jawa,Nita,2,2313,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Agree,Yes,2017,No,High,Anna checked,,,,,,,,,,,,,,,,,
Jawa,Nita,2,2314,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering,,  ,Disagree - minor,Yes,2016,No,High,Anna checked,,,,,,,,,,,,,,,,,
Jawa,Nita,2,2315,Non Forest,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Sawah,,  ,Agree,Yes,2017,No,High,Anna checked,,,,,,,,,,,,,,,,,
Jawa,Nita,2,2316,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Disagree - minor,Yes,2014,No,High,Anna checked,,,,,,,,,,,,,,,,,
Jawa,Nita,2,2317,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pemukiman,,  ,Disagree - minor,Yes,2015,No,High,Anna checked,,,,,,,,,,,,,,,,,
Jawa,Nita,2,2318,Non Forest,NA,1996,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Disagree - minor,Yes,2017,No,High,Anna checked,,,,,,,,,,,,,,,,,
Jawa,Nita,2,2319,Non Forest,NA,1993,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Disagree - minor,Yes,2017,No,High,Anna checked,,,,,,,,,,,,,,,,,
Jawa,Nita,2,2320,Non Forest,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Sawah,,  ,Agree,Yes,2017,No,High,Anna checked,,,,,,,,,,,,,,,,,
Jawa,Nita,2,2321,Non Forest,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pemukiman,,  ,Disagree - minor,Yes,2017,No,High,Anna checked,,,,,,,,,,,,,,,,,
Jawa,Nita,2,2322,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Disagree - minor,Yes,2017,No,High,Anna checked,,,,,,,,,,,,,,,,,
Jawa,Nita,2,2323,Non Forest,NA,1991,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Perkebunan,perkebunan kelapa sawit,  ,Agree,Yes,2014,No,High,Anna checked,,,,,,,,,,,,,,,,,
Jawa,Nita,2,2324,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Sawah,,  ,Agree,Yes,2017,No,High,Anna checked,,,,,,,,,,,,,,,,,
Jawa,Nita,2,2325,Non Forest,NA,1992,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Disagree - minor,Yes,2017,No,High,Anna checked,,,,,,,,,,,,,,,,,
Jawa,Nita,2,2326,Primary intact,NA,1990,Low,Yes,High,,1993,1990,Degraded - Selective Logging,Low,,,,,,,,,,,,Hutan Sekunder,,Degraded - Selective Logging  ,Disagree - minor,Yes,2015,No,High,Anna checked,,,,,,,,,,,,,,,,,
Jawa,Nita,2,2327,Non Forest,NA,1993,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering,,  ,Disagree - minor,Yes,2017,No,High,Anna checked,,,,,,,,,,,,,,,,,
Jawa,Nita,2,2328,Non Forest,NA,1994,High,No,High,,,,,,,,,,,,,,,,,Pemukiman,,  ,Disagree - minor,Yes,2017,No,High,Anna checked,,,,,,,,,,,,,,,,,
Jawa,Nita,3,2329,Non Forest,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Sawah,,  ,Agree,Yes,2017,No,High,Inggit checked,,,,,,,,,,,,,,,,,
Jawa,Nita,3,2330,Non Forest,NA,1993,High,No,,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Agree,Yes,2016,No,High,Inggit checked,,,,,,,,,,,,,,,,,
Jawa,Nita,3,2331,Primary degraded,NA,1994,High,Yes,High,,1995,1994,Cleared - Small-holder land use,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,Cleared - Small-holder land use  ,Disagree - major,Yes,2014,No,High,Inggit checked,,,,,,,,,,,,,,,,,
Jawa,Nita,3,2332,Primary degraded,NA,1990,High,Yes,Low,,2010,2009,Degraded - Selective Logging,Low,,2015,2014,Cleared - Roading,,,,,,,,Belukar,,Degraded - Selective Logging Cleared - Roading ,Disagree - minor,Yes,2016,No,High,Inggit checked,,,,,,,,,,,,,,,,,
Jawa,Nita,3,2333,Non Forest,NA,1993,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Tambak,,  ,Agree,Yes,2016,No,High,Inggit checked,,,,,,,,,,,,,,,,,
Jawa,Nita,3,2334,Primary intact,NA,1990,High,Yes,High,Sample complete!,1991,1990,Degraded - Fire,,,,,,,,,,,,,Hutan Sekunder,,Degraded - Fire  ,Disagree - major,Yes,2014,No,High,Inggit checked,Diana edited,,,,,,,,,,,,,,,,
Jawa,Nita,3,2335,Non Forest,NA,1990,High,No,Low,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Agree,Yes,2017,No,High,Inggit checked,,,,,,,,,,,,,,,,,
Jawa,Nita,3,2336,Non Forest,NA,1993,High,No,Low,Sample complete!,,,,,,,,,,,,,,,,Sawah,,  ,Disagree - minor,Yes,2017,No,High,Inggit checked,,,,,,,,,,,,,,,,,
Jawa,Nita,3,2337,Non Forest,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Sawah,,  ,Agree,Yes,2017,No,High,Inggit checked,,,,,,,,,,,,,,,,,
Jawa,Nita,3,2338,Primary degraded,,1990,High,Yes,High,,1991,1990,Cleared - Small-holder land use,High,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,Cleared - Small-holder land use  ,Agree,Yes,2017,No,High,Inggit checked,,,,,,,,,,,,,,,,,
Jawa,Nita,3,2339,Non Forest,NA,1993,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Sawah,,  ,Agree,Yes,2014,No,High,Inggit checked,,,,,,,,,,,,,,,,,
Jawa,Nita,3,2340,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Sawah,,  ,Agree,Yes,2017,No,High,Inggit checked,,,,,,,,,,,,,,,,,
Jawa,Nita,3,2341,Primary degraded,NA,1990,High,Yes,Low,,1994,1992,Degraded - Selective Logging,Low,,2007,2006,Cleared - Small-holder land use,,,,,,,,Pertanian Lahan Kering Campur Semak,,Degraded - Selective Logging Cleared - Small-holder land use ,Disagree - major,Yes,2014,No,High,Inggit checked,,,,,,,,,,,,,,,,,
Jawa,Nita,3,2342,Non Forest,NA,1991,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Agree,Yes,2016,No,High,Inggit checked,,,,,,,,,,,,,,,,,
Jawa,Nita,3,2343,Non Forest,NA,1995,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pemukiman,,  ,Agree,Yes,2016,No,High,Inggit checked,,,,,,,,,,,,,,,,,
Jawa,Nita,3,2344,Primary degraded,NA,1996,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Sekunder,,  ,Disagree - major,Yes,2015,No,High,Inggit checked,,,,,,,,,,,,,,,,,
Jawa,Nita,3,2345,Primary degraded,,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Sekunder,,  ,Agree,Yes,2015,No,High,Inggit checked,,,,,,,,,,,,,,,,,
Jawa,Nita,3,2346,Non Forest,NA,1993,Low,No,High,no data until 1992,,,,,,,,,,,,,,,,Pemukiman,,  ,Disagree - major,Yes,2016,No,High,Inggit checked,Diana edited,,,,,,,,,,,,,,,,
Jawa,Nita,3,2347,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Air,,  ,Disagree - major,Yes,2016,No,High,Inggit checked,,,,,,,,,,,,,,,,,
Jawa,Nita,3,2348,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Sawah,,  ,Agree,Yes,2016,No,High,Inggit checked,,,,,,,,,,,,,,,,,
Jawa,Nita,3,2349,Primary degraded,,2000,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Sekunder,Spot tidak tersedia,  ,Agree,No,2016,No,High,Inggit checked,,,,,,,,,,,,,,,,,
Jawa,Nita,3,2350,Non Forest,NA,1992,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Sawah,,  ,Agree,Yes,2016,No,High,Inggit checked,,,,,,,,,,,,,,,,,
Jawa,Nita,3,2351,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Disagree - minor,Yes,2016,No,High,Inggit checked,,,,,,,,,,,,,,,,,
Jawa,Nita,3,2352,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pemukiman,,  ,Agree,Yes,2016,No,High,Inggit checked,,,,,,,,,,,,,,,,,
Jawa,Nita,3,2353,Non Forest,NA,1993,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Sawah,,  ,Agree,Yes,2017,No,High,Inggit checked,,,,,,,,,,,,,,,,,
Jawa,Nita,3,2354,Primary degraded,NA,1994,Low,Yes,High,,1995,1994,Cleared - Abandoned/transitional,Low,,,,,,,,,,,,Belukar,,Cleared - Abandoned/transitional  ,Disagree - major,Yes,2015,No,High,Inggit checked,,,,,,,,,,,,,,,,,
Jawa,Nita,3,2355,Non Forest,,1990,High,No,High,,,,,,,,,,,,,,,,,Sawah,,  ,Disagree - major,Yes,2017,No,High,Inggit checked,,,,,,,,,,,,,,,,,
Jawa,Nita,3,2356,Non Forest,NA,1994,High,No,High,no data until 1993,,,,,,,,,,,,,,,,Sawah,,  ,Disagree - major,Yes,2016,No,High,Inggit checked,,,,,,,,,,,,,,,,,
Jawa,Nita,3,2357,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering,,  ,Agree,Yes,2016,No,High,Inggit checked,,,,,,,,,,,,,,,,,
Jawa,Nita,3,2358,Non Forest,NA,1993,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Sawah,,  ,Disagree - minor,Yes,2016,No,High,Inggit checked,,,,,,,,,,,,,,,,,
Jawa,Nita,3,2359,Non Forest,NA,1990,High,No,High,,,,,,,,,,,,,,,,,Sawah,,  ,Disagree - major,Yes,2016,No,High,Inggit checked,,,,,,,,,,,,,,,,,
Jawa,Nita,3,2360,Non Forest,NA,1995,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Disagree - minor,Yes,2017,No,High,Inggit checked,,,,,,,,,,,,,,,,,
Jawa,Nita,3,2361,Non Forest,NA,1993,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pemukiman,,  ,Agree,Yes,2017,No,High,Inggit checked,,,,,,,,,,,,,,,,,
Jawa,Nita,3,2362,Non Forest,NA,1993,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Tambak,,  ,Agree,Yes,2017,No,High,Inggit checked,,,,,,,,,,,,,,,,,
Jawa,Nita,3,2363,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering,,  ,Agree,Yes,2017,No,High,Inggit checked,,,,,,,,,,,,,,,,,
Jawa,Nita,3,2364,Non Forest,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pemukiman,,  ,Agree,Yes,2017,No,High,Inggit checked,,,,,,,,,,,,,,,,,
Jawa,Nita,3,2365,Non Forest,NA,1993,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering,,  ,Disagree - minor,Yes,2017,No,High,Inggit checked,,,,,,,,,,,,,,,,,
Jawa,Nita,3,2366,Non Forest,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pemukiman,,  ,Agree,Yes,2017,No,High,Inggit checked,,,,,,,,,,,,,,,,,
Jawa,Nita,3,2367,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Perkebunan,rubber,  ,Disagree - minor,Yes,2016,No,High,Inggit checked,,,,,,,,,,,,,,,,,
Jawa,Nita,3,2368,Non Forest,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Disagree - minor,Yes,2016,No,High,Inggit checked,,,,,,,,,,,,,,,,,
Jawa,Nita,3,2369,Non Forest,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Agree,Yes,2017,No,High,Inggit checked,,,,,,,,,,,,,,,,,
Jawa,Nita,3,2370,Primary degraded,,1990,High,Yes,High,,2006,2005,Cleared - Small-holder land use,High,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,Cleared - Small-holder land use  ,Disagree - minor,Yes,2016,No,High,Inggit checked,,,,,,,,,,,,,,,,,
Jawa,Nita,3,2371,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Sawah,,  ,Agree,Yes,2014,No,High,Inggit checked,,,,,,,,,,,,,,,,,
Jawa,Nita,3,2372,Non Forest,,1990,High,No,Low,,,,,,,,,,,,,,,,,Belukar,,  ,Disagree - major,Yes,2016,No,High,Inggit checked,,,,,,,,,,,,,,,,,
Jawa,Nita,3,2373,Non Forest,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Belukar,,  ,Agree,Yes,2016,No,High,Inggit checked,,,,,,,,,,,,,,,,,
Jawa,Nita,3,2374,Non Forest,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Sawah,,  ,Disagree - minor,Yes,2016,No,High,Inggit checked,,,,,,,,,,,,,,,,,
Jawa,Nita,3,2375,Non Forest,,1994,High,No,High,,,,,,,,,,,,,,,,,Hutan Tanaman,,  ,Agree,Yes,2016,No,High,Inggit checked,Diana edited,,,,,,,,,,,,,,,,
Jawa,Nita,3,2376,Non Forest,NA,1993,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Sawah,,  ,Agree,Yes,2016,No,High,Inggit checked,,,,,,,,,,,,,,,,,
Jawa,Nita,3,2377,Non Forest,NA,1993,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Sawah,,  ,Agree,Yes,2017,No,High,Inggit checked,,,,,,,,,,,,,,,,,
Jawa,Nita,3,2378,Non Forest,NA,1993,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering,,  ,Agree,Yes,2015,No,High,Inggit checked,,,,,,,,,,,,,,,,,
Jawa,Nita,3,2379,Non Forest,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Sawah,,  ,Agree,Yes,2015,No,High,Inggit checked,,,,,,,,,,,,,,,,,
Jawa,Nita,3,2380,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Perkebunan,,  ,Agree,Yes,2016,No,High,Inggit checked,,,,,,,,,,,,,,,,,
Jawa,Nita,3,2381,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Sawah,,  ,Agree,Yes,2016,No,High,Inggit checked,,,,,,,,,,,,,,,,,
Jawa,Nita,3,2382,Non Forest,NA,1993,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Sawah,,  ,Disagree - minor,Yes,2016,No,High,Inggit checked,,,,,,,,,,,,,,,,,
Jawa,Nita,3,2383,Non Forest,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pemukiman,,  ,Agree,Yes,2016,No,High,Inggit checked,,,,,,,,,,,,,,,,,
Jawa,Nita,3,2384,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering,,  ,Agree,Yes,2016,No,High,Inggit checked,,,,,,,,,,,,,,,,,
Jawa,Nita,3,2385,Non Forest,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Tambak,,  ,Agree,Yes,2016,No,High,Inggit checked,,,,,,,,,,,,,,,,,
Jawa,Nita,3,2386,Non Forest,NA,1993,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Sawah,,  ,Agree,Yes,2016,No,High,Inggit checked,,,,,,,,,,,,,,,,,
Jawa,Nita,3,2387,Non Forest,,1990,High,No,High,,,,,,,,,,,,,,,,,Pertanian Lahan Kering,,  ,Disagree - major,Yes,2016,No,High,Inggit checked,,,,,,,,,,,,,,,,,
Jawa,Nita,3,2388,Non Forest,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Sawah,,  ,Agree,Yes,2016,No,High,Inggit checked,,,,,,,,,,,,,,,,,
Jawa,Nita,3,2389,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Lahan Terbuka,,  ,Agree,Yes,2016,No,High,Inggit checked,,,,,,,,,,,,,,,,,
Jawa,Nita,3,2390,Non Forest,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering,Spot tidak tersedia,  ,Disagree - minor,No,2016,No,High,Inggit checked,,,,,,,,,,,,,,,,,
Jawa,Nita,3,2391,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Agree,Yes,2015,No,High,Inggit checked,,,,,,,,,,,,,,,,,
Jawa,Nita,3,2392,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering,,  ,Agree,Yes,2015,No,High,Inggit checked,,,,,,,,,,,,,,,,,
Jawa,Nita,3,2393,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Sawah,,  ,Agree,Yes,2017,No,High,Inggit checked,,,,,,,,,,,,,,,,,
Jawa,Nita,3,2394,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Agree,Yes,2016,No,High,Inggit checked,,,,,,,,,,,,,,,,,
Jawa,Nita,3,2395,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering,,  ,Agree,Yes,2015,No,High,Inggit checked,,,,,,,,,,,,,,,,,
Jawa,Nita,3,2396,Non Forest,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Agree,Yes,2016,No,High,Inggit checked,,,,,,,,,,,,,,,,,
Jawa,Nita,3,2397,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Perkebunan,rubber,  ,Disagree - minor,Yes,2014,No,High,Inggit checked,,,,,,,,,,,,,,,,,
Jawa,Nita,3,2398,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Sawah,,  ,Agree,Yes,2014,No,High,Inggit checked,,,,,,,,,,,,,,,,,
Jawa,Nita,3,2399,Non Forest,,1990,High,No,High,,,,,,,,,,,,,,,,,Perkebunan,rubber,  ,Disagree - major,Yes,2014,No,High,Inggit checked,,,,,,,,,,,,,,,,,
Jawa,Nita,3,2400,Non Forest,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Sawah,,  ,Agree,Yes,2016,No,High,Inggit checked,,,,,,,,,,,,,,,,,
Jawa,Nita,3,2401,Non Forest,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Agree,Yes,2016,No,High,Inggit checked,,,,,,,,,,,,,,,,,
Jawa,Nita,3,2402,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Agree,Yes,2016,No,High,Inggit checked,,,,,,,,,,,,,,,,,
Jawa,Nita,3,2403,Non Forest,NA,1993,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Sawah,,  ,Agree,Yes,2017,No,High,Inggit checked,,,,,,,,,,,,,,,,,
Jawa,Nita,3,2404,Non Forest,NA,1993,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Agree,Yes,2017,No,High,Inggit checked,,,,,,,,,,,,,,,,,
Jawa,Nita,3,2405,Non Forest,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Sawah,,  ,Agree,Yes,2016,No,High,Inggit checked,,,,,,,,,,,,,,,,,
Jawa,Nita,3,2406,Non Forest,NA,1991,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Agree,Yes,2016,No,High,Inggit checked,,,,,,,,,,,,,,,,,
Jawa,Nita,4,2407,Non Forest,NA,1993,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Sawah,,  ,Agree,Yes,2017,No,High,Yazid checked,,,,,,,,,,,,,,,,,
Jawa,Nita,4,2408,Non Forest,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering,,  ,Agree,Yes,2017,No,High,Yazid checked,,,,,,,,,,,,,,,,,
Jawa,Nita,4,2409,Non Forest,NA,1993,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Sawah,,  ,Agree,Yes,2017,No,High,Yazid checked,,,,,,,,,,,,,,,,,
Jawa,Nita,4,2410,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Sawah,,  ,Agree,Yes,2017,No,High,Yazid checked,,,,,,,,,,,,,,,,,
Jawa,Nita,4,2411,Non Forest,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering,,  ,Agree,Yes,2017,No,High,Yazid checked,,,,,,,,,,,,,,,,,
Jawa,Nita,4,2412,Non Forest,NA,1993,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Agree,Yes,2014,No,High,Yazid checked,,,,,,,,,,,,,,,,,
Jawa,Nita,4,2413,Non Forest,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pemukiman,,  ,Agree,Yes,2016,No,High,Yazid checked,,,,,,,,,,,,,,,,,
Jawa,Nita,4,2414,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pemukiman,,  ,Agree,Yes,2017,No,High,Yazid checked,,,,,,,,,,,,,,,,,
Jawa,Nita,4,2415,Non Forest,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Sawah,,  ,Agree,Yes,2017,No,High,Yazid checked,,,,,,,,,,,,,,,,,
Jawa,Nita,4,2416,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Air,,  ,Agree,Yes,2015,No,High,Yazid checked,,,,,,,,,,,,,,,,,
Jawa,Nita,4,2417,Primary degraded,Forest fragment,1990,High,Yes,High,,1995,1994,Degraded - Nearby clearing,High,Nearby clearing for smallholder landuse,2011,2010,Cleared - Small-holder land use,High,Nearby clearing for smallholder landuse,,,,,,Pertanian Lahan Kering Campur Semak,,Degraded - Nearby clearing Cleared - Small-holder land use ,Disagree - minor,Yes,2016,No,High,Yazid checked,,,,,,,,,,,,,,,,,
Jawa,Nita,4,2418,Non Forest,NA,1996,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Sawah,,  ,Agree,Yes,2014,No,High,Yazid checked,,,,,,,,,,,,,,,,,
