Island Group,Person,Entry-1,SampleID ,1990 Landcover,1990 sub-class,First year of cloud-free data,1990 confidence,change event? 1990-2015,change event conf,1990 notes,year of change 1,Prev cloud-free yr 1,change type 1,Confidence change 1,notes change 1,year of change 2,previous cloud-free year 2,change type 2,Confidence change 2,notes change 2,year of change 3,previous cloud-free year 3,change type 3,Confidence change 3,notes change 3,KLHK land cover class,Classification Notes,Transition Summary,AGREE or DISAGREE,Spot image?,High Res GE?,More than 3 change events?,Confidence of final interpreter,User,Final interpreter notes,Diana edited notes,year of change 4,previous cloud-free year 4,change type 4,Confidence change 4,notes change 4,year of change 5,previous cloud-free year 5,change type 5,Confidence change 5,notes change 5,year of change 6,previous cloud-free year 6,change type 6,Confidence change 6,notes change 6
Jawa,Nita,8,2810,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Agree,Yes,2013,No,Low,Rizky checked,,,,,,,,,,,,,,,,,
Jawa,Nita,8,2811,Non Forest,NA,1994,High,No,High,No available data during 1990-1993,,,,,,,,,,,,,,,,Belukar,,  ,Agree,Yes,2002,No,High,Rizky checked,,,,,,,,,,,,,,,,,
Jawa,Nita,8,2812,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Sawah,,  ,Agree,Yes,2004,No,High,Rizky checked,,,,,,,,,,,,,,,,,
Jawa,Nita,8,2813,Non Forest,NA,1999,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Air,,  ,Agree,Yes,2009,No,High,Rizky checked,,,,,,,,,,,,,,,,,
Jawa,Nita,8,2814,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Air,,  ,Agree,Yes,2010,No,High,Rizky checked,,,,,,,,,,,,,,,,,
Jawa,Nita,8,2815,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Agree,Yes,2000,No,High,Rizky checked,,,,,,,,,,,,,,,,,
Jawa,Nita,8,2816,Non Forest,NA,1993,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Tanaman,,  ,Agree,Yes,2013,No,High,Rizky checked,,,,,,,,,,,,,,,,,
Jawa,Nita,8,2817,Non Forest,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pemukiman,,  ,Agree,Yes,2013,No,High,Rizky checked,,,,,,,,,,,,,,,,,
Jawa,Nita,8,2818,Non Forest,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Disagree - minor,Yes,2009,No,High,Rizky checked,,,,,,,,,,,,,,,,,
Jawa,Nita,8,2819,Primary degraded,Forest fragment,1994,High,Yes,High,No available data during 1990-1993,2006,2005,Degraded - Nearby clearing,High,,2015,2014,Degraded - Nearby clearing,High,,,,,,,Hutan Sekunder,,Degraded - Nearby clearing Degraded - Nearby clearing ,Disagree - major,Yes,2009,No,High,Rizky checked,,,,,,,,,,,,,,,,,
Jawa,Nita,8,2820,Non Forest,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pemukiman,,  ,Agree,Yes,2001,No,High,Rizky checked,,,,,,,,,,,,,,,,,
Jawa,Nita,8,2821,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Agree,Yes,2006,No,High,Rizky checked,,,,,,,,,,,,,,,,,
Jawa,Nita,8,2822,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pemukiman,,  ,Agree,Yes,2004,No,High,Rizky checked,,,,,,,,,,,,,,,,,
Jawa,Nita,8,2823,Primary intact,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,2006,No,High,Rizky checked,,,,,,,,,,,,,,,,,
Jawa,Nita,8,2824,Non Forest,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering,,  ,Disagree - minor,Yes,2010,No,High,Rizky checked,,,,,,,,,,,,,,,,,
Jawa,Nita,8,2825,Non Forest,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Sawah,,  ,Agree,Yes,2000,No,High,Rizky checked,,,,,,,,,,,,,,,,,
Jawa,Nita,8,2826,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Sawah,,  ,Disagree - minor,Yes,2004,No,High,Rizky checked,Pixel is in the middle of settlement and rice field,,,,,,,,,,,,,,,,
Jawa,Nita,8,2827,Non Forest,NA,1996,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Disagree - minor,Yes,2010,No,High,Rizky checked,,,,,,,,,,,,,,,,,
Jawa,Nita,8,2828,Non Forest,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering,,  ,Disagree - minor,Yes,2006,No,High,Rizky checked,,,,,,,,,,,,,,,,,
Jawa,Nita,8,2829,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Agree,Yes,2005,No,High,Rizky checked,,,,,,,,,,,,,,,,,
Jawa,Nita,8,2830,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering,,  ,Disagree - minor,Yes,2007,No,High,Rizky checked,,,,,,,,,,,,,,,,,
Jawa,Nita,8,2831,Non Forest,NA,1994,High,No,High,No available data during 1990-1992,,,,,,,,,,,,,,,,Hutan Tanaman,Jati,  ,Agree,Yes,2014,No,High,Rizky checked,,,,,,,,,,,,,,,,,
Jawa,Nita,8,2832,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Tanaman,Jati,  ,Agree,Yes,2009,No,High,Rizky checked,,,,,,,,,,,,,,,,,
Jawa,Nita,8,2833,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Sawah,,  ,Disagree - minor,Yes,2002,No,High,Rizky checked,,,,,,,,,,,,,,,,,
Jawa,Nita,8,2834,Primary degraded,Forest fragment,1990,Low,Yes,High,,1991,1990,Cleared - Small-holder land use,High,,2000,1999,Cleared - Small-holder land use,High,,,,,,,Pertanian Lahan Kering Campur Semak,,Cleared - Small-holder land use Cleared - Small-holder land use ,Disagree - minor,Yes,2009,No,High,Rizky checked,,,,,,,,,,,,,,,,,
Jawa,Nita,8,2835,Non Forest,Forest fragment,1990,Low,No,High,,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Disagree - major,Yes,2013,No,High,Rizky checked,,,,,,,,,,,,,,,,,
Jawa,Nita,8,2836,Primary intact,NA,1990,Low,Yes,High,,1992,1990,Cleared - Abandoned/transitional,High,,1997,1996,Cleared - Abandoned/transitional,Low,,1999,1998,Cleared - Abandoned/transitional,High,,Belukar,,Cleared - Abandoned/transitional Cleared - Abandoned/transitional Cleared - Abandoned/transitional,Disagree - minor,Yes,2006,No,High,Rizky checked,,,,,,,,,,,,,,,,,
Jawa,Nita,8,2837,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pemukiman,,  ,Agree,Yes,2003,No,High,Rizky checked,,,,,,,,,,,,,,,,,
Jawa,Nita,8,2838,Non Forest,NA,1995,High,No,High,No available data during 1990-1993,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Disagree - minor,Yes,2011,No,High,Rizky checked,,,,,,,,,,,,,,,,,
Jawa,Nita,8,2839,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pemukiman,,  ,Agree,Yes,2014,No,High,Rizky checked,,,,,,,,,,,,,,,,,
Jawa,Nita,8,2840,Non Forest,NA,2005,High,No,High,No available data during 1990-2004,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Disagree - minor,No,2009,No,High,Rizky checked,,,,,,,,,,,,,,,,,
Jawa,Nita,8,2841,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Sawah,,  ,Agree,Yes,2000,No,High,Rizky checked,,,,,,,,,,,,,,,,,
Jawa,Nita,8,2842,Non Forest,NA,1993,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Agree,Yes,2005,No,High,Rizky checked,,,,,,,,,,,,,,,,,
Jawa,Nita,8,2843,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Agree,Yes,2011,No,High,Rizky checked,,,,,,,,,,,,,,,,,
Jawa,Nita,8,2844,Non Forest,NA,1999,High,No,High,No available data during 1990-1998,,,,,,,,,,,,,,,,Pemukiman,,  ,Agree,Yes,2001,No,High,Rizky checked,,,,,,,,,,,,,,,,,
Jawa,Nita,8,2845,Primary intact,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,2007,No,High,Rizky checked,,,,,,,,,,,,,,,,,
Jawa,Nita,8,2846,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Tanaman,,  ,Agree,Yes,2004,No,High,Rizky checked,,,,,,,,,,,,,,,,,
Jawa,Nita,8,2847,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Agree,Yes,2006,No,High,Rizky checked,,,,,,,,,,,,,,,,,
Jawa,Nita,8,2848,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Air,,  ,Agree,Yes,2006,No,High,Rizky checked,,,,,,,,,,,,,,,,,
Jawa,Nita,8,2849,Non Forest,NA,1993,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering,,  ,Agree,Yes,2010,No,High,Rizky checked,,,,,,,,,,,,,,,,,
Jawa,Nita,8,2850,Non Forest,NA,1993,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pemukiman,,  ,Agree,Yes,2012,No,High,Rizky checked,,,,,,,,,,,,,,,,,
Jawa,Nita,8,2851,Primary intact,NA,1994,High,No,High,No available data during 1990-1993,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,2011,No,High,Rizky checked,,,,,,,,,,,,,,,,,
Jawa,Nita,8,2852,Non Forest,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering,,  ,Agree,No,2012,No,High,Rizky checked,,,,,,,,,,,,,,,,,
Jawa,Nita,8,2853,Primary intact,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,2007,No,High,Rizky checked,,,,,,,,,,,,,,,,,
Jawa,Nita,8,2854,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering,,  ,Disagree - minor,Yes,2001,No,High,Rizky checked,,,,,,,,,,,,,,,,,
Jawa,Nita,8,2855,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Disagree - minor,No,2003,No,High,Rizky checked,,,,,,,,,,,,,,,,,
Jawa,Nita,8,2856,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Sawah,,  ,Agree,Yes,2009,No,High,Rizky checked,,,,,,,,,,,,,,,,,
Jawa,Nita,8,2857,Non Forest,NA,1993,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Air,,  ,Agree,Yes,2011,No,High,Rizky checked,,,,,,,,,,,,,,,,,
Jawa,Nita,8,2858,Non Forest,NA,1993,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Disagree - minor,Yes,2000,No,High,Rizky checked,,,,,,,,,,,,,,,,,
Jawa,Nita,8,2859,Non Forest,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Tanaman,Jati,  ,Agree,Yes,2006,No,High,Rizky checked,,,,,,,,,,,,,,,,,
Jawa,Nita,8,2860,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Sawah,,  ,Agree,Yes,2009,No,High,Rizky checked,,,,,,,,,,,,,,,,,
Jawa,Nita,8,2861,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Agree,Yes,2009,No,High,Rizky checked,,,,,,,,,,,,,,,,,
Jawa,Nita,8,2862,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Disagree - minor,Yes,2006,No,High,Rizky checked,,,,,,,,,,,,,,,,,
Jawa,Nita,8,2863,Non Forest,NA,1993,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Disagree - minor,Yes,2011,No,High,Rizky checked,,,,,,,,,,,,,,,,,
Jawa,Nita,8,2864,Primary degraded,Forest fragment,1990,High,No,High,Sample complete!,2006,2005,Degraded - Nearby clearing,High,,,,,,,,,,,,Hutan Sekunder,,Degraded - Nearby clearing  ,Disagree - minor,Yes,2003,No,High,Rizky checked,,,,,,,,,,,,,,,,,
Jawa,Nita,8,2865,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Belukar,,  ,Disagree - minor,Yes,2009,No,High,Rizky checked,,,,,,,,,,,,,,,,,
Jawa,Nita,8,2866,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pemukiman,,  ,Agree,Yes,2002,No,High,Rizky checked,,,,,,,,,,,,,,,,,
Jawa,Nita,8,2867,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering,,  ,Agree,Yes,2006,No,High,Rizky checked,,,,,,,,,,,,,,,,,
Jawa,Nita,8,2868,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Tanaman,Jati,  ,Agree,Yes,2007,No,High,Rizky checked,,,,,,,,,,,,,,,,,
Jawa,Nita,8,2869,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Tanaman,,  ,Disagree - minor,Yes,2007,No,High,Rizky checked,,,,,,,,,,,,,,,,,
Jawa,Nita,8,2870,Non Forest,NA,1993,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Sawah,,  ,Agree,Yes,2004,No,High,Rizky checked,,,,,,,,,,,,,,,,,
Jawa,Nita,8,2871,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Agree,Yes,2007,No,High,Rizky checked,,,,,,,,,,,,,,,,,
Jawa,Nita,8,2872,Non Forest,NA,1993,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Disagree - minor,Yes,2006,No,High,Rizky checked,,,,,,,,,,,,,,,,,
Jawa,Nita,8,2873,Non Forest,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Sawah,,  ,Agree,Yes,2006,No,High,Rizky checked,,,,,,,,,,,,,,,,,
Jawa,Nita,8,2874,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Disagree - minor,Yes,2002,No,High,Rizky checked,,,,,,,,,,,,,,,,,
