Island Group,Check,Quality note,Quality,Sample ID QC,Sample ID,SampleID (from user join),1990 Landcover,1990 sub-class,First year of cloud free data,1990 confidence,change event? 1990-2015,change event conf,1990 notes,year of change 1,Prev cloud-free yr 1,change type 1,Confidence change 1,notes change 1,year of change 2,previous cloud-free year 2,change type 2,Confidence change 2,notes change 2,year of change 3,previous cloud-free year 3,change type 3,Confidence change 3,notes change 3,LULC SPOT6/7,Classification Notes,Transition Summary,AGREE or DISAGREE,Spot image?,High Res GE?,More than 3 change events?,Confidence of final interpreter,User,Final interpreter notes,Diana edited notes,year of change 4,previous cloud-free year 4,change type 4,Confidence change 4,notes change 4,year of change 5,previous cloud-free year 5,change type 5,Confidence change 5,notes change 5,year of change 6,previous cloud-free year 6,change type 6,Confidence change 6,notes change 6,,,
Sulawesi,Same sample ID,OK,9,6705,6705,6705,Non Forest,NA,1990,High,No,High,,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Disagree - major,Yes,2010,No,High,Yazid checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,OK,9,6706,6706,6706,Non Forest,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Disagree - major,Yes,none,No,High,Yazid checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,OK,9,6707,6707,6707,Non Forest,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Disagree - minor,Yes,2012,No,High,Yazid checked,no image 1985-1993,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,OK,9,6708,6708,6708,Non Forest,NA,1992,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Disagree - minor,No,2014,No,High,Yazid checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,OK,9,6709,6709,6709,Primary intact,NA,1996,High,Yes,High,,2002,2001,Degraded - Selective Logging,High,,2003,2002,Cleared - Small-holder land use,High,,,,,,,Pertanian Lahan Kering Campur Semak,,Degraded - Selective Logging Cleared - Small-holder land use ,Disagree - major,Yes,2012,No,High,Yazid checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,OK,9,6710,6710,6710,Primary intact,NA,1997,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Yazid checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,OK,9,6711,6711,6711,Non Forest,NA,1994,Low,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Disagree - minor,Yes,2015,No,High,Yazid checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,OK,9,6712,6712,6712,Primary degraded,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Mangrove Sekunder,,  ,Disagree - major,Yes,2015,No,High,Yazid checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,OK,9,6713,6713,6713,Non Forest,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Sawah,,  ,Agree,Yes,2015,No,High,Yazid checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,OK,9,6714,6714,6714,Primary intact,NA,1995,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,No,none,No,High,Yazid checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,OK,9,6715,6715,6715,Primary degraded,NA,1994,High,Yes,High,Sample complete!,1999,1998,Cleared - Abandoned/transitional,High,,,,,,,,,,,,Lahan Terbuka,,Cleared - Abandoned/transitional  ,Disagree - major,Yes,2014,No,High,Yazid checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,OK,9,6716,6716,6716,Primary degraded,NA,1990,High,Yes,High,,2013,2012,Cleared - Palm estates,High,,,,,,,,,,,,Perkebunan,,Cleared - Palm estates  ,Disagree - major,Yes,none,No,High,Yazid checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Outlayer_lev1,8,6717,6717,6717,Primary intact,NA,1996,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Disagree - minor,Yes,2012,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Over-entry,3,6718,6718,6718,Non Forest,NA,1993,High,No,High,,,,,,,,,,,,,,,,,Pertanian Lahan Kering,,  ,Disagree - major,Yes,2017,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Outlayer_lev1,8,6719,6719,6719,Primary intact,NA,1997,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,2014,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Outlayer_lev1,8,6720,6720,6720,Primary intact,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,2016,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Outlayer_lev1,8,6721,6721,6721,Non Forest,NA,1997,Low,No,High,Sample complete!,,,,,,,,,,,,,,,,Belukar,,  ,Agree,Yes,2014,No,Low,Diana checked,"No image until 1997, low confidence of 1990 land cover",,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Outlayer_lev1,8,6722,6722,6722,Primary intact,NA,1995,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Outlayer_lev1,8,6723,6723,6723,Primary intact,NA,1994,High,Yes,High,,2015,2014,Degraded - Selective Logging,High,,,,,,,,,,,,Hutan Sekunder,,Degraded - Selective Logging  ,Disagree - minor,No,none,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Outlayer_lev1,8,6724,6724,6724,Primary degraded,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Sekunder,,  ,Disagree - major,Yes,2014,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Outlayer_lev1,8,6725,6725,6725,Primary intact,NA,1994,High,Yes,High,,2000,1997,Degraded - Selective Logging,Low,,2008,2007,Degraded - Nearby clearing,High,,2015,2014,Degraded - Nearby clearing,Low,,Hutan Sekunder,,Degraded - Selective Logging Degraded - Nearby clearing Degraded - Nearby clearing,Disagree - major,Yes,2015,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Outlayer_lev1,8,6726,6726,6726,Non Forest,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Disagree - minor,Yes,2005,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Outlayer_lev1,8,6727,6727,6727,Primary intact,NA,1991,Low,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Disagree - minor,Yes,none,No,Low,Diana checked,"Disturbance near pixel in 1990, but likely natural disturbance",,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Outlayer_lev1,8,6728,6728,6728,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Lahan Terbuka,,  ,Agree,Yes,none,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Outlayer_lev1,8,6729,6729,6729,Primary intact,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Disagree - minor,Yes,none,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Outlayer_lev1,8,6730,6730,6730,Non Forest,NA,1991,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Disagree - minor,Yes,2015,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Outlayer_lev1,8,6731,6731,6731,Non Forest,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Disagree - minor,Yes,2017,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Outlayer_lev1,8,6732,6732,6732,Non Forest,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Disagree - minor,Yes,2014,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Over-entry,3,6733,6733,6733,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Sawah,,  ,Agree,Yes,2014,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Outlayer_lev1,8,6734,6734,6734,Primary degraded,NA,1990,Low,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Sekunder,,  ,Disagree - major,Yes,2016,No,Low,Diana checked,"Based on GE data, I believe this area was already degraded in 1990, then began to regrow",,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Outlayer_lev1,8,6735,6735,6735,Primary degraded,NA,1994,Low,Yes,High,Sample complete!,2013,2012,Cleared - Small-holder land use,High,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,Cleared - Small-holder land use  ,Disagree - major,Yes,2011,No,Low,Diana checked,"Unsure if the area was still degraded forest in 1990, plus no cloud-free scene until ",,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Outlayer_lev1,8,6736,6736,6736,Non Forest,NA,1994,Low,No,High,Sample complete!,,,,,,,,,,,,,,,,Perkebunan,Sawit,  ,Agree,Yes,none,No,Low,Diana checked,No image until 1994,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Outlayer_lev1,8,6737,6737,6737,Primary degraded,NA,1990,Low,Yes,High,,1994,1990,Degraded - Nearby clearing,High,,1995,1994,Cleared - Small-holder land use,High,,2014,2013,Cleared - Small-holder land use,High,,Pertanian Lahan Kering Campur Semak,,Degraded - Nearby clearing Cleared - Small-holder land use Cleared - Small-holder land use,Disagree - major,Yes,2015,No,Low,Diana checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Outlayer_lev1,8,6738,6738,6738,Primary intact,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Disagree - minor,Yes,none,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Inconsistence,6,6739,6739,6739,Primary intact,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,No,2015,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Outlayer_lev1,8,6740,6740,6740,Primary intact,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Inconsistence,6,6741,6741,6741,Non Forest,NA,1991,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,Coconut plantation (mixed),  ,Disagree - major,Yes,2016,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Inconsistence,6,6742,6742,6742,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Tanaman,"Planted forest, for ecosystem services & resin harvesting (not timber production)",  ,Disagree - major,Yes,2017,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Outlayer_lev1,8,6743,6743,6743,Primary intact,NA,1991,High,Yes,Low,,1999,1998,Degraded - Selective Logging,Low,Unsure whether logging activities affected the area near the pixel,,,,,,,,,,,Hutan Sekunder,,Degraded - Selective Logging  ,Disagree - major,Yes,2014,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Outlayer_lev1,8,6744,6744,6744,Primary intact,NA,1991,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Disagree - minor,Yes,2016,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Over-entry,3,6745,6745,6745,Non Forest,NA,1993,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Agree,Yes,2016,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Outlayer_lev1,8,6746,6746,6746,Primary degraded,NA,1997,Low,Yes,High,,2013,2012,Degraded - Nearby clearing,High,,,,,,,,,,,,Hutan Sekunder,,Degraded - Nearby clearing  ,Disagree - major,Yes,2013,No,Low,Diana checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Outlayer_lev1,8,6747,6747,6747,Primary intact,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Disagree - major,Yes,2014,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Outlayer_lev1,8,6748,6748,6748,Primary intact,NA,1997,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Inconsistence,6,6749,6749,6749,Primary intact,NA,1994,High,Yes,High,,1998,1997,Degraded - Nearby clearing,High,,2016,2015,Degraded - Nearby clearing,Low,,,,,,,Hutan Sekunder,,Degraded - Nearby clearing Degraded - Nearby clearing ,Disagree - major,Yes,2012,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Over-entry,3,6750,6750,6750,Non Forest,NA,1990,High,No,High,,,,,,,,,,,,,,,,,Belukar,,  ,Disagree - major,Yes,2017,No,High,Diana checked,Shrubs near fish ponds,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Outlayer_lev1,8,6751,6751,6751,Non Forest,NA,1991,High,No,High,,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Disagree - major,Yes,2015,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Over-entry,3,6752,6752,6752,Primary degraded,NA,1994,Low,Yes,High,,2004,2003,Degraded - Selective Logging,High,,2008,2007,Cleared - Small-holder land use,High,,,,,,,Pertanian Lahan Kering Campur Semak,,Degraded - Selective Logging Cleared - Small-holder land use ,Disagree - major,Yes,2015,No,Low,Diana checked,Unsure whether pixel was still forested in 1994 (also no images before that year),,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Outlayer_lev1,8,6753,6753,6753,Primary degraded,NA,1994,High,Yes,High,,2001,1999,Cleared - Small-holder land use,High,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,Cleared - Small-holder land use  ,Disagree - major,Yes,2016,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Outlayer_lev1,8,6754,6754,6754,Primary degraded,NA,1991,Low,Yes,Low,,1999,1992,Degraded - Nearby clearing,Low,,2015,2014,Cleared - Small-holder land use,Low,"Unsure whether land actually cleared, or just a very dry year; cause/type of clearing also unclear",,,,,,Awan,No spot image,Degraded - Nearby clearing Cleared - Small-holder land use ,Disagree - major,No,2015,No,Low,Diana checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Outlayer_lev1,8,6755,6755,6755,Primary degraded,NA,1994,High,Yes,High,,1995,1994,Degraded - Nearby clearing,High,,2008,2007,Degraded - Nearby clearing,High,,2009,2008,Cleared - Small-holder land use,High,,Pertanian Lahan Kering Campur Semak,,Degraded - Nearby clearing Degraded - Nearby clearing Cleared - Small-holder land use,Disagree - major,Yes,2007,Yes,High,Diana checked,Cleared again for smallholder land use in 2015,,2015,2014,Cleared - Small-holder land use,High,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Outlayer_lev1,8,6756,6756,6756,Primary intact,NA,1994,High,Yes,High,,2003,2002,Cleared - Abandoned/transitional,High,,2015,2014,Cleared - Palm estates,Low,Unsure whether palms actually planted in 2015 (though surrounding area planted with palms in SPOT image),,,,,,Perkebunan,"Abandoned then cleared for palm, but the driver was logging",Cleared - Abandoned/transitional Cleared - Palm estates ,Disagree - major,Yes,none,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Over-entry,3,6757,6757,6757,Non Forest,NA,1991,High,No,High,,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Disagree - minor,Yes,2012,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Inconsistence,6,6758,6758,6758,Primary intact,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Disagree - minor,No,none,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Outlayer_lev1,8,6759,6759,6759,Primary intact,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Disagree - major,Yes,none,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Outlayer_lev1,8,6760,6760,6760,Primary intact,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,No,none,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Outlayer_lev1,8,6761,6761,6761,Primary intact,NA,1995,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Disagree - minor,Yes,2013,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Outlayer_lev1,8,6762,6762,6762,Primary degraded,NA,1991,High,Yes,High,,1995,1994,Cleared - Abandoned/transitional,High,"Near smallholder farming, but pixel itself not used",,,,,,,,,,,Belukar,,Cleared - Abandoned/transitional  ,Disagree - major,Yes,2016,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Outlayer_lev1,8,6763,6763,6763,Non Forest,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Air,Lake Matana,  ,Agree,Yes,2013,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Outlayer_lev1,8,6764,6764,6764,Primary intact,NA,1997,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Disagree - minor,Yes,none,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Outlayer_lev1,8,6765,6765,6765,Primary intact,NA,1995,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Disagree - minor,Yes,2014,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Outlayer_lev1,8,6766,6766,6766,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Disagree - minor,Yes,2014,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Over-entry,3,6767,6767,6767,Non Forest,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Sawah,First image in 1994,  ,Disagree - minor,Yes,2016,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Inconsistence,6,6768,6768,6768,Primary intact,NA,1995,High,Yes,High,,2003,2002,Cleared - Small-holder land use,High,,,,,,,,,,,,Belukar,,Cleared - Small-holder land use  ,Disagree - major,No,2016,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Inconsistence,6,6769,6769,6769,Primary degraded,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Sekunder,,  ,Disagree - major,Yes,none,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Outlayer_lev1,8,6770,6770,6770,Primary intact,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Disagree - minor,Yes,2016,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Outlayer_lev1,8,6771,6771,6771,Non Forest,NA,1997,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Disagree - minor,Yes,2016,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Outlayer_lev1,8,6772,6772,6772,Primary intact,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Disagree - minor,Yes,2015,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Outlayer_lev1,8,6773,6773,6773,Non Forest,NA,1994,Low,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Disagree - minor,Yes,2014,No,Low,Diana checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Over-entry,3,6774,6774,6774,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Sawah,,  ,Agree,Yes,2015,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Outlayer_lev1,8,6775,6775,6775,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Disagree - major,Yes,2013,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Outlayer_lev1,8,6776,6776,6776,Primary intact,NA,1995,High,Yes,High,,1999,1997,Degraded - Fire,Low,,2003,2002,Degraded - Selective Logging,Low,,,,,,,Hutan Sekunder,,Degraded - Fire Degraded - Selective Logging ,Disagree - major,No,2017,No,Low,Diana checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Outlayer_lev1,8,6777,6777,6777,Primary intact,NA,1997,High,No,Low,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Disagree - major,Yes,none,No,Low,Diana checked,Possible selective logging,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Over-entry,3,6778,6778,6778,Non Forest,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Disagree - minor,Yes,none,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Outlayer_lev1,8,6779,6779,6779,Primary degraded,NA,1994,High,Yes,High,,1997,1996,Degraded - Nearby clearing,High,,1999,1998,Degraded - Nearby clearing,Low,,2005,2004,Cleared - Small-holder land use,Low,,Pertanian Lahan Kering Campur Semak,,Degraded - Nearby clearing Degraded - Nearby clearing Cleared - Small-holder land use,Disagree - major,Yes,2014,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Outlayer_lev1,8,6780,6780,6780,Primary intact,NA,1995,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Disagree - minor,Yes,2016,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Outlayer_lev1,8,6781,6781,6781,Primary intact,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Inconsistence,6,6782,6782,6782,Primary intact,NA,1994,Low,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Disagree - major,Yes,2010,No,Low,Diana checked,"Area appears very dry in 1994 (first image), possible degradation by fire, but more likely just affected by drought",,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Inconsistence,6,6783,6783,6783,Non Forest,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Disagree - major,Yes,2014,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Outlayer_lev1,8,6784,6784,6784,Primary intact,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,2014,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Outlayer_lev1,8,6785,6785,6785,Primary intact,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,2015,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Outlayer_lev1,8,6786,6786,6786,Primary intact,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Disagree - major,Yes,2011,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Outlayer_lev1,8,6787,6787,6787,Primary intact,NA,1991,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Disagree - minor,Yes,none,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Outlayer_lev1,8,6788,6788,6788,Primary intact,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Disagree - minor,Yes,2015,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Outlayer_lev1,8,6789,6789,6789,Non Forest,NA,1990,Low,No,Low,Sample complete!,,,,,,,,,,,,,,,,Pemukiman,,  ,Disagree - minor,Yes,2015,No,Low,Diana checked,Slightly unsure about 1990 land cover,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Outlayer_lev1,8,6790,6790,6790,Non Forest,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Savana,,  ,Agree,Yes,2012,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Outlayer_lev1,8,6791,6791,6791,Primary intact,NA,1991,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Disagree - minor,Yes,2014,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Inconsistence,6,6792,6792,6792,Primary degraded,Forest fragment,1991,Low,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Sekunder,,  ,Disagree - major,Yes,2014,No,Low,Diana checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Outlayer_lev1,8,6793,6793,6793,Non Forest,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Disagree - minor,Yes,2017,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Outlayer_lev1,8,6794,6794,6794,Non Forest,NA,1991,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Disagree - minor,Yes,2017,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Over-entry,3,6795,6795,6795,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Sawah,,  ,Agree,Yes,2017,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Outlayer_lev1,8,6796,6796,6796,Primary intact,NA,1997,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Disagree - minor,Yes,none,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
