Island Group,Check,Quality note,Quality,Sample ID QC,Sample ID,SampleID (from user join),1990 Landcover,1990 sub-class,First year of cloud free data,1990 confidence,change event? 1990-2015,change event conf,1990 notes,year of change 1,Prev cloud-free yr 1,change type 1,Confidence change 1,notes change 1,year of change 2,previous cloud-free year 2,change type 2,Confidence change 2,notes change 2,year of change 3,previous cloud-free year 3,change type 3,Confidence change 3,notes change 3,LULC SPOT6/7,Classification Notes,Transition Summary,AGREE or DISAGREE,Spot image?,High Res GE?,More than 3 change events?,Confidence of final interpreter,User,Final interpreter notes,Diana edited notes,year of change 4,previous cloud-free year 4,change type 4,Confidence change 4,notes change 4,year of change 5,previous cloud-free year 5,change type 5,Confidence change 5,notes change 5,year of change 6,previous cloud-free year 6,change type 6,Confidence change 6,notes change 6,,,
Sulawesi,Same sample ID,Outlayer_lev1,8,6962,6962,6962,Primary intact,NA,1990,High,Yes,High,Sample complete!,2001,2000,Degraded - Nearby clearing,High,,,,,,,,,,,,Hutan Sekunder,,Degraded - Nearby clearing  ,Agree,Yes,2017,No,Low,Zuraidah checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Outlayer_lev1,8,6963,6963,6963,Primary intact,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Zuraidah checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Outlayer_lev1,8,6964,6964,6964,Non Forest,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Sawah,,  ,Agree,Yes,2017,No,High,Zuraidah checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Outlayer_lev1,8,6965,6965,6965,Primary intact,NA,1996,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Zuraidah checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Outlayer_lev1,8,6966,6966,6966,Non Forest,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Lahan Terbuka,rumput,  ,Agree,Yes,none,No,High,Zuraidah checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Outlayer_lev1,8,6967,6967,6967,Primary intact,NA,1996,High,No,High,,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,2016,No,High,Zuraidah checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Outlayer_lev1,8,6968,6968,6968,Non Forest,NA,1996,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering,kebun campur di sekitar lahan pertanian,  ,Disagree - major,Yes,2014,No,High,Zuraidah checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Outlayer_lev1,8,6969,6969,6969,Non Forest,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering,kebun campur,  ,Disagree - major,Yes,2016,No,High,Zuraidah checked,cengkeh,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Outlayer_lev1,8,6970,6970,6970,Primary intact,NA,1997,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Zuraidah checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Outlayer_lev1,8,6971,6971,6971,Primary intact,NA,1997,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Zuraidah checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Outlayer_lev1,8,6972,6972,6972,Primary intact,NA,1991,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Zuraidah checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Outlayer_lev1,8,6973,6973,6973,Primary intact,NA,1997,High,No,High,"Identifikasi pertama tahun 1997, pixel 1990-1996 berwarna hitam",,,,,,,,,,,,,,,,Hutan Primer,,  ,Disagree - major,Yes,2014,No,High,Zuraidah checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Outlayer_lev1,8,6974,6974,6974,Primary intact,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,2016,No,High,Zuraidah checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Inconsistence,6,6975,6975,6975,Primary intact,NA,1995,High,No,High,,,,,,,,,,,,,,,,,Hutan Primer,hutan terdegradasi tahun 2015,  ,Agree,No,2014,No,High,Zuraidah checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Outlayer_lev1,8,6976,6976,6976,Primary intact,NA,1995,High,Yes,Low,,2015,2014,Degraded - Selective Logging,Low,"In GE and SPOT the area looks like degraded forest, while in landsat it looks like primary forest",,,,,,,,,,,Hutan Sekunder,,Degraded - Selective Logging  ,Disagree - major,Yes,2013,No,Low,Zuraidah checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Outlayer_lev1,8,6977,6977,6977,Primary intact,NA,1990,High,Yes,High,Sample complete!,2015,2014,Degraded - Selective Logging,High,,,,,,,,,,,,Hutan Sekunder,,Degraded - Selective Logging  ,Disagree - major,Yes,2014,No,High,Zuraidah checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Outlayer_lev1,8,6978,6978,6978,Primary intact,NA,1997,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,2014,No,High,Zuraidah checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Outlayer_lev1,8,6979,6979,6979,Non Forest,NA,1995,Low,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering,,  ,Disagree - major,Yes,2016,No,Low,Zuraidah checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Outlayer_lev1,8,6980,6980,6980,Non Forest,NA,1993,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering,,  ,Disagree - major,Yes,2017,No,High,Zuraidah checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Outlayer_lev1,8,6981,6981,6981,Primary intact,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Zuraidah checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Outlayer_lev1,8,6982,6982,6982,Primary intact,NA,1991,High,No,High,"identifikasi pertama tahun 1991, tahun 1990 pixel berwarna hitam",,,,,,,,,,,,,,,,Hutan Primer,,  ,Disagree - major,Yes,2015,No,High,Zuraidah checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Outlayer_lev1,8,6983,6983,6983,Non Forest,NA,1990,High,Yes,Low,,,,,,,,,,,,,,,,,Belukar,,  ,Disagree - major,Yes,2016,No,High,Zuraidah checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Outlayer_lev1,8,6984,6984,6984,Non Forest,NA,1990,High,Yes,High,,,,,,,,,,,,,,,,,Pertanian Lahan Kering,,  ,Disagree - major,Yes,2015,No,High,Zuraidah checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Outlayer_lev1,8,6985,6985,6985,Primary intact,NA,1994,High,Yes,High,"identifikasi pertama tahun 1994, tahun 1990-1993 pixel berwarna hitam",2006,2005,Cleared - Abandoned/transitional,Low,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,,Disagree - major,Yes,2014,No,Low,Zuraidah checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Outlayer_lev1,8,6986,6986,6986,Non Forest,NA,2001,Low,No,High,"identifikasi pertama tahun 2001, tahun 1990-2001 pixel berwarna hitam",,,,,,,,,,,,,,,,Belukar,,  ,Disagree - major,Yes,none,No,Low,Zuraidah checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Outlayer_lev1,8,6987,6987,6987,Non Forest,NA,1990,Low,No,High,Sample complete!,,,,,,,,,,,,,,,,Belukar,,  ,Disagree - major,No,2014,No,Low,Zuraidah checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Outlayer_lev1,8,6988,6988,6988,Primary degraded,NA,1997,Low,No,High,Citra 1990-1996 berwarna hitam,,,,,,,,,,,,,,,,Hutan Sekunder,,  ,Disagree - major,Yes,2014,No,Low,Zuraidah checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Inconsistence,6,6989,6989,6989,Primary intact,NA,1990,High,Yes,High,,1998,1997,Degraded - Nearby clearing,High,,2001,2000,Cleared - Abandoned/transitional,High,,,,,,,Belukar,,Degraded - Nearby clearing Cleared - Abandoned/transitional ,Disagree - major,Yes,2015,No,Low,Zuraidah checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Outlayer_lev1,8,6990,6990,6990,Non Forest,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering,kebun campur,  ,Disagree - major,Yes,2016,No,High,Zuraidah checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Outlayer_lev1,8,6991,6991,6991,Non Forest,NA,1991,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Lahan Terbuka,,  ,Disagree - major,No,2014,No,High,Zuraidah checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Outlayer_lev1,8,6992,6992,6992,Primary intact,NA,1996,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,2014,No,High,Anna checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Outlayer_lev1,8,6993,6993,6993,Primary intact,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,2011,No,High,Anna checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Outlayer_lev1,8,6994,6994,6994,Primary degraded,NA,1994,High,Yes,High,,2010,2009,Degraded - Nearby clearing,High,,2015,2014,Cleared - Abandoned/transitional,High,,,,,,,Belukar,,Degraded - Nearby clearing Cleared - Abandoned/transitional ,Disagree - major,Yes,none,No,High,Anna checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Outlayer_lev1,8,6995,6995,6995,Non Forest,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Belukar Rawa,,  ,Agree,Yes,2014,No,High,Anna checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Outlayer_lev1,8,6996,6996,6996,Non Forest,NA,1991,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Disagree - major,Yes,2013,No,High,Anna checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Outlayer_lev1,8,6997,6997,6997,Primary intact,NA,1997,High,Yes,High,"Identifikasi pertama tahun 1997, pixel 1990-1996 berwarna hitam",2007,2006,Degraded - Nearby clearing,High,ada tambang di sungai,,,,,,,,,,,Hutan Sekunder,,Degraded - Nearby clearing  ,Disagree - minor,Yes,2014,No,High,Anna checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Outlayer_lev1,8,6998,6998,6998,Primary intact,NA,1991,High,Yes,High,"identifikasi pertama tahun 1991, tahun 1990 pixel berwarna hitam",1994,1991,Degraded - Natural disturbance,High,,,,,,,,,,,,Hutan Sekunder,,Degraded - Natural disturbance  ,Agree,Yes,2013,No,High,Anna checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Outlayer_lev1,8,6999,6999,6999,Primary degraded,NA,1999,Low,Yes,High,"identifikasi pertama tahun 1999, pixel 1990-1998 berwarna hitam",2006,2005,Cleared - Abandoned/transitional,High,,,,,,,,,,,,Belukar,,Cleared - Abandoned/transitional  ,Disagree - major,No,none,No,High,Anna checked,image 1990-1998 not available,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Outlayer_lev1,8,7000,7000,7000,Primary intact,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,2011,No,High,Anna checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Outlayer_lev1,8,7001,7001,7001,Non Forest,NA,1994,High,No,High,"identifikasi pertama tahun 1994, tahun 1990-1993 pixel berwarna hitam",,,,,,,,,,,,,,,,Pemukiman,,  ,Agree,Yes,2014,No,High,Anna checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Outlayer_lev1,8,7002,7002,7002,Primary degraded,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Sekunder,,  ,Agree,Yes,2016,No,High,Anna checked,since 1989 was primary degraded,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Outlayer_lev1,8,7003,7003,7003,Primary intact,NA,1990,High,Yes,High,,1997,1996,Cleared - Small-holder land use,Low,,,,,,,,,,,,Belukar,,Cleared - Small-holder land use  ,Disagree - minor,Yes,2014,No,High,Anna checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Outlayer_lev1,8,7004,7004,7004,Primary intact,NA,1991,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Anna checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Outlayer_lev1,8,7005,7005,7005,Primary degraded,NA,1990,High,Yes,High,,2011,2010,Degraded - Nearby clearing,High,,2015,2014,Cleared - Small-holder land use,High,,,,,,,Pertanian Lahan Kering Campur Semak,,Degraded - Nearby clearing Cleared - Small-holder land use ,Disagree - minor,Yes,2013,No,High,Anna checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Outlayer_lev1,8,7006,7006,7006,Non Forest,NA,1999,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Disagree - major,No,2015,No,High,Anna checked,image 1990-1998 not available,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Outlayer_lev1,8,7007,7007,7007,Primary intact,NA,1995,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,2014,No,High,Anna checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Outlayer_lev1,8,7008,7008,7008,Primary intact,NA,1995,High,Yes,High,"identifikasi pertama tahun 1995, pixel tahun 1990-1994 berwarna gelap",2004,2003,Degraded - Nearby clearing,High,,,,,,,,,,,,Hutan Sekunder,,Degraded - Nearby clearing  ,Disagree - minor,Yes,2015,No,High,Anna checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Outlayer_lev1,8,7009,7009,7009,Primary degraded,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Sekunder,,  ,Agree,Yes,2016,No,High,Anna checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Outlayer_lev1,8,7010,7010,7010,Primary intact,NA,1990,High,Yes,High,,1999,1997,Degraded - Selective Logging,High,,2008,2007,Degraded - Selective Logging,High,,,,,,,Hutan Sekunder,,Degraded - Selective Logging Degraded - Selective Logging ,Disagree - minor,Yes,2014,No,High,Anna checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Outlayer_lev1,8,7011,7011,7011,Primary intact,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,2005,No,High,Anna checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Outlayer_lev1,8,7012,7012,7012,Primary intact,NA,1990,High,Yes,High,,1999,1997,Degraded - Natural disturbance,High,,2002,2001,Cleared - Abandoned/transitional,Low,,,,,,,Belukar,,Degraded - Natural disturbance Cleared - Abandoned/transitional ,Disagree - minor,Yes,2014,No,Low,Anna checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Outlayer_lev1,8,7013,7013,7013,Non Forest,NA,1994,High,No,High,"identifikasi pertama tahun 1994, tahun 1990-1993 pixel berwarna hitam",,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Disagree - major,Yes,2016,No,High,Anna checked,image 1990-1993 not available,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Inconsistence,6,7014,7014,7014,Primary intact,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,No,2014,No,High,Anna checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Outlayer_lev1,8,7015,7015,7015,Primary intact,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,2017,No,High,Anna checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Outlayer_lev1,8,7016,7016,7016,Primary intact,NA,1997,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,2016,No,High,Anna checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Outlayer_lev1,8,7017,7017,7017,Primary intact,NA,1991,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,2014,No,High,Anna checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Outlayer_lev1,8,7018,7018,7018,Primary intact,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,2015,No,High,Anna checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Outlayer_lev1,8,7019,7019,7019,Non Forest,NA,1994,Low,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Disagree - major,Yes,2015,No,High,Anna checked,image 1990-1993 not available,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Outlayer_lev1,8,7020,7020,7020,Primary intact,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Anna checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Outlayer_lev1,8,7021,7021,7021,Primary intact,NA,1995,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,2015,No,High,Anna checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Outlayer_lev1,8,7022,7022,7022,Non Forest,NA,1994,High,No,High,"Identifikasi pertama kali tahun 1994, pixel tahun 1990-1993 berwarna hitam",,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Agree,Yes,2014,No,High,Anna checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Outlayer_lev1,8,7023,7023,7023,Primary intact,NA,1990,High,No,High,,,,,,,,,,,,,,,,,Hutan Primer,,  ,Disagree - major,Yes,2014,No,High,Anna checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Outlayer_lev1,8,7024,7024,7024,Primary intact,NA,1994,High,No,High,"identifikasi pertama tahun 1994, tahun 1990-1993 pixel berwarna hitam",,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,2016,No,High,Anna checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Outlayer_lev1,8,7025,7025,7025,Non Forest,NA,1997,High,No,High,"Identifikasi pertama tahun 1997, pixel 1990-1996 berwarna hitam",,,,,,,,,,,,,,,,Belukar,,  ,Agree,Yes,2016,No,High,Anna checked,image 1990-1996 not available but based on google earth since 1990 was non forest,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Outlayer_lev1,8,7026,7026,7026,Primary intact,NA,1996,High,Yes,High,,2008,2007,Degraded - Fire,Low,,2009,2007,Degraded - Selective Logging,High,,,,,,,Hutan Sekunder,,Degraded - Fire Degraded - Selective Logging ,Disagree - minor,Yes,none,No,High,Anna checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Outlayer_lev1,8,7027,7027,7027,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Sawah,,  ,Agree,Yes,none,No,High,Anna checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Outlayer_lev1,8,7028,7028,7028,Primary intact,NA,1995,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,2017,No,High,Anna checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Outlayer_lev1,8,7029,7029,7029,Primary intact,NA,1996,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,2011,No,High,Anna checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Outlayer_lev1,8,7030,7030,7030,Non Forest,NA,1995,High,No,High,"identifikasi pertama tahun 1995, pixel tahun 1990-1994 berwarna gelap",,,,,,,,,,,,,,,,Sawah,,  ,Disagree - minor,Yes,2016,No,High,Anna checked,image 1990-1994 not available,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Outlayer_lev1,8,7031,7031,7031,Non Forest,NA,1994,High,No,High,"identifikasi pertama tahun 1994, tahun 1990-1993 pixel berwarna hitam",,,,,,,,,,,,,,,,Perkebunan,,  ,Disagree - major,Yes,2015,No,High,Anna checked,image 1990-1993 not available,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Outlayer_lev1,8,7032,7032,7032,Primary intact,NA,1990,High,Yes,High,Sample complete!,1995,1990,Degraded - Selective Logging,High,,,,,,,,,,,,Hutan Sekunder,,Degraded - Selective Logging  ,Disagree - major,Yes,none,No,High,Anna checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Outlayer_lev1,8,7033,7033,7033,Primary intact,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,2011,No,High,Anna checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Outlayer_lev1,8,7034,7034,7034,Primary intact,NA,1997,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Anna checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Inconsistence,6,7035,7035,7035,Primary intact,NA,1994,High,Yes,High,Sample complete!,1999,1997,Degraded - Nearby clearing,High,Data tahun 1990-1993 tidak dapat di interprestasi,,,,,,,,,,,Hutan Sekunder,,Degraded - Nearby clearing  ,Disagree - minor,Yes,2014,No,High,Anna checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Inconsistence,6,7036,7036,7036,Primary degraded,NA,1996,Low,Yes,High,citra 1990-1995 tidak dapat di interpestasi,2010,2009,Degraded - Selective Logging,Low,,2015,2014,Degraded - Selective Logging,High,,,,,,,Hutan Sekunder,,Degraded - Selective Logging Degraded - Selective Logging ,Disagree - major,Yes,2015,No,High,Anna checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Outlayer_lev1,8,7037,7037,7037,Primary intact,NA,1994,High,Yes,High,Sample complete!,2015,2014,Degraded - Natural disturbance,High,,,,,,,,,,,,Hutan Sekunder,,Degraded - Natural disturbance  ,Disagree - major,No,2014,No,High,Anna checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Outlayer_lev1,8,7038,7038,7038,Primary intact,NA,1995,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Anna checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Inconsistence,6,7039,7039,7039,Primary degraded,NA,1994,Low,Yes,High,,2002,2001,Cleared - Abandoned/transitional,High,,,,,,,,,,,,Belukar,,Cleared - Abandoned/transitional  ,Disagree - minor,Yes,none,No,High,Anna checked,image 1990-1993 not available,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Outlayer_lev1,8,7040,7040,7040,Primary intact,NA,1997,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Anna checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Outlayer_lev1,8,7041,7041,7041,Primary intact,NA,1997,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Anna checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Outlayer_lev1,8,7042,7042,7042,Primary intact,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,2014,No,High,Anna checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Outlayer_lev1,8,7043,7043,7043,Primary intact,NA,1994,High,No,High,,,,,,,,,,,,,,,,,Hutan Primer,,  ,Disagree - major,Yes,2016,No,High,Anna checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Outlayer_lev1,8,7044,7044,7044,Primary intact,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,2015,No,High,Anna checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Outlayer_lev1,8,7045,7045,7045,Primary intact,NA,1994,High,No,High,,,-,,,,,,,,,,,,,,Hutan Primer,,  ,Disagree - minor,Yes,2015,No,High,Anna checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Outlayer_lev1,8,7046,7046,7046,Primary intact,NA,1997,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,2015,No,High,Anna checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,OK,9,7047,7047,7047,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Belukar,,  ,Agree,No,2014,No,High,Anna checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,OK,9,7048,7048,7048,Primary degraded,NA,1994,High,Yes,High,,1998,1997,Cleared - Small-holder land use,High,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,Cleared - Small-holder land use  ,Disagree - major,Yes,none,No,High,Anna checked,image 1990-1993 not available,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,OK,9,7049,7049,7049,Non Forest,NA,1999,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Disagree - major,No,2016,No,High,Anna checked,image 1990-1998 not available,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,OK,9,7050,7050,7050,Primary intact,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Anna checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,OK,9,7051,7051,7051,Primary degraded,NA,1990,High,Yes,High,Sample complete!,1992,1991,Cleared - Small-holder land use,High,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,Cleared - Small-holder land use  ,Disagree - major,Yes,2016,No,High,Anna checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,OK,9,7052,7052,7052,Primary intact,NA,1995,High,Yes,High,Sample complete!,2003,2001,Degraded - Nearby clearing,High,,,,,,,,,,,,Hutan Sekunder,,Degraded - Nearby clearing  ,Disagree - major,Yes,2011,No,High,Anna checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,OK,9,7053,7053,7053,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pemukiman,,  ,Agree,Yes,2017,No,High,Anna checked,,,,,,,,,,,,,,,,,,,,
