Island Group,Person,Entry-1,SampleID,1990 Landcover,1990 sub-class,First year of cloud-free data,1990 confidence,change event? 1990-2015,change event conf,1990 notes,year of change 1,Prev cloud-free yr 1,change type 1,Confidence change 1,notes change 1,year of change 2,previous cloud-free year 2,change type 2,Confidence change 2,notes change 2,year of change 3,previous cloud-free year 3,change type 3,Confidence change 3,notes change 3,LULC SPOT6/7,Classification Notes,Transition Summary,AGREE or DISAGREE,Spot image?,High Res GE?,More than 3 change events?,Confidence of final interpreter,User,Final interpreter notes,Diana edited notes,year of change 4,previous cloud-free year 4,change type 4,Confidence change 4,notes change 4,year of change 5,previous cloud-free year 5,change type 5,Confidence change 5,notes change 5,year of change 6,previous cloud-free year 6,change type 6,Confidence change 6,notes change 6
Nusa Tenggara,Zuzu,5,6468,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Belukar,,  ,Agree,Yes,2004,No,High,Rizky checked,,,,,,,,,,,,,,,,,
Nusa Tenggara,Zuzu,5,6469,Primary degraded,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Sekunder,,  ,Agree,Yes,2005,No,High,Rizky checked,,,,,,,,,,,,,,,,,
Nusa Tenggara,Zuzu,5,6470,Non Forest,NA,1995,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Sawah,,  ,Agree,Yes,2009,No,High,Rizky checked,,,,,,,,,,,,,,,,,
Nusa Tenggara,Zuzu,5,6471,Non Forest,NA,1995,Low,No,High,Sample complete!,,,,,,,,,,,,,,,,Sawah,,  ,Agree,Yes,2006,No,High,Rizky checked,,,,,,,,,,,,,,,,,
Nusa Tenggara,Zuzu,5,6472,Non Forest,NA,1994,Low,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Agree,Yes,2009,No,High,Rizky checked,,,,,,,,,,,,,,,,,
Nusa Tenggara,Zuzu,5,6473,Non Forest,NA,1994,Low,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Agree,Yes,2009,No,High,Rizky checked,,,,,,,,,,,,,,,,,
Nusa Tenggara,Zuzu,5,6474,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Belukar,,  ,Agree,Yes,2006,No,High,Rizky checked,,,,,,,,,,,,,,,,,
Nusa Tenggara,Zuzu,5,6475,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Agree,Yes,2006,No,High,Rizky checked,,,,,,,,,,,,,,,,,
Nusa Tenggara,Zuzu,5,6476,Primary intact,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,2010,No,High,Rizky checked,,,,,,,,,,,,,,,,,
Nusa Tenggara,Zuzu,5,6477,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Agree,Yes,2004,No,High,Rizky checked,,,,,,,,,,,,,,,,,
Nusa Tenggara,Zuzu,5,6478,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Agree,Yes,2005,No,High,Rizky checked,,,,,,,,,,,,,,,,,
Nusa Tenggara,Zuzu,5,6479,Primary intact,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,2011,No,High,Rizky checked,,,,,,,,,,,,,,,,,
Nusa Tenggara,Zuzu,5,6480,Primary intact,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,2003,No,High,Rizky checked,,,,,,,,,,,,,,,,,
Nusa Tenggara,Zuzu,5,6481,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pemukiman,,  ,Agree,Yes,2011,No,High,Rizky checked,,,,,,,,,,,,,,,,,
Nusa Tenggara,Zuzu,5,6482,Primary degraded,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Sekunder,,  ,Agree,Yes,2007,No,High,Rizky checked,,,,,,,,,,,,,,,,,
Nusa Tenggara,Zuzu,5,6483,Non Forest,NA,1995,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering,,  ,Agree,Yes,2012,No,High,Rizky checked,,,,,,,,,,,,,,,,,
Nusa Tenggara,Zuzu,5,6484,Primary intact,NA,1990,Low,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,2005,No,High,Rizky checked,,,,,,,,,,,,,,,,,
Nusa Tenggara,Zuzu,5,6485,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Agree,Yes,2013,No,High,Rizky checked,,,,,,,,,,,,,,,,,
Nusa Tenggara,Zuzu,5,6486,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Belukar,,  ,Agree,Yes,2005,No,High,Rizky checked,,,,,,,,,,,,,,,,,
Nusa Tenggara,Zuzu,5,6487,Primary degraded,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Sekunder,,  ,Agree,Yes,2012,No,High,Rizky checked,,,,,,,,,,,,,,,,,
Nusa Tenggara,Zuzu,5,6488,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Belukar,,  ,Agree,Yes,2005,No,High,Rizky checked,,,,,,,,,,,,,,,,,
Nusa Tenggara,Zuzu,5,6489,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Agree,Yes,2003,No,High,Rizky checked,,,,,,,,,,,,,,,,,
Nusa Tenggara,Zuzu,5,6490,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Belukar,,  ,Agree,Yes,2009,No,High,Rizky checked,,,,,,,,,,,,,,,,,
Nusa Tenggara,Zuzu,5,6491,Primary degraded,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Sekunder,,  ,Agree,Yes,2006,No,High,Rizky checked,,,,,,,,,,,,,,,,,
Nusa Tenggara,Zuzu,5,6492,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Disagree - minor,Yes,2012,No,High,Rizky checked,,,,,,,,,,,,,,,,,
Nusa Tenggara,Zuzu,5,6493,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Belukar,,  ,Agree,Yes,2006,No,High,Rizky checked,,,,,,,,,,,,,,,,,
Nusa Tenggara,Zuzu,5,6494,Non Forest,NA,1990,High,Yes,High,,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Disagree - minor,Yes,2011,No,High,Rizky checked,,,,,,,,,,,,,,,,,
Nusa Tenggara,Zuzu,5,6495,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Savana,,  ,Disagree - minor,Yes,2005,No,High,Rizky checked,,Diana checked,,,,,,,,,,,,,,,
Nusa Tenggara,Zuzu,5,6496,Primary intact,NA,1990,High,No,,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,2006,No,High,Rizky checked,,,,,,,,,,,,,,,,,
