Island Group,Check,SPOT data is cloudy; LULC from GE 2014,Quality,Sample ID QC,Sample ID,SampleID (from user join),1990 Landcover,1990 sub-class,First year of cloud free data,1990 confidence,change event? 1990-2015,change event conf,1990 notes,year of change 1,Prev cloud-free yr 1,change type 1,Confidence change 1,notes change 1,year of change 2,previous cloud-free year 2,change type 2,Confidence change 2,notes change 2,year of change 3,previous cloud-free year 3,change type 3,Confidence change 3,notes change 3,LULC SPOT6/7,Classification Notes,Transition Summary,AGREE or DISAGREE,Spot image?,High Res GE?,More than 3 change events?,Confidence of final intepreter,User,Final interpreter notes,Diana edited notes,year of change 4,previous cloud-free year 4,change type 4,Confidence change 4,notes change 4,year of change 5,previous cloud-free year 5,change type 5,Confidence change 5,notes change 5,year of change 6,previous cloud-free year 6,change type 6,Confidence change 6,notes change 6,,,
Sumatera,Same sample ID,OK,9,8225,8225,8225,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Air,,  ,Agree,Yes,none,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,8226,8226,8226,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Belukar,,  ,Agree,Yes,none,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,8227,8227,8227,Primary degraded,Forest fragment,1990,Low,Yes,High,,1997,1996,Cleared - Fire,High,,,,,,,,,,,,Belukar,,Cleared - Fire  ,Disagree - minor,Yes,2015,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,8228,8228,8228,Primary degraded,Forest fragment,1990,High,Yes,High,,1996,1995,Cleared - Small-holder land use,High,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,Cleared - Small-holder land use  ,Agree,Yes,2015,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,8229,8229,8229,Non Forest,NA,1994,Low,No,High,Image of 1990 not available,,,,,,,,,,,,,,,,Perkebunan,,  ,Disagree - minor,Yes,2007,No,High,Diana checked,"Forest already cleared by the time first cloud-free image available, but still forested in 1989",,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,8230,8230,8230,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Perkebunan,,  ,Agree,Yes,none,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,8231,8231,8231,Primary degraded,Forest fragment,1990,High,Yes,High,,1993,1991,Cleared - Palm estates,High,,,,,,,,,,,,Perkebunan,,Cleared - Palm estates  ,Agree,Yes,2015,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,8232,8232,8232,Primary intact,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,2008,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,8233,8233,8233,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Awan,SPOT not available,  ,Agree,No,2017,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,8234,8234,8234,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering,,  ,Agree,Yes,2013,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,8235,8235,8235,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Agree,Yes,2011,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,8236,8236,8236,Non Forest,NA,1991,Low,No,High,Sample complete!,,,,,,,,,,,,,,,,Belukar,"image of 1990 not available but in 1989 was cleared (abandoned), since 1992 regrowth",  ,Agree,Yes,2014,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,8237,8237,8237,Primary intact,NA,1990,High,Yes,High,,1999,1997,Degraded - Selective Logging,High,,2011,2010,Cleared - Abandoned/transitional,High,,2013,2012,Cleared - Palm estates,High,,Perkebunan,,Degraded - Selective Logging Cleared - Abandoned/transitional Cleared - Palm estates,Disagree - major,No,2015,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,8238,8238,8238,Primary intact,NA,1993,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Mangrove,,  ,Agree,Yes,2015,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,8239,8239,8239,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Belukar,,  ,Disagree - major,Yes,2015,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,8240,8240,8240,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Perkebunan,,  ,Agree,Yes,none,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,8241,8241,8241,Primary intact,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,2017,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,8242,8242,8242,Primary intact,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,2014,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,8243,8243,8243,Primary intact,NA,1993,High,Yes,High,Image of 1990 not available,1997,1995,Degraded - Selective Logging,High,,1999,1998,Degraded - Nearby clearing,High,,2012,2011,Degraded - Nearby clearing,High,,Hutan Sekunder,,Degraded - Selective Logging Degraded - Nearby clearing Degraded - Nearby clearing,Disagree - minor,Yes,2013,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,8244,8244,8244,Non Forest,NA,1990,High,No,High,,,,,,,,,,,,,,,,,Perkebunan,,  ,Disagree - major,Yes,2014,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,8245,8245,8245,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Agree,Yes,2015,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,8246,8246,8246,Primary intact,NA,1999,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Rawa Primer,,  ,Disagree - minor,Yes,2014,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,8247,8247,8247,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Perkebunan,,  ,Agree,Yes,2015,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,8248,8248,8248,Primary degraded,NA,1998,Low,Yes,High,Image of 1990 not available,2015,2014,Degraded - Selective Logging,High,,,,,,,,,,,,Hutan Sekunder,,Degraded - Selective Logging  ,Disagree - minor,No,2016,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,8249,8249,8249,Non Forest,NA,1995,High,Yes,High,No cloud free image until 1995,,,,,,,,,,,,,,,,Perkebunan,,  ,Disagree - minor,Yes,2009,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,8250,8250,8250,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Agree,Yes,2015,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,8251,8251,8251,Primary intact,NA,1990,High,Yes,High,,2012,2011,Degraded - Nearby clearing,High,,,,,,,,,,,,Hutan Sekunder,,Degraded - Nearby clearing  ,Agree,Yes,none,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,8252,8252,8252,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Agree,Yes,2009,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,8253,8253,8253,Primary degraded,Forest fragment,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Sekunder,,  ,Agree,Yes,2015,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,8254,8254,8254,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Disagree - minor,Yes,2014,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,8255,8255,8255,Primary intact,NA,1990,High,Yes,High,,2000,1999,Degraded - Nearby clearing,High,,,,,,,,,,,,Hutan Sekunder,,Degraded - Nearby clearing  ,Disagree - minor,Yes,none,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,8256,8256,8256,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Agree,Yes,2014,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,8257,8257,8257,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Perkebunan,,  ,Agree,Yes,2015,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,"Inconsistence, Overentry",4,8258,8258,8258,Primary degraded,NA,1991,High,Yes,High,Image of 1990 not available,1996,1995,Degraded - Selective Logging,High,,1998,1996,Cleared - Tree plantations,High,,2008,2007,Cleared - Tree plantations,High,,Hutan Tanaman,,Degraded - Selective Logging Cleared - Tree plantations Cleared - Tree plantations,Disagree - minor,Yes,none,Yes,High,Diana checked,Cleared again in 2014 for tree plantations,,2014,2013,Cleared - Tree plantations,High,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,8259,8259,8259,Primary intact,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,2014,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,8260,8260,8260,Primary intact,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,8261,8261,8261,Non Forest,NA,1990,Low,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Agree,Yes,2014,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,"Inconsistence, Overentry",4,8262,8262,8262,Primary intact,NA,1991,High,Yes,High,,1995,1994,Cleared - Tree plantations,High,,2002,2001,Cleared - Tree plantations,High,,2009,2008,Cleared - Tree plantations,High,,Hutan Tanaman,,Cleared - Tree plantations Cleared - Tree plantations Cleared - Tree plantations,Agree,Yes,none,Yes,High,Diana checked,Cleared again in 2016 for tree plantations,,2016,2015,Cleared - Tree plantations,High,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,8263,8263,8263,Primary degraded,NA,1990,High,Yes,High,,2005,2004,Cleared - Abandoned/transitional,High,,2010,2009,Cleared - Abandoned/transitional,High,,,,,,,Belukar,,Cleared - Abandoned/transitional Cleared - Abandoned/transitional ,Disagree - major,Yes,2014,No,High,Diana checked,"Patch of cleared, unused land in the middle of a palm oil estate",,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,8264,8264,8264,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Perkebunan,Perkebunan masyarakat,  ,Agree,Yes,none,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,8265,8265,8265,Primary intact,NA,1990,High,Yes,High,,2004,2003,Degraded - Nearby clearing,High,,2006,2005,Cleared - Abandoned/transitional,High,,,,,,,Belukar,"Unplanted land in the midst of a palm estate, possibly plasma, or other land cleared for smallholder palm near a large estate",Degraded - Nearby clearing Cleared - Abandoned/transitional ,Disagree - minor,Yes,none,No,High,Diana checked,"Land cleared for but not yet planted with palm (based on SPOT image); near large estate, but possibly plasma or other smallholder",,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,8266,8266,8266,Primary intact,NA,1996,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,8267,8267,8267,Primary intact,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,8268,8268,8268,Non Forest,NA,1990,High,No,High,,,,,,,,,,,,,,,,,Pertanian Lahan Kering,,  ,Disagree - major,Yes,none,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,8269,8269,8269,Primary intact,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,2015,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,8270,8270,8270,Primary intact,NA,1990,High,Yes,High,,1997,1996,Degraded - Selective Logging,High,,,,,,,,,,,,Hutan Sekunder,,Degraded - Selective Logging  ,Agree,Yes,2017,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,8271,8271,8271,Non Forest,NA,1991,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Awan,,  ,Disagree - minor,No,2015,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,8272,8272,8272,Primary degraded,Forest fragment,1990,High,Yes,High,,1995,1992,Cleared - Palm estates,High,,,,,,,,,,,,Perkebunan,,Cleared - Palm estates  ,Agree,Yes,2015,No,High,Diana checked,Possible the pixel went through a transitional phase before palm oil was planted,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,8273,8273,8273,Primary degraded,Forest fragment,1990,High,Yes,High,,1995,1994,Cleared - Palm estates,High,,2012,2011,Cleared - Palm estates,High,,,,,,,Perkebunan,,Cleared - Palm estates Cleared - Palm estates ,Disagree - minor,Yes,2017,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,8274,8274,8274,Primary intact,NA,1990,High,Yes,High,,1996,1995,Degraded - Nearby clearing,High,,1999,1998,Degraded - Nearby clearing,High,,2015,2014,Cleared - Mining,Low,,Pertanian Lahan Kering Campur Semak,,Degraded - Nearby clearing Degraded - Nearby clearing Cleared - Mining,Disagree - minor,Yes,none,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,8275,8275,8275,Primary intact,NA,1991,High,Yes,High,,1995,1994,Degraded - Selective Logging,Low,,1998,1997,Cleared - Palm estates,High,,,,,,,Perkebunan,,Degraded - Selective Logging Cleared - Palm estates ,Agree,Yes,2014,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,8276,8276,8276,Primary intact,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,2012,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,8277,8277,8277,Non Forest,NA,1993,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Agree,Yes,2015,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,8278,8278,8278,Primary intact,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,2015,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,8279,8279,8279,Primary degraded,Forest fragment,1990,Low,Yes,High,,2011,2010,Cleared - Other,Low,,,,,,,,,,,,Belukar,,Cleared - Other  ,Disagree - minor,Yes,2016,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,8280,8280,8280,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Perkebunan,,  ,Agree,Yes,2015,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,8281,8281,8281,Primary intact,NA,1992,High,Yes,High,,1999,1995,Cleared - Palm estates,High,,,,,,,,,,,,Perkebunan,,Cleared - Palm estates  ,Disagree - minor,Yes,none,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,8282,8282,8282,Non Forest,NA,1990,High,No,High,,,,,,,,,,,,,,,,,Perkebunan,,  ,Disagree - major,Yes,2016,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,8283,8283,8283,Non Forest,NA,1993,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Awan,"Near transmigration area (or palm estate worker housing), but pixel covered with clouds",  ,Disagree - minor,No,2014,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,Inconsistence,6,8284,8284,8284,Primary degraded,Forest fragment,1995,High,Yes,High,,2001,2000,Degraded - Nearby clearing,High,,,,,,,,,,,,Hutan Sekunder,,Degraded - Nearby clearing  ,Disagree - minor,Yes,2015,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,Over-entry,3,8285,8285,8285,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pemukiman,,  ,Agree,Yes,2014,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,Inconsistence,6,8286,8286,8286,Primary degraded,NA,1995,High,Yes,High,,2011,2010,Degraded - Nearby clearing,High,,2013,2012,Cleared - Small-holder land use,High,,,,,,,Awan,,Degraded - Nearby clearing Cleared - Small-holder land use ,Disagree - major,No,2015,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,8287,8287,8287,Non Forest,NA,1991,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Lahan Terbuka,,  ,Disagree - major,Yes,2011,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,8288,8288,8288,Primary intact,NA,1991,High,Yes,High,,1996,1995,Degraded - Selective Logging,High,,1999,1998,Cleared - Palm estates,High,,,,,,,Perkebunan,,Degraded - Selective Logging Cleared - Palm estates ,Disagree - minor,Yes,2014,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,Over-entry,3,8289,8289,8289,Primary intact,NA,1990,High,Yes,High,,2007,2006,Cleared - Roading,High,,2012,2010,Cleared - Abandoned/transitional,High,,2014,2013,Cleared - Abandoned/transitional,Low,,Lahan Terbuka,,Cleared - Roading Cleared - Abandoned/transitional Cleared - Abandoned/transitional,Disagree - minor,Yes,2012,No,High,Diana checked,Unclear whether palm was actually planted in 2014,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,Over-entry,3,8290,8290,8290,Primary intact,NA,1992,High,Yes,High,,1999,1995,Cleared - Abandoned/transitional,High,,2007,2006,Cleared - Abandoned/transitional,High,,2012,2011,Cleared - Palm estates,High,,Perkebunan,,Cleared - Abandoned/transitional Cleared - Abandoned/transitional Cleared - Palm estates,Disagree - major,Yes,2015,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,Inconsistence,6,8291,8291,8291,Primary intact,NA,1990,High,Yes,High,,2015,2014,Degraded - Selective Logging,High,,,,,,,,,,,,Hutan Sekunder,,Degraded - Selective Logging  ,Disagree - major,Yes,2014,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,8292,8292,8292,Non Forest,NA,1990,Low,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Agree,Yes,2014,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,8293,8293,8293,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Disagree - major,Yes,2015,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,Over-entry,3,8294,8294,8294,Primary intact,NA,1996,High,Yes,High,,1998,1997,Cleared - Fire,High,,2012,2009,Cleared - Palm estates,Low,,,,,,,Perkebunan,Not clear whether palm has already been planted,Cleared - Fire Cleared - Palm estates ,Disagree - minor,Yes,none,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,8295,8295,8295,Primary intact,NA,1991,High,Yes,High,,1997,1996,Degraded - Fire,High,,1999,1997,Degraded - Selective Logging,Low,,,,,,,Hutan Sekunder,,Degraded - Fire Degraded - Selective Logging ,Disagree - major,Yes,2012,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,8296,8296,8296,Primary intact,NA,1995,High,Yes,High,,1999,1998,Degraded - Selective Logging,High,,2007,2006,Cleared - Abandoned/transitional,High,,2014,2013,Cleared - Palm estates,High,,Perkebunan,,Degraded - Selective Logging Cleared - Abandoned/transitional Cleared - Palm estates,Disagree - major,Yes,2014,No,High,Diana checked,"Palms just barely visible in 2014 (not healthy, but it appears the block has been planted)",,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,8297,8297,8297,Primary degraded,NA,1994,High,Yes,High,,2015,2014,Cleared - Small-holder land use,High,,,,,,,,,,,,Belukar,,Cleared - Small-holder land use  ,Disagree - minor,Yes,none,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,8298,8298,8298,Non Forest,NA,1990,Low,No,High,Sample complete!,,,,,,,,,,,,,,,,Belukar,,  ,Agree,Yes,2016,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,8299,8299,8299,Primary degraded,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Sekunder,,  ,Disagree - major,Yes,2015,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,8300,8300,8300,Primary degraded,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Sekunder,,  ,Disagree - major,Yes,2014,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,8301,8301,8301,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Agree,Yes,2017,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,"Inconsistence, Overentry",4,8302,8302,8302,Primary intact,NA,1991,High,Yes,High,,1995,1992,Cleared - Tree plantations,High,,2002,2000,Cleared - Tree plantations,High,,2007,2006,Cleared - Tree plantations,High,,Hutan Tanaman,,Cleared - Tree plantations Cleared - Tree plantations Cleared - Tree plantations,Disagree - minor,Yes,2014,Yes,High,Diana checked,Cleared again for tree plantations in 2016,,2016,2015,Cleared - Tree plantations,High,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,8303,8303,8303,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Agree,Yes,2014,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,8304,8304,8304,Non Forest,NA,1993,Low,No,Low,"No cloud free image until 1993, but pixel was forested in 1989",,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Disagree - major,Yes,2015,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,8305,8305,8305,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Sawah,,  ,Agree,Yes,2014,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,Inconsistence,6,8306,8306,8306,Primary intact,NA,1993,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Disagree - major,Yes,2016,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,Over-entry,3,8307,8307,8307,Non Forest,NA,1990,Low,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Agree,Yes,2012,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,Over-entry,3,8308,8308,8308,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Perkebunan,,  ,Agree,Yes,2015,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,Over-entry,3,8309,8309,8309,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Disagree - minor,Yes,none,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,Over-entry,3,8310,8310,8310,Non Forest,NA,1990,Low,No,High,Sample complete!,,,,,,,,,,,,,,,,Sawah,,  ,Disagree - major,Yes,2015,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,Over-entry,3,8311,8311,8311,Primary intact,NA,1992,High,Yes,High,,1993,1992,Cleared - Abandoned/transitional,High,,2012,2011,Cleared - Abandoned/transitional,High,Abandoned land in the middle of a large palm oil estate (not yet planted with palm),,,,,,Belukar,,Cleared - Abandoned/transitional Cleared - Abandoned/transitional ,Disagree - major,Yes,2014,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,8312,8312,8312,Primary intact,NA,1996,High,Yes,High,,2011,2010,Degraded - Nearby clearing,High,,2012,2011,Cleared - Abandoned/transitional,High,,,,,,,Belukar,,Degraded - Nearby clearing Cleared - Abandoned/transitional ,Disagree - major,Yes,none,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,8313,8313,8313,Primary intact,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,2014,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,Over-entry,3,8314,8314,8314,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Agree,Yes,2015,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,8315,8315,8315,Primary intact,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,8316,8316,8316,Primary intact,NA,1990,High,Yes,High,,2012,2010,Cleared - Abandoned/transitional,High,,,,,,,,,,,,Lahan Terbuka,,Cleared - Abandoned/transitional  ,Disagree - major,Yes,2014,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
