Island Group,Check,SPOT data is cloudy; LULC from GE 2014,Quality,Sample ID QC,Sample ID,SampleID (from user join),1990 Landcover,1990 sub-class,First year of cloud free data,1990 confidence,change event? 1990-2015,change event conf,1990 notes,year of change 1,Prev cloud-free yr 1,change type 1,Confidence change 1,notes change 1,year of change 2,previous cloud-free year 2,change type 2,Confidence change 2,notes change 2,year of change 3,previous cloud-free year 3,change type 3,Confidence change 3,notes change 3,LULC SPOT6/7,Classification Notes,Transition Summary,AGREE or DISAGREE,Spot image?,High Res GE?,More than 3 change events?,Confidence of final intepreter,User,Final interpreter notes,Diana edited notes,year of change 4,previous cloud-free year 4,change type 4,Confidence change 4,notes change 4,year of change 5,previous cloud-free year 5,change type 5,Confidence change 5,notes change 5,year of change 6,previous cloud-free year 6,change type 6,Confidence change 6,notes change 6,,,
Sumatera,Same sample ID,OK,9,9352,9352,9352,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Agree,Yes,2016,No,High,Yazid checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,9353,9353,9353,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Belukar,,  ,Agree,Yes,2015,No,High,Yazid checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,Over-entry,3,9354,9354,9354,Primary intact,NA,1990,High,Yes,High,,1997,1994,Cleared - Abandoned/transitional,High,,,,,,,,,,,,Belukar Rawa,,Cleared - Abandoned/transitional  ,Disagree - major,Yes,2015,No,High,Yazid checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,9355,9355,9355,Non Forest,NA,1991,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Belukar,,  ,Agree,Yes,none,No,High,Yazid checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,9356,9356,9356,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering,,  ,Agree,Yes,2010,No,High,Yazid checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,9357,9357,9357,Primary degraded,NA,1990,High,Yes,High,Sample complete!,1996,1995,Cleared - Palm estates,High,,,,,,,,,,,,Perkebunan,palm oil,Cleared - Palm estates  ,Disagree - major,Yes,none,No,High,Yazid checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,9358,9358,9358,Non Forest,NA,1995,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Belukar Rawa,,  ,Agree,Yes,2010,No,High,Yazid checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,9359,9359,9359,Primary intact,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Rawa Primer,,  ,Disagree - major,Yes,2015,No,High,Yazid checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,9360,9360,9360,Primary intact,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Disagree - major,No,2014,No,High,Yazid checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,9361,9361,9361,Primary intact,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,2016,No,High,Yazid checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,9362,9362,9362,Primary intact,NA,1991,High,Yes,High,Sample complete!,2002,2001,Degraded - Nearby clearing,High,,2011,2010,Cleared - Abandoned/transitional,Low,,,,,,,Lahan Terbuka,,Degraded - Nearby clearing Cleared - Abandoned/transitional ,Disagree - major,Yes,none,No,High,Yazid checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,9363,9363,9363,Non Forest,NA,1993,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Belukar,,  ,Disagree - major,Yes,2011,No,High,Yazid checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,9364,9364,9364,Non Forest,NA,1992,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Perkebunan,,  ,Agree,Yes,2015,No,High,Yazid checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,9365,9365,9365,Primary degraded,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Sekunder,,  ,Agree,Yes,2014,No,High,Yazid checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,9366,9366,9366,Non Forest,NA,1992,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Belukar Rawa,,  ,Disagree - minor,No,none,No,High,Yazid checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,9367,9367,9367,Primary degraded,NA,1993,High,Yes,High,Sample complete!,2015,2014,Degraded - Nearby clearing,High,,2016,2015,Cleared - Small-holder land use,High,,,,,,,Pertanian Lahan Kering Campur Semak,,Degraded - Nearby clearing Cleared - Small-holder land use ,Disagree - major,Yes,2015,No,High,Yazid checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,Inconsistence,6,9368,9368,9368,Primary degraded,NA,1990,High,Yes,High,Sample complete!,1991,1990,Cleared - Small-holder land use,High,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,Cleared - Small-holder land use  ,Disagree - major,Yes,2014,No,High,Yazid checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,9369,9369,9369,Primary intact,NA,1990,High,Yes,High,,2001,2000,Degraded - Nearby clearing,High,,2009,2008,Cleared - Small-holder land use,Low,,2016,2015,Cleared - Small-holder land use,low,,Pertanian Lahan Kering Campur Semak,,Degraded - Nearby clearing Cleared - Small-holder land use Cleared - Small-holder land use,Disagree - major,Yes,2016,No,high,Yazid checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,9370,9370,9370,Non Forest,NA,1991,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Disagree - minor,Yes,2015,No,High,Yazid checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,9371,9371,9371,Primary intact,NA,1991,High,Yes,High,Sample complete!,1995,1992,Cleared - Tree plantations,Low,,2003,2002,Cleared - Tree plantations,Low,,2014,2013,Cleared - Tree plantations,Low,,Hutan Tanaman,,Cleared - Tree plantations Cleared - Tree plantations Cleared - Tree plantations,Disagree - major,Yes,none,No,High,Yazid checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,9372,9372,9372,Primary degraded,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Sekunder,,  ,Agree,Yes,2014,No,High,Yazid checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,9373,9373,9373,Primary intact,NA,1990,High,Yes,High,Sample complete!,2011,2010,Degraded - Nearby clearing,High,,,,,,,,,,,,Hutan Sekunder,,Degraded - Nearby clearing  ,Disagree - major,Yes,none,No,High,Yazid checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,Inconsistence,6,9374,9374,9374,Primary intact,NA,1990,High,Yes,High,Sample complete!,2012,2011,Degraded - Nearby clearing,High,,2016,2015,Cleared - Small-holder land use,Low,,,,,,,Pertanian Lahan Kering Campur Semak,,Degraded - Nearby clearing Cleared - Small-holder land use ,Disagree - major,Yes,none,No,High,Yazid checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,9375,9375,9375,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Sawah,,  ,Disagree - minor,Yes,none,No,High,Yazid checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,9376,9376,9376,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Lahan Terbuka,,  ,Agree,Yes,none,No,High,Yazid checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,9377,9377,9377,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Perkebunan,,  ,Disagree - minor,Yes,2014,No,High,Yazid checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,9378,9378,9378,Primary intact,NA,1990,High,Yes,High,Sample complete!,2000,1999,Degraded - Nearby clearing,High,,2015,2014,Degraded - Nearby clearing,High,,,,,,,Hutan Sekunder,,Degraded - Nearby clearing Degraded - Nearby clearing ,Disagree - major,Yes,2012,No,High,Yazid checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,9379,9379,9379,Primary intact,NA,1993,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,2012,No,High,Yazid checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,9380,9380,9380,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Perkebunan,,  ,Disagree - minor,Yes,2014,No,High,Yazid checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,"Inconsistence, Overentry",4,9381,9381,9381,Primary intact,NA,1990,High,Yes,High,,1994,1990,Cleared - Palm estates,High,,,,,,,,,,,,Perkebunan,,Cleared - Palm estates  ,Disagree - major,No,none,No,High,Yazid checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,9382,9382,9382,Primary intact,NA,1993,High,Yes,High,Sample complete!,1993,1992,Cleared - Abandoned/transitional,High,,,,,,,,,,,,Belukar Rawa,,Cleared - Abandoned/transitional  ,Disagree - major,No,none,No,High,Yazid checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,9383,9383,9383,Primary intact,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,2017,No,High,Yazid checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,9384,9384,9384,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Perkebunan,,  ,Agree,Yes,2015,No,High,Yazid checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,9385,9385,9385,Primary intact,NA,1990,High,No,High,Sample complete!,2003,2002,Degraded - Selective Logging,High,,,,,,,,,,,,Hutan Sekunder,,Degraded - Selective Logging  ,Disagree - major,Yes,2014,No,High,Yazid checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,9386,9386,9386,Primary intact,NA,1990,High,No,High,Sample complete!,2006,2005,Degraded - Nearby clearing,High,,2016,2015,Cleared - Roading,High,,,,,,,Lahan Terbuka,,Degraded - Nearby clearing Cleared - Roading ,Disagree - major,Yes,2014,No,High,Yazid checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,9387,9387,9387,Non Forest,NA,1993,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Perkebunan,,  ,Disagree - minor,Yes,2014,No,High,Yazid checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,9388,9388,9388,Primary intact,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,2015,No,High,Yazid checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,"Inconsistence, Overentry",4,9389,9389,9389,Primary intact,NA,1990,High,Yes,High,,2005,2004,Degraded - Selective Logging,High,,2010,2009,Degraded - Nearby clearing,High,,2011,2010,Cleared - Palm estates,High,,Perkebunan,,Degraded - Selective Logging Degraded - Nearby clearing Cleared - Palm estates,Disagree - major,No,2015,No,High,Yazid checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,9390,9390,9390,Primary intact,NA,1990,High,Yes,High,Sample complete!,1994,1993,Cleared - Abandoned/transitional,High,,2014,2013,Cleared - Abandoned/transitional,High,,,,,,,Lahan Terbuka,,Cleared - Abandoned/transitional Cleared - Abandoned/transitional ,Disagree - major,Yes,2014,No,High,Yazid checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,9391,9391,9391,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Perkebunan,,  ,Disagree - minor,Yes,2008,No,High,Yazid checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,9392,9392,9392,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Perkebunan,,  ,Disagree - minor,No,2013,No,High,Yazid checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,9393,9393,9393,Primary intact,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,2014,No,High,Yazid checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,Over-entry,3,9394,9394,9394,Primary intact,NA,1990,High,Yes,High,,2013,2012,Degraded - Nearby clearing,High,,2015,2014,Cleared - Abandoned/transitional,High,,,,,,,Lahan Terbuka,,Degraded - Nearby clearing Cleared - Abandoned/transitional ,Disagree - major,Yes,2013,No,High,Yazid checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,9395,9395,9395,Primary degraded,NA,1991,High,Yes,High,Sample complete!,2005,2004,Degraded - Nearby clearing,High,,2007,2006,Degraded - Nearby clearing,High,,2008,2007,Cleared - Small-holder land use,High,,Pertanian Lahan Kering Campur Semak,,Degraded - Nearby clearing Degraded - Nearby clearing Cleared - Small-holder land use,Disagree - major,Yes,2015,No,High,Yazid checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,9396,9396,9396,Primary degraded,NA,1990,High,Yes,High,Sample complete!,2007,2006,Degraded - Nearby clearing,High,,,,,,,,,,,,Hutan Sekunder,,Degraded - Nearby clearing  ,Disagree - major,Yes,2014,No,High,Yazid checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,Inconsistence,6,9397,9397,9397,Primary intact,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Disagree - major,Yes,2014,No,High,Yazid checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,9398,9398,9398,Primary intact,NA,1992,High,Yes,High,Sample complete!,1998,1997,Degraded - Selective Logging,High,,,,,,,,,,,,Hutan Mangrove Sekunder,,Degraded - Selective Logging  ,Disagree - major,Yes,2015,No,High,Yazid checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,9399,9399,9399,Primary degraded,NA,1990,High,Yes,High,Sample complete!,2007,2006,Degraded - Selective Logging,High,,2015,2014,Cleared - Abandoned/transitional,High,,,,,,,Belukar,,Degraded - Selective Logging Cleared - Abandoned/transitional ,Disagree - major,Yes,none,No,High,Yazid checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,9400,9400,9400,Primary intact,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,2015,No,High,Yazid checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,9401,9401,9401,Primary intact,NA,1991,High,No,High,Sample complete!,2005,2004,Degraded - Nearby clearing,High,,2013,2012,Cleared - Tree plantations,High,,,,,,,Hutan Tanaman,,Degraded - Nearby clearing Cleared - Tree plantations ,Disagree - major,Yes,2009,no,High,Yazid checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,9402,9402,9402,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Belukar,,  ,Disagree - minor,Yes,2016,No,High,Yazid checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,9403,9403,9403,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Perkebunan,,  ,Agree,Yes,2015,No,High,Yazid checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,9404,9404,9404,Primary intact,NA,1990,High,Yes,High,Sample complete!,2008,2007,Degraded - Nearby clearing,High,,2013,2012,Degraded - Selective Logging,High,,2014,2013,Cleared - Small-holder land use,High,,Lahan Terbuka,,Degraded - Nearby clearing Degraded - Selective Logging Cleared - Small-holder land use,Disagree - major,Yes,2016,No,High,Yazid checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,9405,9405,9405,Primary intact,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,2015,No,High,Yazid checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,9406,9406,9406,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Air,,  ,Agree,Yes,2016,No,High,Yazid checked,water (lake),,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,9407,9407,9407,Primary intact,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,2012,No,High,Yazid checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,9408,9408,9408,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Sawah,,  ,Agree,Yes,2015,No,High,Yazid checked,fresh water fish pond,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,9409,9409,9409,Primary intact,NA,1990,High,Yes,High,Sample complete!,1993,1992,Degraded - Selective Logging,High,,,,,,,,,,,,Hutan Sekunder,,Degraded - Selective Logging  ,Disagree - major,Yes,2014,No,High,Yazid checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,9410,9410,9410,Primary degraded,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Sekunder,,  ,Agree,Yes,2013,No,High,Yazid checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,9411,9411,9411,Primary intact,NA,1990,High,Yes,High,Sample complete!,1997,1996,Degraded - Selective Logging,High,,1998,1997,Cleared - Palm estates,High,,,,,,,Perkebunan,,Degraded - Selective Logging Cleared - Palm estates ,Disagree - major,Yes,2015,No,High,Yazid checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,9412,9412,9412,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Sawah,,  ,Disagree - minor,Yes,none,No,High,Yazid checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,9413,9413,9413,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Disagree - minor,Yes,2014,No,High,Yazid checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,9414,9414,9414,Primary intact,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Disagree - major,Yes,2016,No,High,Yazid checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,Inconsistence,6,9415,9415,9415,Primary intact,NA,1992,High,Yes,High,Sample complete!,1997,1996,Degraded - Nearby clearing,High,,2001,2000,Degraded - Nearby clearing,High,,,,,,,Hutan Sekunder,,Degraded - Nearby clearing Degraded - Nearby clearing ,Disagree - major,Yes,2014,No,High,Yazid checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,9416,9416,9416,Non Forest,NA,1991,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Disagree - minor,Yes,2010,No,High,Yazid checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,Inconsistence,6,9417,9417,9417,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Tanaman,,  ,Agree,Yes,2013,No,High,Yazid checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,9418,9418,9418,Non Forest,NA,1990,High,No,High,,,,,,,,,,,,,,,,,Perkebunan,,  ,Disagree - major,Yes,2017,No,High,Yazid checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,9419,9419,9419,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Agree,Yes,2015,No,High,Yazid checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,9420,9420,9420,Primary degraded,NA,1990,High,Yes,High,,1997,1992,Cleared - Small-holder land use,High,,2015,2014,Cleared - Small-holder land use,High,,,,,,,Pertanian Lahan Kering Campur Semak,,Cleared - Small-holder land use Cleared - Small-holder land use ,Disagree - minor,Yes,2011,No,High,Yazid checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,9421,9421,9421,Primary intact,NA,1991,High,Yes,High,,2001,2000,Cleared - Small-holder land use,High,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,Cleared - Small-holder land use  ,Agree,Yes,none,No,High,Yazid checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,9422,9422,9422,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Belukar Rawa,,  ,Disagree - major,No,none,No,High,Yazid checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,9423,9423,9423,Primary intact,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Rawa Primer,,  ,Disagree - minor,Yes,none,No,High,Yazid checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,9424,9424,9424,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Agree,Yes,2015,No,High,Yazid checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,9425,9425,9425,Primary degraded,NA,1990,High,Yes,High,Sample complete!,1996,1995,Cleared - Small-holder land use,High,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,Cleared - Small-holder land use  ,Disagree - major,Yes,none,No,High,Yazid checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,9426,9426,9426,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Belukar Rawa,,  ,Disagree - minor,Yes,2015,No,High,Yazid checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,9427,9427,9427,Non Forest,NA,1993,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Agree,Yes,2015,No,High,Yazid checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,9428,9428,9428,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Belukar Rawa,,  ,Disagree - minor,Yes,2015,No,High,Yazid checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,9429,9429,9429,Primary degraded,NA,1990,High,Yes,High,,1999,1998,Cleared - Abandoned/transitional,High,,2003,2002,Cleared - Fire,High,,2007,2006,Cleared - Fire,High,,Pertanian Lahan Kering,,Cleared - Abandoned/transitional Cleared - Fire Cleared - Fire,Disagree - minor,Yes,2015,Yes,High,Yazid checked,,,2012,2010,Cleared - Other,Low,,2015,2014,Cleared - Other,Low,,,,,,,,,
Sumatera,Same sample ID,OK,9,9430,9430,9430,Non Forest,NA,1991,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Sawah,,  ,Agree,Yes,2015,No,High,Yazid checked,,Diana edited,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,9431,9431,9431,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering,,  ,Agree,Yes,2014,No,High,Yazid checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,Over-entry,3,9432,9432,9432,Non Forest,NA,1995,High,No,High,Image of 1990 not available (clearing-abandon land),,,,,,,,,,,,,,,,Perkebunan,,  ,Disagree - minor,Yes,none,No,High,Yazid checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,9433,9433,9433,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Agree,Yes,2015,No,High,Yazid checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,9434,9434,9434,Primary intact,NA,1991,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,2015,No,High,Yazid checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,9435,9435,9435,Primary intact,NA,1990,High,Yes,High,,2005,2004,Cleared - Fire,High,,2013,2012,Cleared - Abandoned/transitional,High,,,,,,,Belukar Rawa,,Cleared - Fire Cleared - Abandoned/transitional ,Agree,Yes,2015,No,High,Yazid checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,9436,9436,9436,Primary intact,NA,1993,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,2015,No,High,Yazid checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,9437,9437,9437,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering,,  ,Agree,No,2009,No,High,Yazid checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,9438,9438,9438,Non Forest,NA,1995,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering,,  ,Agree,Yes,2013,No,High,Yazid checked,sugar cane plantation,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,9439,9439,9439,Primary degraded,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Sekunder,,  ,Disagree - major,Yes,2012,No,High,Yazid checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,9440,9440,9440,Non Forest,NA,1996,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Agree,Yes,2012,No,High,Yazid checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,9441,9441,9441,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Perkebunan,,  ,Agree,Yes,2016,No,High,Yazid checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,9442,9442,9442,Primary intact,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,2015,No,High,Yazid checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,9443,9443,9443,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Agree,Yes,2014,No,High,Yazid checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,9444,9444,9444,Primary intact,NA,1992,High,Yes,High,Image of 1990 not available,2000,1999,Degraded - Selective Logging,High,,2009,2008,Degraded - Nearby clearing,High,,,,,,,Hutan Rawa Sekunder,,Degraded - Selective Logging Degraded - Nearby clearing ,Disagree - minor,Yes,none,No,High,Yazid checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,9445,9445,9445,Primary intact,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Rawa Primer,,  ,Disagree - minor,Yes,none,No,High,Yazid checked,,,,,,,,,,,,,,,,,,,,
