ISLAND,ID,FINAL_LU_UMD,DEG_YR_FIRST,DEG_TYPE_FIRST,CLEAR_YR_FIRST,CLEAR_TYPE_FIRST,NUM_CHANGE,X1990_LC,CH1_YR,CH1_TYPE,CH2_YR,CH2_TYPE,CH3_YR,CH3_TYPE,CH4_YR,CH4_TYPE,CH5_YR,CH5_TYPE,CH6_YR,CH6_TYPE,KLHK_LU,TRAJECTORY
Irian_Jaya,488,Primary intact,0,NA,0,NA,0,Primary intact,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Hutan Primer,Primary intact
Irian_Jaya,515,Primary degraded,0,NA,0,NA,0,Primary degraded,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Hutan Sekunder,Primary degraded
Irian_Jaya,519,Primary intact,0,NA,0,NA,0,Primary intact,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Hutan Rawa Primer,Primary intact
Irian_Jaya,529,Primary intact,0,NA,0,NA,0,Primary intact,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Hutan Rawa Primer,Primary intact
Irian_Jaya,532,Primary intact,0,NA,0,NA,0,Primary intact,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Hutan Rawa Primer,Primary intact
Irian_Jaya,546,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Belukar Rawa,Non forest
Irian_Jaya,553,Primary intact,0,NA,0,NA,0,Primary intact,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Hutan Primer,Primary intact
Irian_Jaya,561,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Pertanian Lahan Kering Campur Semak,Non forest
Irian_Jaya,621,Primary intact,0,NA,0,NA,0,Primary intact,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Hutan Primer,Primary intact
Irian_Jaya,623,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Belukar,Non forest
Irian_Jaya,652,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Belukar Rawa,Non forest
Irian_Jaya,677,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Belukar Rawa,Non forest
Irian_Jaya,680,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Rawa,Non forest
Irian_Jaya,691,Primary intact,0,NA,0,NA,0,Primary intact,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Hutan Rawa Primer,Primary intact
Irian_Jaya,700,Primary intact,0,NA,0,NA,0,Primary intact,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Hutan Mangrove,Primary intact
Irian_Jaya,1225,Primary intact,0,NA,0,NA,0,Primary intact,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Hutan Primer,Primary intact
Irian_Jaya,1234,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Belukar Rawa,Non forest
Irian_Jaya,1257,Primary degraded,0,NA,0,NA,0,Primary degraded,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Hutan Sekunder,Primary degraded
Irian_Jaya,1264,Primary intact,0,NA,0,NA,0,Primary intact,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Hutan Primer,Primary intact
Irian_Jaya,1277,Primary degraded,0,NA,0,NA,0,Primary degraded,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Hutan Rawa Sekunder,Primary degraded
Irian_Jaya,1290,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Air,Non forest
Irian_Jaya,1322,Primary intact,0,NA,0,NA,0,Primary intact,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Hutan Rawa Primer,Primary intact
Irian_Jaya,1326,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Belukar Rawa,Non forest
Irian_Jaya,1353,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Belukar Rawa,Non forest
Irian_Jaya,1364,Primary intact,0,NA,0,NA,0,Primary intact,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Hutan Rawa Primer,Primary intact
Irian_Jaya,1367,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Belukar,Non forest
Irian_Jaya,1379,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Rawa,Non forest
Irian_Jaya,1402,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Pertanian Lahan Kering Campur Semak,Non forest
Irian_Jaya,1410,Primary intact,0,NA,0,NA,0,Primary intact,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Hutan Rawa Primer,Primary intact
Irian_Jaya,1416,Primary intact,0,NA,0,NA,0,Primary intact,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Hutan Rawa Primer,Primary intact
Irian_Jaya,1417,Primary degraded,0,NA,0,NA,0,Primary degraded,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Hutan Rawa Sekunder,Primary degraded
Irian_Jaya,1442,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Rawa,Non forest
Jawa,2261,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Perkebunan,Non forest
Jawa,2291,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Hutan Tanaman,Non forest
Jawa,2641,Primary intact,0,NA,0,NA,0,Primary intact,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Hutan Primer,Primary intact
Jawa,2646,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Pertanian Lahan Kering Campur Semak,Non forest
Jawa,2649,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Belukar,Non forest
Jawa,2660,Primary intact,0,NA,0,NA,0,Primary intact,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Hutan Primer,Primary intact
Jawa,2691,Primary degraded,0,NA,0,NA,0,Primary degraded,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Hutan Sekunder,Primary degraded
Jawa,2712,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Pertanian Lahan Kering Campur Semak,Non forest
Kalimantan,3810,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Sawah,Non forest
Kalimantan,3819,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Pertanian Lahan Kering Campur Semak,Non forest
Kalimantan,3826,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Perkebunan,Non forest
Kalimantan,3827,Primary degraded,0,NA,0,NA,0,Primary degraded,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Hutan Sekunder,Primary degraded
Kalimantan,3829,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Hutan Sekunder,Non forest
Kalimantan,3837,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Pertanian Lahan Kering Campur Semak,Non forest
Kalimantan,3858,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Belukar Rawa,Non forest
Kalimantan,3864,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Pertanian Lahan Kering Campur Semak,Non forest
Kalimantan,3878,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Perkebunan,Non forest
Kalimantan,3882,Primary intact,0,NA,0,NA,0,Primary intact,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Hutan Primer,Primary intact
Kalimantan,3901,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Perkebunan,Non forest
Kalimantan,3906,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Pertanian Lahan Kering Campur Semak,Non forest
Kalimantan,3925,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Belukar,Non forest
Kalimantan,3926,Primary degraded,0,NA,0,NA,0,Primary degraded,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Hutan Rawa Sekunder,Primary degraded
Kalimantan,3927,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Pertanian Lahan Kering Campur Semak,Non forest
Kalimantan,3938,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Pemukiman,Non forest
Kalimantan,3952,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Lahan Terbuka,Non forest
Kalimantan,4699,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Pertanian Lahan Kering Campur Semak,Non forest
Kalimantan,4704,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Belukar Rawa,Non forest
Kalimantan,4708,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Belukar,Non forest
Kalimantan,4735,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Belukar,Non forest
Kalimantan,4763,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Perkebunan,Non forest
Kalimantan,4778,Primary intact,0,NA,0,NA,0,Primary intact,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Hutan Primer,Primary intact
Kalimantan,4816,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Lahan Terbuka,Non forest
Kalimantan,4819,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Pertanian Lahan Kering Campur Semak,Non forest
Kalimantan,4822,Primary intact,0,NA,0,NA,0,Primary intact,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Hutan Primer,Primary intact
Kalimantan,4824,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Pertanian Lahan Kering Campur Semak,Non forest
Kalimantan,4828,Primary degraded,0,NA,0,NA,0,Primary degraded,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Hutan Sekunder,Primary degraded
Kalimantan,4839,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Perkebunan,Non forest
Kalimantan,4858,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Hutan Mangrove Sekunder,Non forest
Maluku,5717,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Air,Non forest
Maluku,5718,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Pertanian Lahan Kering,Non forest
Maluku,5721,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Pertanian Lahan Kering Campur Semak,Non forest
Maluku,5723,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Belukar Rawa,Non forest
Maluku,5725,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Perkebunan,Non forest
Maluku,5734,Primary intact,0,NA,0,NA,0,Primary intact,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Hutan Primer,Primary intact
Maluku,5739,Primary degraded,0,NA,0,NA,0,Primary degraded,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Hutan Mangrove Sekunder,Primary degraded
Maluku,5746,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Pertanian Lahan Kering Campur Semak,Non forest
Maluku,5748,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Pertanian Lahan Kering Campur Semak,Non forest
Maluku,5753,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Belukar Rawa,Non forest
Maluku,5755,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Pertanian Lahan Kering Campur Semak,Non forest
Maluku,5758,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Pertanian Lahan Kering Campur Semak,Non forest
Maluku,5760,Primary degraded,0,NA,0,NA,0,Primary degraded,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Hutan Sekunder,Primary degraded
Maluku,5782,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Pertanian Lahan Kering Campur Semak,Non forest
Maluku,5793,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Pertanian Lahan Kering Campur Semak,Non forest
Maluku,5798,Primary intact,0,NA,0,NA,0,Primary intact,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Hutan Primer,Primary intact
Maluku,5806,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Pertanian Lahan Kering Campur Semak,Non forest
Maluku,5823,Primary degraded,0,NA,0,NA,0,Primary degraded,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Hutan Mangrove Sekunder,Primary degraded
Maluku,5834,Primary intact,0,NA,0,NA,0,Primary intact,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Hutan Primer,Primary intact
Maluku,5849,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Pertanian Lahan Kering Campur Semak,Non forest
Maluku,5858,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Air,Non forest
Maluku,5861,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Belukar,Non forest
Maluku,5867,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Pertanian Lahan Kering Campur Semak,Non forest
Sulawesi,6837,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Pertanian Lahan Kering Campur Semak,Non forest
Sulawesi,6855,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Pertanian Lahan Kering Campur Semak,Non forest
Sulawesi,6863,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Pertanian Lahan Kering Campur Semak,Non forest
Sulawesi,6869,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Belukar,Non forest
Sulawesi,6874,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Hutan Tanaman,Non forest
Sulawesi,6999,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Pertanian Lahan Kering Campur Semak,Non forest
Sulawesi,7043,Primary intact,0,NA,0,NA,0,Primary intact,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Hutan Primer,Primary intact
Sulawesi,7049,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Pertanian Lahan Kering Campur Semak,Non forest
Sulawesi,7051,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Pertanian Lahan Kering Campur Semak,Non forest
Sulawesi,7060,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Pertanian Lahan Kering Campur Semak,Non forest
Sulawesi,7072,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Pertanian Lahan Kering Campur Semak,Non forest
Sulawesi,7074,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Pertanian Lahan Kering Campur Semak,Non forest
Sulawesi,7078,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Pertanian Lahan Kering Campur Semak,Non forest
Sulawesi,7080,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Pertanian Lahan Kering Campur Semak,Non forest
Sulawesi,7091,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Pertanian Lahan Kering Campur Semak,Non forest
Sulawesi,7093,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Pertanian Lahan Kering Campur Semak,Non forest
Sumatera,8336,Primary intact,0,NA,0,NA,0,Primary intact,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Hutan Primer,Primary intact
Sumatera,8340,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Pertanian Lahan Kering Campur Semak,Non forest
Sumatera,8349,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Perkebunan,Non forest
Sumatera,8354,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Pertanian Lahan Kering Campur Semak,Non forest
Sumatera,8357,Primary degraded,0,NA,0,NA,0,Primary degraded,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Hutan Sekunder,Primary degraded
Sumatera,8388,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Belukar,Non forest
Sumatera,8403,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Perkebunan,Non forest
Sumatera,8404,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Pertanian Lahan Kering Campur Semak,Non forest
Sumatera,8410,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Pertanian Lahan Kering Campur Semak,Non forest
Sumatera,8425,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Pertanian Lahan Kering Campur Semak,Non forest
Sumatera,8428,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Belukar Rawa,Non forest
Sumatera,8429,Primary intact,0,NA,0,NA,0,Primary intact,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Hutan Primer,Primary intact
Sumatera,8434,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Pertanian Lahan Kering,Non forest
Sumatera,8437,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Pertanian Lahan Kering Campur Semak,Non forest
Sumatera,8440,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Belukar Rawa,Non forest
Sumatera,8452,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Pertanian Lahan Kering Campur Semak,Non forest
Sumatera,8464,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Pertanian Lahan Kering Campur Semak,Non forest
Sumatera,8475,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Perkebunan,Non forest
Sumatera,8481,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Perkebunan,Non forest
Sumatera,8488,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Pertanian Lahan Kering,Non forest
Sumatera,8505,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Hutan Tanaman,Non forest
Sumatera,8509,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Pertanian Lahan Kering Campur Semak,Non forest
Sumatera,8519,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Belukar,Non forest
Sumatera,8522,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Pertanian Lahan Kering Campur Semak,Non forest
Sumatera,8545,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Pertanian Lahan Kering Campur Semak,Non forest
Sumatera,8554,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Pertanian Lahan Kering Campur Semak,Non forest
Sumatera,8558,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Hutan Tanaman,Non forest
Sumatera,8559,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Pertanian Lahan Kering Campur Semak,Non forest
Sumatera,8563,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Pertanian Lahan Kering Campur Semak,Non forest
Sumatera,8573,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Pertanian Lahan Kering Campur Semak,Non forest
Sumatera,8599,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Pertanian Lahan Kering Campur Semak,Non forest
Sumatera,8607,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Hutan Tanaman,Non forest
Sumatera,8610,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Pertanian Lahan Kering Campur Semak,Non forest
Sumatera,8613,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Pemukiman,Non forest
Sumatera,8614,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Hutan Tanaman,Non forest
Sumatera,8617,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Perkebunan,Non forest
Sumatera,8626,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Perkebunan,Non forest
Sumatera,8628,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Pertanian Lahan Kering Campur Semak,Non forest
Sumatera,8642,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Belukar,Non forest
Sumatera,8648,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Pertanian Lahan Kering Campur Semak,Non forest
Sumatera,8652,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Pertanian Lahan Kering Campur Semak,Non forest
Sumatera,8654,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Pertanian Lahan Kering Campur Semak,Non forest
Sumatera,8667,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Pertanian Lahan Kering Campur Semak,Non forest
Sumatera,8670,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Pertanian Lahan Kering Campur Semak,Non forest
Sumatera,8676,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Pertanian Lahan Kering Campur Semak,Non forest
Sumatera,8683,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Pertanian Lahan Kering Campur Semak,Non forest
Sumatera,8687,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Pertanian Lahan Kering Campur Semak,Non forest
Sumatera,8688,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Pertanian Lahan Kering Campur Semak,Non forest
Sumatera,8689,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Pertanian Lahan Kering Campur Semak,Non forest
Sumatera,8693,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Perkebunan,Non forest
Sumatera,8696,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Pertanian Lahan Kering Campur Semak,Non forest
Sumatera,8706,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Pertanian Lahan Kering Campur Semak,Non forest
Sumatera,8715,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Pertanian Lahan Kering,Non forest
Sumatera,8724,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Pertanian Lahan Kering Campur Semak,Non forest
Sumatera,8734,Primary intact,0,NA,0,NA,0,Primary intact,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Hutan Primer,Primary intact
Sumatera,8736,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Pertanian Lahan Kering Campur Semak,Non forest
Sumatera,8737,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Pertanian Lahan Kering Campur Semak,Non forest
Sumatera,8739,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Perkebunan,Non forest
Sumatera,8752,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Perkebunan,Non forest
Sumatera,8757,Primary degraded,0,NA,0,NA,0,Primary degraded,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Hutan Sekunder,Primary degraded
Sumatera,8765,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Pertanian Lahan Kering Campur Semak,Non forest
Sumatera,8775,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Pertanian Lahan Kering Campur Semak,Non forest
